t_id;t_이름;개발용;요구레벨;제한레벨;아이템레벨;t_사용클래스;t_랜덤적용클래스;t_사용가능성별;등급;t_장착파츠;t_무기타입;t_공격거리타입;t_속성타입;게이지 증가량;사정거리;공대공 사정거리;물리_최소공격력;물리_최대공격력;발사체_속도;공격속도;내구도;매입가;처분가;물리_명중력;마법_명중력;물리_크리티컬확률;마법_크리티컬확률;물리_크리티컬데미지률;마법_크리티컬데미지률;무기막기확률;t_장착효과1;t_장착효과2;t_장착효과3;t_장착효과4;랜덤옵션적용여부;랜덤옵션개수_최소;랜덤옵션개수_최대;t_옵션적용비율;드랍시슬롯적용여부;봉인된펠로우장착슬롯수_최소;봉인된펠로우장착슬롯수_최대;제작봉인슬롯_최소;제작봉인슬롯_최대;t_제작대성공_봉인슬롯;가변 항목 최소;가변 항목 최대;봉인된펠로우장착슬롯수;t_영혼석슬롯1;t_영혼석슬롯2;t_영혼석슬롯3;강화제한;t_강화확률;드랍불가;거래불능;처분불능;파괴불능;t_드랍시레벨검사;t_귀속;t_귀속대상;귀속해제횟수;t_사용제한;염색여부;t_판매대행분류;t_스킬효과;드랍시레벨검사무시;사용기간;t_gradeupcodekey;t_gradeupresult;t_분해아이디;t_추출아이디;useleveloption;levelweight;overrisemax;t_overriseid;t_overriseid2;t_overriseid3;contentslevel;통합채널사용불가;리버스강화제한;awakencheck;t_wakenbead;t_wakenbead2;lvup;itemexp;봉인석중복장착여부;charge_weapon;max_charge;t_overrisematid1;t_overrisematid2
WE5_002_3_9999;로비용 한손 지팡이 002_3;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_003_0_9999;로비용 한손 지팡이 003_0;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_003_1_9999;로비용 한손 지팡이 003_1;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_003_2_9999;로비용 한손 지팡이 003_2;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_003_3_9999;로비용 한손 지팡이 003_3;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_004_0_9999;로비용 한손 지팡이 004_0;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_004_1_9999;로비용 한손 지팡이 004_1;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_004_2_9999;로비용 한손 지팡이 004_2;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_004_3_9999;로비용 한손 지팡이 004_3;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_005_0_9999;로비용 한손 지팡이 005_0;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_005_1_9999;로비용 한손 지팡이 005_1;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_005_2_9999;로비용 한손 지팡이 005_2;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_005_3_9999;로비용 한손 지팡이 005_3;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_006_0_9999;로비용 한손 지팡이 006_0;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_006_1_9999;로비용 한손 지팡이 006_1;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_006_2_9999;로비용 한손 지팡이 006_2;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_006_3_9999;로비용 한손 지팡이 006_3;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_106_0_9999;로비용 한손 지팡이 106_0;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_106_1_9999;로비용 한손 지팡이 106_1;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_106_2_9999;로비용 한손 지팡이 106_2;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_007_0_9999;로비용 한손 지팡이 007_0;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_007_1_9999;로비용 한손 지팡이 007_1;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_007_2_9999;로비용 한손 지팡이 007_2;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_007_3_9999;로비용 한손 지팡이 007_3;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_107_0_9999;로비용 한손 지팡이 107_0;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_107_1_9999;로비용 한손 지팡이 107_1;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_107_2_9999;로비용 한손 지팡이 107_2;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_008_0_9999;로비용 한손 지팡이 008_0;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_008_1_9999;로비용 한손 지팡이 008_1;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_008_2_9999;로비용 한손 지팡이 008_2;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_008_3_9999;로비용 한손 지팡이 008_3;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_108_0_9999;로비용 한손 지팡이 108_0;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
WE5_108_1_9999;로비용 한손 지팡이 108_1;1.000000;1.000000;0.000000;1.000000;PR;*;*;1.000000;we;m1;ra;no;0.000000;12.000000;0.000000;9.000000;16.000000;0.000000;1.500000;100.000000;5.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.300000;0.300000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_108;*;0.000000;0.000000;GU_Test_3_0001;WE0_400_6500;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;0.000000;*;*;30.000000;100.000000;1.000000;0.000000;0.000000;*;*
