t_id;t_이름;등급;gradeplus;t_sealtype;아이템레벨;t_속성타입;t_강화타입;t_크리쳐등급;t_봉인된펠로우효과1;t_봉인된펠로우효과2;t_봉인된펠로우효과3;t_최대강화봉인펠로우효과;rfgrade;rfeff;t_스킬효과;매입가;처분가;거래불능;처분불능;파괴불능;t_드랍시레벨검사;t_귀속;t_사용제한;특성력;사용기간;t_판매대행분류;통합채널사용불가;중첩갯수;expweight
SF2_101_1_0326;프로즌 사우르스(미사용);1.000000;0.000000;sd;1.000000;no;so;C;STR+,2,4,16;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;1.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0327;난폭한 블래크;2.000000;0.000000;sd;2.000000;no;so;C;회피력+,2,3,4;VTL+,1,2,4;*;allstat+,2,3;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;155.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0328;잿빛 드라이드;1.000000;0.000000;sd;2.000000;no;so;C;무기극대력+,7,14,77;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;33.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0329;폭풍의 드레이크;1.000000;0.000000;sd;2.000000;no;so;C;STR+,3,5,16;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;33.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0330;살얼음 거북;1.000000;0.000000;sd;2.000000;no;so;C;최대HP+,21,41,183;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;33.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0331;냉혹한 무파사;2.000000;0.000000;sd;2.000000;no;so;C;STR+,5,10,16;무기극대화확률+,1,1,1;*;allstat+,2,3;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;160.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0332;매서운 부리 로도스;2.000000;0.000000;sd;2.000000;no;so;C;최대HP+,41,81,183;최대MP+,38,63,126;*;allstat+,2,4;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;160.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0333;숲지기 레디어;1.000000;0.000000;sd;2.000000;no;so;C;최대MP+,16,32,126;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;32.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0334;서리꽃 레이도스;2.000000;0.000000;sd;2.000000;no;so;C;INT+,7,14,33;MTL+,1,2,4;*;allstat+,2,3;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;165.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0335;혹한의 비명새;1.000000;0.000000;sd;2.000000;no;so;C;VTL+,1,1,4;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;33.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0336;마룡 스트라이거;2.000000;0.000000;sd;2.000000;no;so;C;최대HP+,41,81,183;최대MP+,38,63,126;*;allstat+,2,4;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;170.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0337;얼음 독 거미;1.000000;0.000000;sd;2.000000;no;so;C;회피력+,1,2,4;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;32.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0338;난폭한 블래크(미사용);2.000000;0.000000;sd;1.000000;no;so;C;회피력+,1,2,4;VTL+,1,1,4;*;allstat+,2,3;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;5.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0339;서리 이빨 루스탄(미사용);1.000000;0.000000;sd;1.000000;no;so;C;무기극대력+,3,5,77;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;1.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0340;폭풍의 드레이크(미사용);1.000000;0.000000;sd;1.000000;no;so;C;STR+,2,4,16;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;1.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0341;살얼음 거북(미사용);1.000000;0.000000;sd;1.000000;no;so;C;최대HP+,11,21,183;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;1.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0342;냉혹한 무파사(미사용);2.000000;0.000000;sd;1.000000;no;so;C;STR+,4,7,16;무기극대화확률+,1,1,1;*;allstat+,2,3;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;5.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0343;매서운 부리 로도스(미사용);2.000000;0.000000;sd;1.000000;no;so;C;최대HP+,21,41,183;최대MP+,22,36,126;*;allstat+,2,3;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;5.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0344;숲지기 레디어(미사용);1.000000;0.000000;sd;1.000000;no;so;C;최대MP+,9,18,126;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;1.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0345;서리꽃 레이도스(미사용);2.000000;0.000000;sd;1.000000;no;so;C;INT+,5,9,33;MTL+,1,1,4;*;allstat+,2,3;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;5.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0346;혹한의 비명새(미사용);1.000000;0.000000;sd;1.000000;no;so;C;VTL+,1,1,4;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;1.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0347;마룡 스트라이거(미사용);2.000000;0.000000;sd;1.000000;no;so;C;최대HP+,21,41,183;최대MP+,22,36,126;*;allstat+,2,3;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;5.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0348;얼음 독 거미(미사용);1.000000;0.000000;sd;1.000000;no;so;C;회피력+,1,1,4;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;1.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0349;눈바람 히포그리포;1.000000;0.000000;sd;2.000000;no;so;C;VTL+,1,1,4;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;29.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0350;눈바람 히포그리포(미사용);1.000000;0.000000;sd;1.000000;no;so;C;VTL+,1,1,4;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;1.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0351;프로즌 사우르스(미사용);1.000000;0.000000;sd;1.000000;no;so;C;STR+,2,4,16;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;1.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0352;아이스 하운드(미사용);1.000000;0.000000;sd;1.000000;no;so;C;무기물리공격력+,2,4,62;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;1.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0353;피테로;1.000000;0.000000;sd;1.000000;no;so;C;VTL+,1,1,4;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;22.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0354;피테로(미사용);1.000000;0.000000;sd;1.000000;no;so;C;VTL+,1,1,4;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;1.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0355;공허의 크라비드;2.000000;0.000000;sd;3.000000;no;so;C;VTL+,1,2,4;회피력+,2,3,4;*;allstat+,2,4;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;175.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0356;본 케라브(미사용);3.000000;0.000000;sd;1.000000;no;so;C;회피력+,2,3,4;allstat+,5,8,12;*;allstat+,6,7;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;10.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0357;적빛 드라이드;1.000000;0.000000;sd;3.000000;no;so;C;INT+,5,10,33;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;35.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0358;홍련의 레오니드;2.000000;0.000000;sd;3.000000;no;so;C;최대HP+,54,108,183;무기물리방어력+,20,34,48;*;allstat+,2,4;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;175.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0359;은빛 슬레이드;1.000000;0.000000;sd;2.000000;no;so;C;STR+,3,5,16;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;35.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0360;이베마;1.000000;0.000000;sd;3.000000;no;so;C;STR+,3,6,16;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;35.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0361;드렌슬(미사용);1.000000;0.000000;sd;1.000000;no;so;C;STR+,2,4,16;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;1.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0362;레드 드렌슬(미사용);1.000000;0.000000;sd;1.000000;no;so;C;STR+,2,4,16;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;1.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0363;은빛 슬레이드(미사용);1.000000;0.000000;sd;1.000000;no;so;C;STR+,2,4,16;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;1.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0364;블랙 드렌슬(미사용);1.000000;0.000000;sd;1.000000;no;so;C;STR+,2,4,16;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;1.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0365;붉은뿔 갈라도쿠;2.000000;0.000000;sd;3.000000;no;so;C;무기물리공격력+,17,33,62;무기극대화확률+,1,1,1;*;allstat+,2,4;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;175.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0366;드라쿠;1.000000;0.000000;sd;3.000000;no;so;C;INT+,5,10,33;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;35.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0367;검은뿔 다이노쿠;2.000000;0.000000;sd;2.000000;no;so;C;STR+,5,10,16;무기극대화확률+,1,1,1;*;allstat+,2,4;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;175.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0368;라이쿠;1.000000;0.000000;sd;2.000000;no;so;C;STR+,3,5,16;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;35.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0369;레드 드라거(미사용);1.000000;0.000000;sd;1.000000;no;so;C;STR+,2,4,16;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;1.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0370;드라쿠(미사용);1.000000;0.000000;sd;1.000000;no;so;C;STR+,2,4,16;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;1.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0371;검은 뿔 다이노쿠(미사용);1.000000;0.000000;sd;1.000000;no;so;C;STR+,2,4,16;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;1.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0372;라이쿠(미사용);1.000000;0.000000;sd;1.000000;no;so;C;STR+,2,4,16;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;1.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0373;큰어금니 멧돼지;1.000000;0.000000;sd;1.000000;no;so;C;회피력+,1,1,4;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;8.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0374;푸른 아로스;1.000000;0.000000;sd;2.000000;no;so;C;VTL+,1,1,4;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;50.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0375;백색의 트로이;2.000000;0.000000;sd;2.000000;no;so;C;마법방어력+,11,21,38;무기물리공격력+,14,23,62;*;allstat+,2,3;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;250.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0376;폭군 카라스;3.000000;0.000000;sd;2.000000;no;so;C;무기극대화확률+,1,2,2;allstat+,7,12,12;*;allstat+,6,7;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;500.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0377;스카너;1.000000;0.000000;sd;1.000000;no;so;C;VTL+,1,1,4;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;50.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0378;벌쳐;1.000000;0.000000;sd;1.000000;no;so;C;VTL+,1,1,4;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;22.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0379;검은색 올빼미;1.000000;0.000000;sd;1.000000;no;so;C;VTL+,1,1,4;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;50.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0380;논 포쎄 아포칼립스;3.000000;0.000000;sd;1.000000;no;so;C;PK육체계저항율+,1,1,1;allstat+,5,8,12;*;allstat+,6,7;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;300.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0381;공포의 파이루드;3.000000;0.000000;sd;1.000000;no;so;C;마법물리공격력+,20,40,68;allstat+,7,12,12;*;allstat+,6,7;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;500.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0382;심연의 코아트라;2.000000;0.000000;sd;1.000000;no;so;C;마법방어력+,7,14,38;무기극대력+,6,10,77;*;allstat+,2,3;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;250.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0383;반달곰 바크;1.000000;0.000000;sd;1.000000;no;so;C;최대HP+,11,21,183;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;50.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0384;심술쟁이 그로스;2.000000;0.000000;sd;2.000000;no;so;C;최대HP+,41,81,183;VTL+,1,2,4;*;allstat+,2,3;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;250.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0385;산호수리;1.000000;0.000000;sd;1.000000;no;so;C;VTL+,1,1,4;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;24.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0386;붉은색 메간테스;3.000000;0.000000;sd;1.000000;no;so;C;무기극대화확률+,1,1,1;allstat+,5,8,12;*;allstat+,6,7;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;500.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0387;광룡 파라가스;3.000000;0.000000;sd;1.000000;no;so;C;마법물리공격력+,35,70,68;allstat+,10,16,12;*;allstat+,6,7;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;380.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0388;흑룡 발라크;2.000000;0.000000;sd;3.000000;no;so;C;VTL+,1,2,4;마법물리공격력+,21,35,68;*;allstat+,2,4;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;190.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0389;암흑 날개 카마라;2.000000;0.000000;sd;2.000000;no;so;C;회피력+,2,3,4;최대HP+,49,81,183;*;allstat+,2,4;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;150.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0390;공역의 날개 페무토;3.000000;0.000000;sd;1.000000;no;so;C;무기물리공격력+,33,66,62;allstat+,10,16,12;*;allstat+,6,7;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;380.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0391;하얀 날개 아마란스;2.000000;0.000000;sd;2.000000;no;so;C;최대HP+,41,81,183;최대MP+,38,63,126;*;allstat+,2,4;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;250.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0392;흰수염 화이트티어;2.000000;0.000000;sd;3.000000;no;so;C;마법극대력+,30,59,113;마법극대화확률+,1,1,1;*;allstat+,2,4;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;190.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0393;검은색 거북이;2.000000;0.000000;sd;1.000000;no;so;C;VTL+,1,1,4;무기물리방어력+,11,18,48;*;allstat+,2,3;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;250.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0394;검은색 유니콘(미사용);2.000000;0.000000;sd;1.000000;no;so;C;회피력+,1,2,4;최대HP+,25,41,183;*;allstat+,2,3;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;250.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0395;달빛 루시퍼트;3.000000;0.000000;sd;3.000000;no;so;C;마법물리공격력+,35,70,68;allstat+,10,16,12;*;allstat+,6,7;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;380.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0396;푸른 날개 블레이드;2.000000;0.000000;sd;3.000000;no;so;C;최대HP+,54,108,183;마법물리공격력+,21,35,68;*;allstat+,2,4;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;190.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0397;스노비시;2.000000;0.000000;sd;1.000000;no;so;C;최대HP+,21,41,183;PK육체계저항율+,1,1,1;*;allstat+,2,3;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;150.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0398;검은색 부유해마(미사용);2.000000;0.000000;sd;1.000000;no;so;C;마법극대력+,8,15,113;마법극대화확률+,1,1,1;*;allstat+,2,3;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;250.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0399;이보크;2.000000;0.000000;sd;1.000000;no;so;C;마법극대력+,12,24,113;최대HP+,32,54,183;*;allstat+,2,4;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;115.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0400;알비노 아벤느;2.000000;0.000000;sd;1.000000;no;so;C;VTL+,1,1,4;최대MP+,27,45,126;*;allstat+,2,4;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;110.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0401;엔비;2.000000;0.000000;sd;1.000000;no;so;C;마법방어력+,10,19,38;PK육체계저항율+,1,1,1;*;allstat+,2,4;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;250.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0402;아벤느;1.000000;0.000000;sd;1.000000;no;so;C;VTL+,1,1,4;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;22.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0403;아라이크;1.000000;0.000000;sd;1.000000;no;so;C;VTL+,1,1,4;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;24.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0404;금빛 날개 아브라스;2.000000;0.000000;sd;3.000000;no;so;C;DEX+,2,3,5;무기극대화확률+,1,1,1;*;allstat+,2,4;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;190.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0405;푸른 아로스(미사용);1.000000;0.000000;sd;1.000000;no;so;C;VTL+,1,1,4;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;1.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0406;백색의 트로이(미사용);1.000000;0.000000;sd;1.000000;no;so;C;무기물리공격력+,2,4,62;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;1.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0407;폭군 카라스(미사용);3.000000;0.000000;sd;1.000000;no;so;C;무기극대화확률+,1,2,2;allstat+,5,8,12;*;allstat+,6,7;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;10.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0408;첫번째 독수리(미사용);1.000000;0.000000;sd;1.000000;no;so;C;VTL+,1,1,4;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;1.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0409;벌쳐(미사용);1.000000;0.000000;sd;1.000000;no;so;C;VTL+,1,1,4;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;1.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0410;검은색 올빼미(미사용);1.000000;0.000000;sd;1.000000;no;so;C;VTL+,1,1,4;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;1.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0411;논 포쎄 아포칼립스(미사용);3.000000;0.000000;sd;1.000000;no;so;C;무기극대력+,10,20,77;allstat+,5,8,12;*;allstat+,6,7;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;10.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0412;공포의 파이루드(미사용);2.000000;0.000000;sd;1.000000;no;so;C;STR+,4,7,16;무기극대화확률+,1,1,1;*;allstat+,2,3;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;5.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0413;심연의 코아트라(미사용);1.000000;0.000000;sd;1.000000;no;so;C;STR+,2,4,16;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;1.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0414;검은 반달곰(미사용);1.000000;0.000000;sd;1.000000;no;so;C;최대HP+,11,21,183;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;1.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0415;흰색 멧돼지(미사용);1.000000;0.000000;sd;1.000000;no;so;C;회피력+,1,1,4;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;1.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
SF2_101_1_0416;산호수리(미사용);1.000000;0.000000;sd;1.000000;no;so;C;VTL+,1,1,4;*;*;allstat+,1,1;0.000000;0.000000;*;20.000000;4.000000;0.000000;0.000000;0.000000;item;none;*;1.000000;0.000000;Auction_585;0.000000;1.000000;10000.000000
