t_id;t_이름;등급;t_레시피 구분;t_레시피 종류;아이템레벨;필요단계;습득 필요 숙련도;습득 필요 레벨;t_제작 아이템;t_제작 아이템 명;재사용시간;매입가;처분가;중첩갯수;t_습득기술;배움스킬레벨;거래불능;처분불능;파괴불능;t_드랍시레벨검사;t_귀속;t_사용제한;t_판매대행분류;드랍시레벨검사무시;contentslevel;통합채널사용불가;계승강화조건;계승초월조건;t_화폐설정id
RC_6_2_00010;이보크의 징표;2.000000;pr;fe;1.000000;1.000000;0.000000;1.000000;cr_0_0011; 이보크의 징표;0.000000;515.000000;105.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_403;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_6_2_00011;푸른색 사우르스의 징표;2.000000;pr;fe;1.000000;1.000000;0.000000;1.000000;cr_0_0012;푸른색 사우르스의 징표;0.000000;515.000000;105.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_403;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_6_2_00012;공포의 날개 페무토의 징표;3.000000;pr;fe;1.000000;2.000000;0.000000;1.000000;co_0_0323;페무토의 징표;0.000000;515.000000;105.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_403;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_6_2_00013;푸른 날개 블레이드의 징표;2.000000;pr;fe;1.000000;1.000000;0.000000;1.000000;co_0_0324;블레이드의 징표;0.000000;515.000000;105.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_403;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_6_2_00014;한기서린 구슬;2.000000;pr;fe;1.000000;1.000000;0.000000;1.000000;co_0_0322;한기서린 구슬;0.000000;515.000000;105.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_403;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_6_2_00015;늑대왕 라샤카의 징표;2.000000;pr;fe;1.000000;1.000000;0.000000;1.000000;co_9_0100;늑대왕 라샤카의 징표;0.000000;515.000000;105.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_403;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_6_2_00016;아이샤의 흔적;3.000000;pr;fe;1.000000;2.000000;2.000000;10.000000;cr_0_0022;아이샤의 기운;0.000000;515.000000;105.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_403;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_6_2_00017;불사의 장막;2.000000;pr;fe;1.000000;1.000000;0.000000;1.000000;co_1_2998;불사의 장막;0.000000;515.000000;105.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_403;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_6_2_00018;아슈람의 인장;3.000000;pr;fe;1.000000;2.000000;2.000000;10.000000;cr_0_0023;아슈람의 인장;0.000000;515.000000;105.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_403;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_6_2_00019;궁극의 드라우프의 징표;2.000000;pr;fe;1.000000;1.000000;0.000000;1.000000;co_0_0336;궁극의 드라우프의 징표;0.000000;515.000000;105.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_403;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_6_2_00020;광룡의 파라가스의 징표;3.000000;pr;fe;1.000000;2.000000;2.000000;10.000000;co_0_0337;광룡 파라가스의 징표;0.000000;515.000000;105.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_403;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_6_2_00021;흑룡 발라크의 징표;2.000000;pr;fe;1.000000;1.000000;0.000000;1.000000;co_0_0338;흑룡 발라크의 징표;0.000000;515.000000;105.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_403;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_6_2_00022;달빛 루시퍼트의 징표;3.000000;pr;fe;1.000000;2.000000;2.000000;10.000000;co_0_0339;달빛 루시퍼트;0.000000;515.000000;105.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_403;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_6_2_00023;카라샤의 징표;3.000000;pr;fe;1.000000;2.000000;2.000000;10.000000;co_0_0320;카라샤의 징표;0.000000;515.000000;105.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_403;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_6_2_00024;검은 뿔 다이노쿠 징표;2.000000;pr;fe;1.000000;1.000000;0.000000;1.000000;co_0_0340;검은 뿔 다이노쿠의 징표;0.000000;515.000000;105.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_403;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_6_2_00025;푸른 등 거북 징표;2.000000;pr;fe;1.000000;1.000000;0.000000;1.000000;co_0_0341;푸른 등 거북 징표;0.000000;515.000000;105.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_403;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_6_2_00026;창공의 윈드런너의 징표;2.000000;pr;fe;1.000000;1.000000;0.000000;1.000000;co_0_0343;창공의 윈드런너의 징표;0.000000;515.000000;105.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_403;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_6_2_00027;혹한의 검;3.000000;pr;we;25.000000;1.000000;0.000000;1.000000;we0_006_0_3281;혹한의 검;0.000000;10000.000000;1000.000000;1.000000;*;1.000000;1.000000;0.000000;0.000000;item;get;*;*;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_6_2_00028;혹한의 단검;3.000000;pr;we;25.000000;1.000000;0.000000;1.000000;we4_018_0_3281;혹한의 단검;0.000000;10000.000000;1000.000000;1.000000;*;1.000000;1.000000;0.000000;0.000000;item;get;*;*;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_6_2_00029;혹한의 양손검;3.000000;pr;we;25.000000;1.000000;0.000000;1.000000;we1_009_0_3281;혹한의 양손검;0.000000;10000.000000;1000.000000;1.000000;*;1.000000;1.000000;0.000000;0.000000;item;get;*;*;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_6_2_00030;혹한의 한손지팡이;3.000000;pr;we;25.000000;1.000000;0.000000;1.000000;we5_009_0_3281;혹한의 한손지팡이;0.000000;10000.000000;1000.000000;1.000000;*;1.000000;1.000000;0.000000;0.000000;item;get;*;*;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_6_2_00031;혹한의 양손지팡이;3.000000;pr;we;25.000000;1.000000;0.000000;1.000000;we6_013_0_3281;혹한의 양손지팡이;0.000000;10000.000000;1000.000000;1.000000;*;1.000000;1.000000;0.000000;0.000000;item;get;*;*;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_6_2_00032;혹한의 방패;3.000000;pr;ar;25.000000;1.000000;0.000000;1.000000;su0_005_0_3341;혹한의 방패;0.000000;10000.000000;1000.000000;1.000000;*;1.000000;1.000000;0.000000;0.000000;item;get;*;*;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_6_2_00033;혹한의 아티펙트;3.000000;pr;ar;25.000000;1.000000;0.000000;1.000000;su1_004_0_2271;혹한의 아티펙트;0.000000;10000.000000;1000.000000;1.000000;*;1.000000;1.000000;0.000000;0.000000;item;get;*;*;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_6_2_00034;타락한 추종자의 검;3.000000;pr;we;29.000000;1.000000;0.000000;1.000000;we0_003_0_3282;타락한 추종자의 검;0.000000;10000.000000;1000.000000;1.000000;*;1.000000;1.000000;0.000000;0.000000;item;get;*;*;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_6_2_00035;타락한 추종자의 단검;3.000000;pr;we;29.000000;1.000000;0.000000;1.000000;we4_010_0_3282;타락한 추종자의 단검;0.000000;10000.000000;1000.000000;1.000000;*;1.000000;1.000000;0.000000;0.000000;item;get;*;*;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_6_2_00036;타락한 추종자의 양손검;3.000000;pr;we;29.000000;1.000000;0.000000;1.000000;we1_015_0_3282;타락한 추종자의 양손검;0.000000;10000.000000;1000.000000;1.000000;*;1.000000;1.000000;0.000000;0.000000;item;get;*;*;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_6_2_00037;타락한 추종자의 한손지팡이;3.000000;pr;we;29.000000;1.000000;0.000000;1.000000;we5_010_0_3282;타락한 추종자의 한손지팡이;0.000000;10000.000000;1000.000000;1.000000;*;1.000000;1.000000;0.000000;0.000000;item;get;*;*;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_6_2_00038;타락한 추종자의 양손지팡이;3.000000;pr;we;29.000000;1.000000;0.000000;1.000000;we6_007_0_3282;타락한 추종자의 양손지팡이;0.000000;10000.000000;1000.000000;1.000000;*;1.000000;1.000000;0.000000;0.000000;item;get;*;*;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_6_2_00039;타락한 추종자의 방패;3.000000;pr;ar;29.000000;1.000000;0.000000;1.000000;su0_010_0_3351;타락한 추종자의 방패;0.000000;10000.000000;1000.000000;1.000000;*;1.000000;1.000000;0.000000;0.000000;item;get;*;*;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_6_2_00040;타락한 추종자의 아티펙트;3.000000;pr;ar;29.000000;1.000000;0.000000;1.000000;su1_005_0_3341;타락한 추종자의 아티펙트;0.000000;10000.000000;1000.000000;1.000000;*;1.000000;1.000000;0.000000;0.000000;item;get;*;*;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_6_2_00041;냉혹한 무파사 징표;2.000000;pr;fe;1.000000;1.000000;0.000000;1.000000;co_0_0344;냉혹한 무파사 징표;0.000000;515.000000;105.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_403;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_6_2_00042;암흑 날개 카마라 징표;2.000000;pr;fe;1.000000;1.000000;0.000000;1.000000;co_0_0345;암흑 날개 카마라 징표;0.000000;515.000000;105.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_403;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_6_2_00043;천둥 갑옷 제피로스 징표;2.000000;pr;fe;1.000000;1.000000;0.000000;1.000000;co_0_0346;천둥 갑옷 제피로스;0.000000;515.000000;105.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_403;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_1_4_10001;강화된 미스릴 주괴;1.000000;pr;we;30.000000;4.000000;6.000000;30.000000;ma_1_3003;강화된 미스릴 주괴;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_1_4_11011;영웅 한손검;3.000000;pr;we;30.000000;4.000000;6.000000;30.000000;we0_733_0_3351;영웅 한손검;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_1_4_21011;영웅 양손검;3.000000;pr;we;30.000000;4.000000;6.000000;30.000000;we1_733_0_3351;영웅 양손검;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_1_4_31011;영웅 단검;3.000000;pr;we;30.000000;4.000000;6.000000;30.000000;we4_733_0_3351;영웅 단검;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_1_4_41011;영웅 한손지팡이;3.000000;pr;we;30.000000;4.000000;6.000000;30.000000;we5_733_0_3351;영웅 한손지팡이;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_1_4_51011;영웅 양손지팡이;3.000000;pr;we;30.000000;4.000000;6.000000;30.000000;we6_733_0_3351;영웅 양손지팡이;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_1_4_61011;영웅 석궁;3.000000;pr;we;30.000000;4.000000;6.000000;30.000000;we9_002_0_1351;영웅 석궁;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_1_4_71011;영웅 장창;3.000000;pr;we;30.000000;4.000000;6.000000;30.000000;we8_002_0_1351;영웅 장창;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_1_4_10002;투랄리움 주괴;1.000000;pr;we;30.000000;4.000000;6.000000;30.000000;ma_1_4001;투랄리움 주괴;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_1_4_11012;영웅 한손검;3.000000;pr;we;30.000000;4.000000;6.000000;30.000000;we0_733_0_3401;영웅 한손검;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_1_4_21012;영웅 양손검;3.000000;pr;we;30.000000;4.000000;6.000000;30.000000;we1_733_0_3401;영웅 양손검;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_1_4_31012;영웅 단검;3.000000;pr;we;30.000000;4.000000;6.000000;30.000000;we4_733_0_3401;영웅 단검;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_1_4_41012;영웅 한손지팡이;3.000000;pr;we;30.000000;4.000000;6.000000;30.000000;we5_733_0_3401;영웅 한손지팡이;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_1_4_51012;영웅 양손지팡이;3.000000;pr;we;30.000000;4.000000;6.000000;30.000000;we6_733_0_3401;영웅 양손지팡이;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_1_4_61012;영웅 석궁;3.000000;pr;we;30.000000;4.000000;6.000000;30.000000;we9_002_0_1401;영웅 석궁;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_1_4_71012;영웅 장창;3.000000;pr;we;30.000000;4.000000;6.000000;30.000000;we8_002_0_1401;영웅 장창;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_10001;강화된 미스릴 합금;1.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ma_1_3004;강화된 미스릴 합금;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_10002;강화된 두꺼운 천;1.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ma_4_3002;강화된 두꺼운 천;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_13011_1;영웅 수호 투구;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar0_833_1_83501;영웅 수호 투구;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_13011_2;영웅 수호 어깨;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar0_835_2_83501;영웅 수호 어깨;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_13011_3;영웅 수호 중갑;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar0_835_3_83501;영웅 수호 중갑;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_13011_4;영웅 수호 장갑;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar0_835_4_83501;영웅 수호 장갑;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_13011_5;영웅 수호 신발;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar0_835_5_83501;영웅 수호 신발;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_13012_1;영웅 광폭 투구;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar1_835_1_83501;영웅 광폭 투구;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_13012_2;영웅 광폭 어깨;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar1_835_2_83501;영웅 광폭 어깨;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_13012_3;영웅 광폭 중갑;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar1_835_3_83501;영웅 광폭 중갑;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_13012_4;영웅 광폭 장갑;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar1_835_4_83501;영웅 광폭 장갑;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_13012_5;영웅 광폭 신발;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar1_835_5_83501;영웅 광폭 신발;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_23011_1;영웅 그림자 투구;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar3_835_1_83501;영웅 그림자 투구;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_23011_2;영웅 그림자 어깨;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar3_835_2_83501;영웅 그림자 어깨;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_23011_3;영웅 그림자 경갑;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar3_835_3_83501;영웅 그림자 경갑;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_23011_4;영웅 그림자 장갑;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar3_835_4_83501;영웅 그림자 장갑;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_23011_5;영웅 그림자 신발;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar3_835_5_83501;영웅 그림자 신발;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_33011_1;영웅 원소 모자;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar4_835_1_83501;영웅 원소 모자;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_33011_2;영웅 원소 어깨;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar4_835_2_83501;영웅 원소 어깨;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_33011_3;영웅 원소 로브;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar4_835_3_83501;영웅 원소 로브;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_33011_4;영웅 원소 장갑;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar4_835_4_83501;영웅 원소 장갑;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_33011_5;영웅 원소 신발;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar4_835_5_83501;영웅 원소 신발;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_33012_1;영웅 신념 모자;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar5_835_1_83501;영웅 신념 모자;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_33012_2;영웅 신념 어깨;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar5_835_2_83501;영웅 신념 어깨;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_33012_3;영웅 신념 로브;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar5_835_3_83501;영웅 신념 로브;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_33012_4;영웅 신념 장갑;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar5_835_4_83501;영웅 신념 장갑;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_33012_5;영웅 신념 신발;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar5_835_5_83501;영웅 신념 신발;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_43011_1;영웅 방패;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;su0_733_0_3351;영웅 방패;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_53011_1;영웅 아티펙트;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;su1_733_0_3351;영웅 아티펙트;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_10003;투랄리움 합금;1.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ma_1_4002;투랄리움 합금;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_10004;부드러운 천;1.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ma_4_4001;부드러운 천;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_13013_1;영웅 수호 투구;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar0_833_1_84001;영웅 수호 투구;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_13013_2;영웅 수호 어깨;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar0_840_2_84001;영웅 수호 어깨;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_13013_3;영웅 수호 중갑;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar0_840_3_84001;영웅 수호 중갑;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_13013_4;영웅 수호 장갑;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar0_840_4_84001;영웅 수호 장갑;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_13013_5;영웅 수호 신발;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar0_840_5_84001;영웅 수호 신발;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_13014_1;영웅 광폭 투구;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar1_840_1_84001;영웅 광폭 투구;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_13014_2;영웅 광폭 어깨;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar1_840_2_84001;영웅 광폭 어깨;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
RC_2_4_13014_3;영웅 광폭 중갑;3.000000;pr;ar;30.000000;4.000000;6.000000;30.000000;ar1_840_3_84001;영웅 광폭 중갑;0.000000;23920.000000;2392.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;30.000000;0.000000;0.000000;0.000000;*
