t_랜덤아이템id;t_이름;개발용;t_사용클래스;등급;요구레벨;제한레벨;아이템레벨;재사용시간공유;재사용시간;재사용시간초기화;ps_재사용시간초기화;매입가;처분가;중첩갯수;생성개수;t_스킬효과;t_랜덤박스타입;드랍불가;거래불능;처분불능;파괴불능;t_귀속;t_판매대행분류;t_id;캐쉬;구매제한;드랍시레벨검사무시;contentslevel;통합채널사용불가
TF3500box;라비니족의 어쌔신 35레벨 랜덤박스;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;28803.000000;2880.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;*;TF3500box1;0.000000;0.000000;0.000000;1.000000;0.000000
TF4000box;라비니족의 어쌔신 40레벨 랜덤박스;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;46085.000000;4608.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;*;TF4000box1;0.000000;0.000000;0.000000;1.000000;0.000000
PR3500box;라비니족의 프리스트 35레벨 랜덤박스;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;28803.000000;2880.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;*;PR3500box1;0.000000;0.000000;0.000000;1.000000;0.000000
PR4000box;라비니족의 프리스트 40레벨 랜덤박스;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;46085.000000;4608.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;*;PR4000box1;0.000000;0.000000;0.000000;1.000000;0.000000
WZ3500box;라비니족의 위저드 35레벨 랜덤박스;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;28803.000000;2880.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;*;WZ3500box1;0.000000;0.000000;0.000000;1.000000;0.000000
WZ4000box;라비니족의 위저드 40레벨 랜덤박스;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;46085.000000;4608.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;*;WZ4000box1;0.000000;0.000000;0.000000;1.000000;0.000000
EV_RA_0_0019;고급 강화 상자;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;1.000000;999.000000;0.000000;itrandombox.1;st;1.000000;1.000000;1.000000;0.000000;get;*;EV_RA_0_0019;0.000000;0.000000;0.000000;1.000000;0.000000
CA_RA_00_0011;축복받은 선물상자 II;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;0.000000;0.000000;11115.000000;3600.000000;0.000000;0.000000;1.000000;1.000000;999.000000;0.000000;itrandombox.1;st;1.000000;1.000000;1.000000;0.000000;get;*;CA_RA_00_0011;1.000000;0.000000;0.000000;1.000000;0.000000
EV_RA_0_0020;라비니 방어구 상자 (가디언);0.000000;GD;1.000000;40.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;1.000000;999.000000;0.000000;itrandombox.1;st;1.000000;1.000000;1.000000;0.000000;get;*;EV_RA_0_0020;0.000000;0.000000;0.000000;40.000000;0.000000
EV_RA_0_0021;라비니 방어구 상자 (버서커);0.000000;WR;1.000000;40.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;1.000000;999.000000;0.000000;itrandombox.1;st;1.000000;1.000000;1.000000;0.000000;get;*;EV_RA_0_0021;0.000000;0.000000;0.000000;40.000000;0.000000
EV_RA_0_0022;라비니 방어구 상자 (어쌔신);0.000000;TF;1.000000;40.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;1.000000;999.000000;0.000000;itrandombox.1;st;1.000000;1.000000;1.000000;0.000000;get;*;EV_RA_0_0022;0.000000;0.000000;0.000000;40.000000;0.000000
EV_RA_0_0023;라비니 방어구 상자 (위저드/매지션);0.000000;WZ_MG;1.000000;40.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;1.000000;999.000000;0.000000;itrandombox.1;st;1.000000;1.000000;1.000000;0.000000;get;*;EV_RA_0_0023;0.000000;0.000000;0.000000;40.000000;0.000000
EV_RA_0_0024;라비니 방어구 상자 (프리스트);0.000000;PR;1.000000;40.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;1.000000;999.000000;0.000000;itrandombox.1;st;1.000000;1.000000;1.000000;0.000000;get;*;EV_RA_0_0024;0.000000;0.000000;0.000000;40.000000;0.000000
EV_RA_0_0025;피시바니의 보물상자;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;999.000000;0.000000;itrandombox.1;st;1.000000;1.000000;1.000000;0.000000;get;*;EV_RA_0_0025;0.000000;0.000000;0.000000;1.000000;0.000000
CA_RA_00_0012;하카나스 행운 상자 II;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;999.000000;0.000000;itrandombox.1;st;1.000000;1.000000;1.000000;0.000000;get;*;CA_RA_00_0012;1.000000;1.000000;0.000000;1.000000;0.000000
CA_RA_00_0013;하카나스 행운 상자 II;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;999.000000;0.000000;itrandombox.1;st;1.000000;1.000000;1.000000;0.000000;get;*;CA_RA_00_0013;1.000000;0.000000;0.000000;1.000000;0.000000
IT_RA_00_0001;몬스터 소환 상자;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;999.000000;0.000000;itrandombox.1;st;1.000000;1.000000;1.000000;0.000000;get;*;IT_RA_00_0001;0.000000;0.000000;0.000000;1.000000;0.000000
CA_RA_00_0014;펠로우 행운상자;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;999.000000;0.000000;itrandombox.1;st;1.000000;1.000000;1.000000;0.000000;get;*;CA_RA_00_0014;1.000000;0.000000;0.000000;1.000000;0.000000
CA_RA_00_0015;파르나 행운상자 I;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;999.000000;0.000000;itrandombox.1;st;1.000000;1.000000;1.000000;0.000000;get;*;CA_RA_00_0015;1.000000;0.000000;0.000000;1.000000;0.000000
CA_RA_00_0016;(한정)파르나 행운상자 I;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;999.000000;0.000000;itrandombox.1;st;1.000000;1.000000;1.000000;0.000000;get;*;CA_RA_00_0016;1.000000;1.000000;0.000000;1.000000;0.000000
CA_RA_00_0017;고급 파르나 행운상자 I;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;999.000000;0.000000;itrandombox.1;st;1.000000;1.000000;1.000000;0.000000;get;*;CA_RA_00_0017;1.000000;0.000000;0.000000;1.000000;0.000000
CA_RA_00_0018;(한정)고급 파르나 행운상자 I;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;999.000000;0.000000;itrandombox.1;st;1.000000;1.000000;1.000000;0.000000;get;*;CA_RA_00_0018;1.000000;1.000000;0.000000;1.000000;0.000000
EV_RA_0_0026;공역의 투혼 장신구 박스;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;999.000000;0.000000;itrandombox.1;st;1.000000;1.000000;1.000000;0.000000;get;*;EV_RA_0_0026;0.000000;0.000000;0.000000;1.000000;0.000000
EV_RA_0_0027;몬스터 소환 상자;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;1.000000;999.000000;0.000000;itrandombox.1;st;1.000000;1.000000;1.000000;0.000000;get;*;EV_RA_0_0027;0.000000;0.000000;0.000000;1.000000;0.000000
CA_RA_00_0019;신비로운 펠로우 상자;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;1.000000;999.000000;0.000000;itrandombox.1;st;1.000000;1.000000;1.000000;0.000000;get;*;CA_RA_00_0019;1.000000;0.000000;0.000000;1.000000;0.000000
GD_LE_00_0001;봉인된 카라샤의 검;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;35.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_101;GD_LE_00_0001;0.000000;0.000000;0.000000;1.000000;0.000000
TF_LE_00_0001;봉인된 카라샤의 단검;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;31.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_107;TF_LE_00_0001;0.000000;0.000000;0.000000;1.000000;0.000000
WZ_LE_00_0001;봉인된 카라샤의 양손 지팡이;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;39.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_109;WZ_LE_00_0001;0.000000;0.000000;0.000000;1.000000;0.000000
WR_LE_00_0001;봉인된 카라샤의 양손 검;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;39.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_102;WR_LE_00_0001;0.000000;0.000000;0.000000;1.000000;0.000000
PR_LE_00_0001;봉인된 카라샤의 한손 지팡이;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;35.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_108;PR_LE_00_0001;0.000000;0.000000;0.000000;1.000000;0.000000
ALL_LE_00_0001;봉인된 카라샤의 석궁;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;39.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_112;ALL_LE_00_0001;0.000000;0.000000;0.000000;1.000000;0.000000
ALL_LE_00_0002;봉인된 카라샤의 장창;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;39.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_111;ALL_LE_00_0002;0.000000;0.000000;0.000000;1.000000;0.000000
GD_LE_00_0002;봉인된 카라샤의 수호 투구;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;32.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_211;GD_LE_00_0002;0.000000;0.000000;0.000000;1.000000;0.000000
GD_LE_00_0003;봉인된 카라샤의 수호 어깨;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;33.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_213;GD_LE_00_0003;0.000000;0.000000;0.000000;1.000000;0.000000
GD_LE_00_0004;봉인된 카라샤의 수호 중갑;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;34.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_214;GD_LE_00_0004;0.000000;0.000000;0.000000;1.000000;0.000000
GD_LE_00_0005;봉인된 카라샤의 수호 장갑;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;30.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_215;GD_LE_00_0005;0.000000;0.000000;0.000000;1.000000;0.000000
GD_LE_00_0006;봉인된 카라샤의 수호 신발;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;31.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_216;GD_LE_00_0006;0.000000;0.000000;0.000000;1.000000;0.000000
WR_LE_00_0002;봉인된 카라샤의 광폭 투구;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;32.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_211;WR_LE_00_0002;0.000000;0.000000;0.000000;1.000000;0.000000
WR_LE_00_0003;봉인된 카라샤의 광폭 어깨;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;33.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_213;WR_LE_00_0003;0.000000;0.000000;0.000000;1.000000;0.000000
WR_LE_00_0004;봉인된 카라샤의 광폭 중갑;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;34.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_214;WR_LE_00_0004;0.000000;0.000000;0.000000;1.000000;0.000000
WR_LE_00_0005;봉인된 카라샤의 광폭 장갑;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;30.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_215;WR_LE_00_0005;0.000000;0.000000;0.000000;1.000000;0.000000
WR_LE_00_0006;봉인된 카라샤의 광폭 신발;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;31.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_216;WR_LE_00_0006;0.000000;0.000000;0.000000;1.000000;0.000000
TF_LE_00_0002;봉인된 카라샤의 그림자 투구;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;32.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_221;TF_LE_00_0002;0.000000;0.000000;0.000000;1.000000;0.000000
TF_LE_00_0003;봉인된 카라샤의 그림자 어깨;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;33.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_223;TF_LE_00_0003;0.000000;0.000000;0.000000;1.000000;0.000000
TF_LE_00_0004;봉인된 카라샤의 그림자 경갑;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;34.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_224;TF_LE_00_0004;0.000000;0.000000;0.000000;1.000000;0.000000
TF_LE_00_0005;봉인된 카라샤의 그림자 장갑;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;30.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_225;TF_LE_00_0005;0.000000;0.000000;0.000000;1.000000;0.000000
TF_LE_00_0006;봉인된 카라샤의 그림자 신발;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;31.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_226;TF_LE_00_0006;0.000000;0.000000;0.000000;1.000000;0.000000
WZ_LE_00_0002;봉인된 카라샤의 원소 모자;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;32.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_241;WZ_LE_00_0002;0.000000;0.000000;0.000000;1.000000;0.000000
WZ_LE_00_0003;봉인된 카라샤의 원소 어깨;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;33.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_243;WZ_LE_00_0003;0.000000;0.000000;0.000000;1.000000;0.000000
WZ_LE_00_0004;봉인된 카라샤의 원소 로브;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;34.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_244;WZ_LE_00_0004;0.000000;0.000000;0.000000;1.000000;0.000000
WZ_LE_00_0005;봉인된 카라샤의 원소 장갑;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;30.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_245;WZ_LE_00_0005;0.000000;0.000000;0.000000;1.000000;0.000000
WZ_LE_00_0006;봉인된 카라샤의 원소 신발;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;31.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_246;WZ_LE_00_0006;0.000000;0.000000;0.000000;1.000000;0.000000
PR_LE_00_0002;봉인된 카라샤의 신념 모자;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;32.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_241;PR_LE_00_0002;0.000000;0.000000;0.000000;1.000000;0.000000
PR_LE_00_0003;봉인된 카라샤의 신념 어깨;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;33.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_243;PR_LE_00_0003;0.000000;0.000000;0.000000;1.000000;0.000000
PR_LE_00_0004;봉인된 카라샤의 신념 로브;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;34.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_244;PR_LE_00_0004;0.000000;0.000000;0.000000;1.000000;0.000000
PR_LE_00_0005;봉인된 카라샤의 신념 장갑;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;30.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_245;PR_LE_00_0005;0.000000;0.000000;0.000000;1.000000;0.000000
PR_LE_00_0006;봉인된 카라샤의 신념 신발;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;31.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_246;PR_LE_00_0006;0.000000;0.000000;0.000000;1.000000;0.000000
GD_LE_00_0007;봉인된 카라샤의 방패;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;35.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_251;GD_LE_00_0007;0.000000;0.000000;0.000000;1.000000;0.000000
PR_LE_00_0007;봉인된 카라샤의 아티펙트;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;35.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_252;PR_LE_00_0007;0.000000;0.000000;0.000000;1.000000;0.000000
ALL_LE_00_0003;봉인된 카라샤의 반지 I;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;42.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_302;ALL_LE_00_0003;0.000000;0.000000;0.000000;1.000000;0.000000
ALL_LE_00_0003_1;봉인된 카라샤의 반지 II;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;42.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_302;ALL_LE_00_0003_1;0.000000;0.000000;0.000000;1.000000;0.000000
ALL_LE_00_0004;봉인된 카라샤의 목걸이;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;45.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;0.000000;0.000000;0.000000;none;Auction_301;ALL_LE_00_0004;0.000000;0.000000;0.000000;1.000000;0.000000
CA_RA_00_0020;파르나 행운상자 II;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;999.000000;0.000000;itrandombox.1;st;1.000000;0.000000;1.000000;0.000000;none;Auction_901;CA_RA_00_0020;1.000000;0.000000;0.000000;1.000000;0.000000
CA_RA_00_0021;(한정)파르나 행운상자 II;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;999.000000;0.000000;itrandombox.1;st;1.000000;1.000000;1.000000;0.000000;get;Auction_901;CA_RA_00_0021;1.000000;1.000000;0.000000;1.000000;0.000000
CA_RA_00_0022;고급 파르나 행운상자 II;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;999.000000;0.000000;itrandombox.1;st;1.000000;0.000000;1.000000;0.000000;none;Auction_901;CA_RA_00_0022;1.000000;0.000000;0.000000;1.000000;0.000000
CA_RA_00_0023;(한정)고급 파르나 행운상자 II;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;999.000000;0.000000;itrandombox.1;st;1.000000;1.000000;1.000000;0.000000;get;Auction_901;CA_RA_00_0023;1.000000;1.000000;0.000000;1.000000;0.000000
pvp_red_box;빨간 상자;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;2.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;1.000000;1.000000;0.000000;get;*;pvp_red_box2;0.000000;0.000000;0.000000;1.000000;0.000000
pvp_blue_box;파란 상자;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;2.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;1.000000;1.000000;0.000000;get;*;pvp_blue_box2;0.000000;0.000000;0.000000;1.000000;0.000000
IT_RA_00_0002;카브임교단의 보물상자;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;3.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;1.000000;1.000000;0.000000;get;*;IT_RA_00_0002;0.000000;0.000000;0.000000;1.000000;0.000000
EX_RA_00_0000;두근두근 외형 박스;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;1.000000;999.000000;0.000000;itrandombox.1;st;1.000000;1.000000;1.000000;0.000000;get;Auction_901;EX_RA_00_0000;0.000000;0.000000;0.000000;1.000000;0.000000
GD_LE_01_0001;엑자란 40레벨 검 상자;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;3.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;3.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;1.000000;1.000000;0.000000;get;Auction_101;GD_LE_01_0001;0.000000;0.000000;0.000000;1.000000;0.000000
TF_LE_01_0001;엑자란 40레벨 단검 상자;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;3.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;3.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;1.000000;1.000000;0.000000;get;Auction_107;TF_LE_01_0001;0.000000;0.000000;0.000000;1.000000;0.000000
WZ_LE_01_0001;엑자란 40레벨 양손 지팡이 상자;0.000000;WR_GD_AC_TF_PR_WZ_DO_MG;3.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;3.000000;1.000000;999.000000;0.000000;itrandombox.1;st;0.000000;1.000000;1.000000;0.000000;get;Auction_109;WZ_LE_01_0001;0.000000;0.000000;0.000000;1.000000;0.000000
