t_id;t_이름;개발용;요구레벨;제한레벨;아이템레벨;t_사용클래스;t_랜덤적용클래스;t_사용가능성별;등급;t_장착파츠;t_방어구재질;t_속성타입;방어_속성_게이지;물리_방어력;마법_방어력;내구도;매입가;처분가;t_장착효과1;t_장착효과2;t_장착효과3;t_장착효과4;랜덤옵션적용여부;랜덤옵션개수_최소;랜덤옵션개수_최대;t_옵션적용비율;봉인된펠로우장착슬롯수_최소;봉인된펠로우장착슬롯수_최대;t_가변 항목;가변 항목 최소;가변 항목 최대;봉인된펠로우장착슬롯수;t_영혼석슬롯1;t_영혼석슬롯2;t_영혼석슬롯3;강화제한;t_강화확률;드랍불가;거래불능;처분불능;파괴불능;t_드랍시레벨검사;t_귀속;t_귀속대상;귀속해제횟수;t_사용제한;염색여부;t_판매대행분류;t_스킬효과;드랍시레벨검사무시;사용기간;t_gradeupcodekey;t_gradeupresult;t_분해아이디;t_추출아이디;useleveloption;levelweight;overrisemax;t_overriseid;t_overriseid2;t_overriseid3;contentslevel;통합채널사용불가;리버스강화제한;lvup;itemexp;봉인석중복장착여부;t_overrisematid1;t_overrisematid2
AR4_024_4_92203;민병대의 원소 장갑;0.000000;17.000000;0.000000;24.000000;WZ_MG;WZ;*;2.000000;gl;cl;no;0.000000;22.000000;22.000000;90.000000;1518.000000;152.000000;(무기물리방어력+,4);(최대HP+,15);*;*;0.000000;2.000000;2.000000;*;1.000000;1.000000;*;0.000000;0.000000;1.000000;R;N;N;7.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_245;*;0.000000;0.000000;GU_Test_3_0334;AR4_400_1_6832;Elite_0015_gl;ar_2_17;0.000000;0.000000;0.000000;*;*;*;17.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
AR4_024_5_92203;민병대의 원소 신발;0.000000;17.000000;0.000000;24.000000;WZ_MG;WZ;*;2.000000;bo;cl;no;0.000000;33.000000;33.000000;90.000000;1919.000000;192.000000;(무기물리방어력+,7);(최대HP+,22);*;*;0.000000;2.000000;2.000000;*;1.000000;1.000000;*;0.000000;0.000000;1.000000;G;N;N;7.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_246;*;0.000000;0.000000;GU_Test_3_0335;AR4_400_1_6833;Elite_0015_bo;ar_2_17;0.000000;0.000000;0.000000;*;*;*;17.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
AR5_002_2_92203;민병대의 신념 어깨;0.000000;16.000000;0.000000;23.000000;PR;PR;*;2.000000;sh;cl;no;0.000000;32.000000;32.000000;90.000000;1399.000000;140.000000;(무기물리방어력+,6);(최대HP+,26);*;*;0.000000;2.000000;2.000000;*;1.000000;1.000000;*;0.000000;0.000000;1.000000;B;N;N;7.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_243;*;0.000000;0.000000;GU_Test_3_0336;AR4_400_1_6834;Elite_0015_sh;ar_2_16;0.000000;0.000000;0.000000;*;*;*;16.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
AR5_002_3_92203;민병대의 신념 로브;0.000000;18.000000;0.000000;25.000000;PR;PR;*;2.000000;ja;cl;no;0.000000;76.000000;76.000000;90.000000;2401.000000;241.000000;(무기물리방어력+,15);(최대HP+,62);*;*;0.000000;2.000000;2.000000;*;1.000000;1.000000;*;0.000000;0.000000;1.000000;B;N;N;7.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_244;*;0.000000;0.000000;GU_Test_3_0337;AR4_400_1_6835;Elite_0015_ja;ar_2_18;0.000000;0.000000;0.000000;*;*;*;18.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
AR5_002_4_92203;민병대의 신념 장갑;0.000000;17.000000;0.000000;24.000000;PR;PR;*;2.000000;gl;cl;no;0.000000;18.000000;18.000000;90.000000;1518.000000;152.000000;(무기물리방어력+,4);(최대HP+,15);*;*;0.000000;2.000000;2.000000;*;1.000000;1.000000;*;0.000000;0.000000;1.000000;R;N;N;7.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_245;*;0.000000;0.000000;GU_Test_3_0338;AR4_400_1_6836;Elite_0015_gl;ar_2_17;0.000000;0.000000;0.000000;*;*;*;17.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
AR5_002_5_92203;민병대의 신념 신발;0.000000;17.000000;0.000000;24.000000;PR;PR;*;2.000000;bo;cl;no;0.000000;27.000000;27.000000;90.000000;1919.000000;192.000000;(무기물리방어력+,5);(최대HP+,23);*;*;0.000000;2.000000;2.000000;*;1.000000;1.000000;*;0.000000;0.000000;1.000000;G;N;N;7.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_246;*;0.000000;0.000000;GU_Test_3_0339;AR4_400_1_6837;Elite_0015_bo;ar_2_17;0.000000;0.000000;0.000000;*;*;*;17.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
AR0_024_2_92202;저주받은 수호 어깨;0.000000;20.000000;0.000000;34.000000;GD;GD;*;3.000000;sh;pl;no;0.000000;125.000000;100.000000;90.000000;25012.000000;2502.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;1.000000;2.000000;*;0.000000;0.000000;2.000000;B;N;N;15.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;1.000000;Auction_213;*;0.000000;0.000000;GU_Test_3_0340;AR4_400_1_6838;Hero_0020_sh;ar_3_20;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
AR0_024_3_92202;저주받은 수호 중갑;0.000000;20.000000;0.000000;34.000000;GD;GD;*;3.000000;ja;pl;no;0.000000;277.000000;221.000000;90.000000;31264.000000;3127.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;1.000000;2.000000;*;0.000000;0.000000;2.000000;B;N;N;15.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;1.000000;Auction_214;*;0.000000;0.000000;GU_Test_3_0341;AR4_400_1_6839;Hero_0020_ja;ar_3_20;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
AR0_024_4_92202;저주받은 수호 장갑;0.000000;20.000000;0.000000;34.000000;GD;GD;*;3.000000;gl;pl;no;0.000000;69.000000;55.000000;90.000000;23448.000000;2345.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;1.000000;2.000000;*;0.000000;0.000000;2.000000;R;N;N;15.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;1.000000;Auction_215;*;0.000000;0.000000;GU_Test_3_0342;AR4_400_1_6840;Hero_0020_gl;ar_3_20;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
AR0_024_5_92202;저주받은 수호 신발;0.000000;20.000000;0.000000;34.000000;GD;GD;*;3.000000;bo;pl;no;0.000000;104.000000;83.000000;90.000000;21884.000000;2189.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;1.000000;2.000000;*;0.000000;0.000000;2.000000;G;N;N;15.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;1.000000;Auction_216;*;0.000000;0.000000;GU_Test_3_0343;AR4_400_1_6841;Hero_0020_bo;ar_3_20;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
AR1_004_2_92202;저주받은 광폭 어깨;0.000000;20.000000;0.000000;34.000000;WR;WR;*;3.000000;sh;pl;no;0.000000;125.000000;100.000000;90.000000;25012.000000;2502.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;1.000000;2.000000;*;0.000000;0.000000;2.000000;B;N;N;15.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;1.000000;Auction_213;*;0.000000;0.000000;GU_Test_3_0344;AR4_400_1_6842;Hero_0020_sh;ar_3_20;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
AR1_004_3_92202;저주받은 광폭 중갑;0.000000;20.000000;0.000000;34.000000;WR;WR;*;3.000000;ja;pl;no;0.000000;277.000000;221.000000;90.000000;31264.000000;3127.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;1.000000;2.000000;*;0.000000;0.000000;2.000000;B;N;N;15.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;1.000000;Auction_214;*;0.000000;0.000000;GU_Test_3_0345;AR4_400_1_6843;Hero_0020_ja;ar_3_20;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
AR1_004_4_92202;저주받은 광폭 장갑;0.000000;20.000000;0.000000;34.000000;WR;WR;*;3.000000;gl;pl;no;0.000000;69.000000;55.000000;90.000000;23448.000000;2345.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;1.000000;2.000000;*;0.000000;0.000000;2.000000;R;N;N;15.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;1.000000;Auction_215;*;0.000000;0.000000;GU_Test_3_0346;AR4_400_1_6844;Hero_0020_gl;ar_3_20;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
AR1_004_5_92202;저주받은 광폭 신발;0.000000;20.000000;0.000000;34.000000;WR;WR;*;3.000000;bo;pl;no;0.000000;104.000000;83.000000;90.000000;21884.000000;2189.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;1.000000;2.000000;*;0.000000;0.000000;2.000000;G;N;N;15.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;1.000000;Auction_216;*;0.000000;0.000000;GU_Test_3_0347;AR4_400_1_6845;Hero_0020_bo;ar_3_20;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
AR3_024_2_92202;저주받은 그림자 어깨;0.000000;20.000000;0.000000;34.000000;TF;TF;*;3.000000;sh;ch;no;0.000000;83.000000;74.000000;90.000000;20843.000000;2085.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;1.000000;2.000000;*;0.000000;0.000000;2.000000;B;N;N;15.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;1.000000;Auction_223;*;0.000000;0.000000;GU_Test_3_0348;AR4_400_1_6846;Hero_0020_sh;ar_3_20;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
AR3_024_3_92202;저주받은 그림자 경갑;0.000000;20.000000;0.000000;34.000000;TF;TF;*;3.000000;ja;ch;no;0.000000;185.000000;166.000000;90.000000;26053.000000;2606.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;1.000000;2.000000;*;0.000000;0.000000;2.000000;B;N;N;15.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;1.000000;Auction_224;*;0.000000;0.000000;GU_Test_3_0349;AR4_400_1_6847;Hero_0020_ja;ar_3_20;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
AR3_024_4_92202;저주받은 그림자 장갑;0.000000;20.000000;0.000000;34.000000;TF;TF;*;3.000000;gl;ch;no;0.000000;46.000000;41.000000;90.000000;19540.000000;1954.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;1.000000;2.000000;*;0.000000;0.000000;2.000000;R;N;N;15.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;1.000000;Auction_225;*;0.000000;0.000000;GU_Test_3_0350;AR4_400_1_6848;Hero_0020_gl;ar_3_20;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
AR3_024_5_92202;저주받은 그림자 신발;0.000000;20.000000;0.000000;34.000000;TF;TF;*;3.000000;bo;ch;no;0.000000;69.000000;62.000000;90.000000;18237.000000;1824.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;1.000000;2.000000;*;0.000000;0.000000;2.000000;G;N;N;15.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;1.000000;Auction_226;*;0.000000;0.000000;GU_Test_3_0351;AR4_400_1_6849;Hero_0020_bo;ar_3_20;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
AR4_024_2_92202;저주받은 원소 어깨;0.000000;20.000000;0.000000;34.000000;WZ_MG;WZ;*;3.000000;sh;cl;no;0.000000;53.000000;53.000000;90.000000;16674.000000;1668.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;1.000000;2.000000;*;0.000000;0.000000;2.000000;B;N;N;15.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;1.000000;Auction_243;*;0.000000;0.000000;GU_Test_3_0352;AR4_400_1_6850;Hero_0020_sh;ar_3_20;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
AR4_024_3_92202;저주받은 원소 로브;0.000000;20.000000;0.000000;34.000000;WZ_MG;WZ;*;3.000000;ja;cl;no;0.000000;119.000000;119.000000;90.000000;20842.000000;2085.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;1.000000;2.000000;*;0.000000;0.000000;2.000000;B;N;N;15.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;1.000000;Auction_244;*;0.000000;0.000000;GU_Test_3_0353;AR4_400_1_6851;Hero_0020_ja;ar_3_20;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
AR4_024_4_92202;저주받은 원소 장갑;0.000000;20.000000;0.000000;34.000000;WZ_MG;WZ;*;3.000000;gl;cl;no;0.000000;30.000000;30.000000;90.000000;15632.000000;1563.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;1.000000;2.000000;*;0.000000;0.000000;2.000000;R;N;N;15.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;1.000000;Auction_245;*;0.000000;0.000000;GU_Test_3_0354;AR4_400_1_6852;Hero_0020_gl;ar_3_20;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
AR4_024_5_92202;저주받은 원소 신발;0.000000;20.000000;0.000000;34.000000;WZ_MG;WZ;*;3.000000;bo;cl;no;0.000000;44.000000;44.000000;90.000000;14590.000000;1459.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;1.000000;2.000000;*;0.000000;0.000000;2.000000;G;N;N;15.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;1.000000;Auction_246;*;0.000000;0.000000;GU_Test_3_0355;AR4_400_1_6853;Hero_0020_bo;ar_3_20;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
AR5_002_2_92202;저주받은 신념 어깨;0.000000;20.000000;0.000000;34.000000;PR;PR;*;3.000000;sh;cl;no;0.000000;45.000000;45.000000;90.000000;16674.000000;1668.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;1.000000;2.000000;*;0.000000;0.000000;2.000000;B;N;N;15.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;1.000000;Auction_243;*;0.000000;0.000000;GU_Test_3_0356;AR4_400_1_6854;Hero_0020_sh;ar_3_20;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
AR5_002_3_92202;저주받은 신념 로브;0.000000;20.000000;0.000000;34.000000;PR;PR;*;3.000000;ja;cl;no;0.000000;101.000000;101.000000;90.000000;20842.000000;2085.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;1.000000;2.000000;*;0.000000;0.000000;2.000000;B;N;N;15.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;1.000000;Auction_244;*;0.000000;0.000000;GU_Test_3_0357;AR4_400_1_6855;Hero_0020_ja;ar_3_20;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
AR5_002_4_92202;저주받은 신념 장갑;0.000000;20.000000;0.000000;34.000000;PR;PR;*;3.000000;gl;cl;no;0.000000;25.000000;25.000000;90.000000;15632.000000;1563.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;1.000000;2.000000;*;0.000000;0.000000;2.000000;R;N;N;15.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;1.000000;Auction_245;*;0.000000;0.000000;GU_Test_3_0358;AR4_400_1_6856;Hero_0020_gl;ar_3_20;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
AR5_002_5_92202;저주받은 신념 신발;0.000000;20.000000;0.000000;34.000000;PR;PR;*;3.000000;bo;cl;no;0.000000;38.000000;38.000000;90.000000;14590.000000;1459.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;1.000000;2.000000;*;0.000000;0.000000;2.000000;G;N;N;15.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;1.000000;Auction_246;*;0.000000;0.000000;GU_Test_3_0359;AR4_400_1_6857;Hero_0020_bo;ar_3_20;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
AR0_024_4_92204;카를레앙의 수호 장갑;0.000000;20.000000;0.000000;34.000000;GD;GD;*;3.000000;gl;pl;no;0.000000;69.000000;55.000000;90.000000;23448.000000;2345.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;1.000000;2.000000;*;0.000000;0.000000;2.000000;G;N;N;15.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;1.000000;Auction_245;*;0.000000;0.000000;GU_Test_3_0360;AR4_400_1_6858;Hero_0020_gl;ar_3_20;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
AR1_004_4_92204;카를레앙의 광폭 장갑;0.000000;20.000000;0.000000;34.000000;WR;WR;*;3.000000;gl;pl;no;0.000000;69.000000;55.000000;90.000000;23448.000000;2345.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;1.000000;2.000000;*;0.000000;0.000000;2.000000;G;N;N;15.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;1.000000;Auction_245;*;0.000000;0.000000;GU_Test_3_0361;AR4_400_1_6859;Hero_0020_gl;ar_3_20;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
AR3_024_4_92204;카를레앙의 그림자 장갑;0.000000;20.000000;0.000000;34.000000;TF;TF;*;3.000000;gl;ch;no;0.000000;46.000000;41.000000;90.000000;19540.000000;1954.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;1.000000;2.000000;*;0.000000;0.000000;2.000000;G;N;N;15.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;1.000000;Auction_245;*;0.000000;0.000000;GU_Test_3_0362;AR4_400_1_6860;Hero_0020_gl;ar_3_20;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
AR4_024_4_92204;카를레앙의 원소 장갑;0.000000;20.000000;0.000000;34.000000;WZ_MG;WZ;*;3.000000;gl;cl;no;0.000000;30.000000;30.000000;90.000000;15632.000000;1563.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;1.000000;2.000000;*;0.000000;0.000000;2.000000;G;N;N;15.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;1.000000;Auction_245;*;0.000000;0.000000;GU_Test_3_0363;AR4_400_1_6861;Hero_0020_gl;ar_3_20;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
AR5_002_4_92204;카를레앙의 신념 장갑;0.000000;20.000000;0.000000;34.000000;PR;PR;*;3.000000;gl;cl;no;0.000000;25.000000;25.000000;90.000000;15632.000000;1563.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;1.000000;2.000000;*;0.000000;0.000000;2.000000;G;N;N;15.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;1.000000;Auction_245;*;0.000000;0.000000;GU_Test_3_0364;AR4_400_1_6862;Hero_0020_gl;ar_3_20;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
AR0_003_1_91251;정예병의 수호 투구;0.000000;25.000000;0.000000;25.000000;GD;GD;*;1.000000;ha;pl;no;0.000000;90.000000;72.000000;90.000000;11611.000000;1162.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;Auction_211;*;0.000000;0.000000;GU_Test_3_0365;AR4_400_1_6863;*;ar_1_25;0.000000;0.000000;0.000000;*;*;*;25.000000;0.000000;5.000000;30.000000;100.000000;1.000000;*;*
AR0_003_2_91251;정예병의 수호 어깨;0.000000;25.000000;0.000000;25.000000;GD;GD;*;1.000000;sh;pl;no;0.000000;95.000000;76.000000;90.000000;9778.000000;978.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;Auction_213;*;0.000000;0.000000;GU_Test_3_0366;AR4_400_1_6864;*;ar_1_25;0.000000;0.000000;0.000000;*;*;*;25.000000;0.000000;5.000000;30.000000;100.000000;1.000000;*;*
AR0_003_3_91251;정예병의 수호 중갑;0.000000;25.000000;0.000000;25.000000;GD;GD;*;1.000000;ja;pl;no;0.000000;212.000000;169.000000;90.000000;12222.000000;1223.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;Auction_214;*;0.000000;0.000000;GU_Test_3_0367;AR4_400_1_6865;*;ar_1_25;0.000000;0.000000;0.000000;*;*;*;25.000000;0.000000;5.000000;30.000000;100.000000;1.000000;*;*
AR0_003_4_91251;정예병의 수호 장갑;0.000000;25.000000;0.000000;25.000000;GD;GD;*;1.000000;gl;pl;no;0.000000;53.000000;42.000000;90.000000;9167.000000;917.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;Auction_215;*;0.000000;0.000000;GU_Test_3_0368;AR4_400_1_6866;*;ar_1_25;0.000000;0.000000;0.000000;*;*;*;25.000000;0.000000;5.000000;30.000000;100.000000;1.000000;*;*
AR0_003_5_91251;정예병의 수호 신발;0.000000;25.000000;0.000000;25.000000;GD;GD;*;1.000000;bo;pl;no;0.000000;80.000000;64.000000;90.000000;8556.000000;856.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;Auction_216;*;0.000000;0.000000;GU_Test_3_0369;AR4_400_1_6867;*;ar_1_25;0.000000;0.000000;0.000000;*;*;*;25.000000;0.000000;5.000000;30.000000;100.000000;1.000000;*;*
AR1_003_1_91251;정예병의 광폭 투구;0.000000;25.000000;0.000000;25.000000;WR;WR;*;1.000000;ha;pl;no;0.000000;90.000000;72.000000;90.000000;11611.000000;1162.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;Auction_211;*;0.000000;0.000000;GU_Test_3_0370;AR4_400_1_6868;*;ar_1_25;0.000000;0.000000;0.000000;*;*;*;25.000000;0.000000;5.000000;30.000000;100.000000;1.000000;*;*
AR1_003_2_91251;정예병의 광폭 어깨;0.000000;25.000000;0.000000;25.000000;WR;WR;*;1.000000;sh;pl;no;0.000000;95.000000;76.000000;90.000000;9778.000000;978.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;Auction_213;*;0.000000;0.000000;GU_Test_3_0371;AR4_400_1_6869;*;ar_1_25;0.000000;0.000000;0.000000;*;*;*;25.000000;0.000000;5.000000;30.000000;100.000000;1.000000;*;*
AR1_003_3_91251;정예병의 광폭 중갑;0.000000;25.000000;0.000000;25.000000;WR;WR;*;1.000000;ja;pl;no;0.000000;212.000000;169.000000;90.000000;12222.000000;1223.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;Auction_214;*;0.000000;0.000000;GU_Test_3_0372;AR4_400_1_6870;*;ar_1_25;0.000000;0.000000;0.000000;*;*;*;25.000000;0.000000;5.000000;30.000000;100.000000;1.000000;*;*
AR1_003_4_91251;정예병의 광폭 장갑;0.000000;25.000000;0.000000;25.000000;WR;WR;*;1.000000;gl;pl;no;0.000000;53.000000;42.000000;90.000000;9167.000000;917.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;Auction_215;*;0.000000;0.000000;GU_Test_3_0373;AR4_400_1_6871;*;ar_1_25;0.000000;0.000000;0.000000;*;*;*;25.000000;0.000000;5.000000;30.000000;100.000000;1.000000;*;*
AR1_003_5_91251;정예병의 광폭 신발;0.000000;25.000000;0.000000;25.000000;WR;WR;*;1.000000;bo;pl;no;0.000000;80.000000;64.000000;90.000000;8556.000000;856.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;Auction_216;*;0.000000;0.000000;GU_Test_3_0374;AR4_400_1_6872;*;ar_1_25;0.000000;0.000000;0.000000;*;*;*;25.000000;0.000000;5.000000;30.000000;100.000000;1.000000;*;*
