t_setid;t_setname;t_item1;t_item2;t_item3;t_item4;t_item5;t_item6;t_item7;t_item8;t_item9;t_item10;t_item11;t_item12;t_item13;t_item14;seteffect1_count;t_seteffect1_effect1;t_seteffect1_effect2;t_seteffect1_effect3;t_seteffect1_effect4;t_seteffect1_skill;seteffect2_count;t_seteffect2_effect1;t_seteffect2_effect2;t_seteffect2_effect3;t_seteffect2_effect4;t_seteffect2_skill;seteffect3_count;t_seteffect3_effect1;t_seteffect3_effect2;t_seteffect3_effect3;t_seteffect3_effect4;t_seteffect3_skill;seteffect4_count;t_seteffect4_effect1;t_seteffect4_effect2;t_seteffect4_effect3;t_seteffect4_effect4;t_seteffect4_skill;seteffect5_count;t_seteffect5_effect1;t_seteffect5_effect2;t_seteffect5_effect3;t_seteffect5_effect4;t_seteffect5_skill;seteffect6_count;t_seteffect6_effect1;t_seteffect6_effect2;t_seteffect6_effect3;t_seteffect6_effect4;t_seteffect6_skill;seteffect7_count;t_seteffect7_effect1;t_seteffect7_effect2;t_seteffect7_effect3;t_seteffect7_effect4;t_seteffect7_skill;seteffect8_count;t_seteffect8_effect1;t_seteffect8_effect2;t_seteffect8_effect3;t_seteffect8_effect4;t_seteffect8_skill
pvpSetac4043;최상급 사냥꾼 세트;pvpar2_005_1_004043;pvpar2_005_2_004043;pvpar2_005_3_004043;pvpar2_005_4_004043;pvpar2_005_5_004043;*;*;*;*;*;*;*;*;*;3.000000;(INT+,37);(최대HP+,292);*;*;*;4.000000;(마법물리공격력+,172);(최대HP+,286);*;*;*;5.000000;(PK육체계저항율+,36);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setgd3301;타락한 추종자 세트;AR0_004_1_93306;AR0_004_2_93306;AR0_004_3_93306;AR0_004_4_93306;AR0_004_5_93306;*;*;*;*;*;*;*;*;*;2.000000;(VTL+,40);*;*;*;*;3.000000;(무기물리공격력+,123);(쿨타임%,-7);*;*;*;4.000000;(최대MP+,1650);(무기물리방어력+,380);*;*;*;5.000000;*;*;*;*;setskillgd3301;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwr3301;타락한 추종자 세트;AR1_004_1_93306;AR1_004_2_93306;AR1_004_3_93306;AR1_004_4_93306;AR1_004_5_93306;*;*;*;*;*;*;*;*;*;2.000000;(STR+,48);*;*;*;*;3.000000;(최대HP+,825);(무기물리공격력+,165);*;*;*;4.000000;(쿨타임%,-10);(무기물리방어력+,303);*;*;*;5.000000;*;*;*;*;setskillwr3301;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
settf3301;타락한 추종자 세트;AR3_004_1_93306;AR3_004_2_93306;AR3_004_3_93306;AR3_004_4_93306;AR3_004_5_93306;*;*;*;*;*;*;*;*;*;2.000000;(STR+,33);*;*;*;*;3.000000;(최대HP+,450);(회피력+,8);*;*;*;4.000000;(DEX+,36);(배후공격극대화확률+,6);*;*;*;5.000000;*;*;*;*;setskilltf3301;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwz3301;타락한 추종자 세트;AR4_005_1_93306;AR4_005_2_93306;AR4_005_3_93306;AR4_005_4_93306;AR4_005_5_93306;*;*;*;*;*;*;*;*;*;2.000000;(INT+,32);*;*;*;*;3.000000;(최대HP+,438);(마법물리공격력+,180);*;*;*;4.000000;(최대MP+,1650);(캐스팅속도%,-10);*;*;*;5.000000;*;*;*;*;setskillwz3301;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setpr3301;타락한 추종자 세트;AR5_005_1_93306;AR5_005_2_93306;AR5_005_3_93306;AR5_005_4_93306;AR5_005_5_93306;*;*;*;*;*;*;*;*;*;2.000000;(INT+,22);*;*;*;*;3.000000;(최대HP+,450);(마법방어력+,70);*;*;*;4.000000;(최대MP+,2400);(캐스팅속도%,-10);*;*;*;5.000000;*;*;*;*;setskillpr3301;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setac3302;타락한 추종자 세트;AR2_004_1_93306;AR2_004_2_93306;AR2_004_3_93306;AR2_004_4_93306;AR2_004_5_93306;*;*;*;*;*;*;*;*;*;2.000000;(INT+,32);*;*;*;*;3.000000;(최대HP+,637);(마법물리공격력+,180);*;*;*;4.000000;(최대HP+,683);(쿨타임%,-8);*;*;*;5.000000;*;*;*;*;setskillac3301;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setgd3501;냉혹한 얼음 군단장 세트;AR0_004_1_93301;AR0_004_2_93301;AR0_004_3_93301;AR0_004_4_93301;AR0_004_5_93301;WE0_005_0_3301;*;*;*;*;*;*;*;*;2.000000;(VTL+,44);*;*;*;*;3.000000;(무기극대화확률+,4);*;*;*;*;4.000000;(무기물리공격력+,172);(쿨타임%,-9);*;*;*;5.000000;(최대MP+,2280);(무기물리방어력+,390);*;*;*;6.000000;*;*;*;*;setskillgd3501;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwr3501;냉혹한 얼음 군단장 세트;AR1_004_1_93301;AR1_004_2_93301;AR1_004_3_93301;AR1_004_4_93301;AR1_004_5_93301;WE1_012_0_3301;*;*;*;*;*;*;*;*;2.000000;(STR+,56);*;*;*;*;3.000000;(무기극대력+,287);*;*;*;*;4.000000;(최대HP+,1140);(무기물리공격력+,231);*;*;*;5.000000;(쿨타임%,-12);(무기물리방어력+,313);*;*;*;6.000000;*;*;*;*;setskillwr3501;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
settf3501;냉혹한 얼음 군단장 세트;AR3_004_1_93301;AR3_004_2_93301;AR3_004_3_93301;AR3_004_4_93301;AR3_004_5_93301;WE4_009_0_3301;*;*;*;*;*;*;*;*;2.000000;(STR+,38);*;*;*;*;3.000000;(무기물리공격력+,88);*;*;*;*;4.000000;(최대HP+,812);(회피력+,9);*;*;*;5.000000;(DEX+,40);(배후공격극대화확률+,7);*;*;*;6.000000;*;*;*;*;setskilltf3501;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwz3501;냉혹한 얼음 군단장 세트;AR4_005_1_93301;AR4_005_2_93301;AR4_005_3_93301;AR4_005_4_93301;AR4_005_5_93301;WE6_008_0_3301;*;*;*;*;*;*;*;*;2.000000;(INT+,37);*;*;*;*;3.000000;(마법극대력+,313);*;*;*;*;4.000000;(최대HP+,800);(마법물리공격력+,251);*;*;*;5.000000;(최대MP+,2280);(캐스팅속도%,-11);*;*;*;6.000000;*;*;*;*;setskillwz3501;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setpr3501;냉혹한 얼음 군단장 세트;AR5_005_1_93301;AR5_005_2_93301;AR5_005_3_93301;AR5_005_4_93301;AR5_005_5_93301;WE5_012_0_3301;*;*;*;*;*;*;*;*;2.000000;(INT+,25);*;*;*;*;3.000000;(쿨타임%,-10);*;*;*;*;4.000000;(최대HP+,812);(마법방어력+,380);*;*;*;5.000000;(최대MP+,3330);(캐스팅속도%,-11);*;*;*;6.000000;*;*;*;*;setskillpr3501;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setac3501;냉혹한 얼음 군단장 세트;ar2_004_1_93301;ar2_004_2_93301;ar2_004_3_93301;ar2_004_4_93301;ar2_004_5_93301;WE7_014_0_3301;*;*;*;*;*;*;*;*;2.000000;(INT+,25);*;*;*;*;3.000000;(쿨타임%,-9);*;*;*;*;4.000000;(최대HP+,976);(마법물리공격력+,251);*;*;*;5.000000;(무기물리방어력+,250);(캐스팅속도%,-11);*;*;*;6.000000;*;*;*;*;setskillac3501;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setall3401;데비의 원한 세트;*;*;*;*;*;*;*;*;*;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setall2501;야타이만 세트;WE9_007_0_4001;WE8_007_0_4001;AC0_1_22501;AC0_0_33001;*;*;*;*;*;*;*;*;*;*;2.000000;(쿨타임%,-10);*;*;*;*;3.000000;(무기극대화확률+,5);(무기물리공격력+,100);*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setall4001;즈메우 세트;WE9_004_0_3351;WE8_006_0_3351;AC0_1_30022;AC0_0_30015;*;*;*;*;*;*;*;*;*;*;2.000000;(쿨타임%,-15);*;*;*;*;3.000000;(무기극대화확률+,10);(무기물리공격력+,320);(마법극대화확률+,10);(마법물리공격력+,320);*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
pvpSetall3148;헌터 잭 세트;pvpAC1_1_3148;pvpAC1_0_3148;pvpAC1_2_3148;*;*;*;*;*;*;*;*;*;*;*;3.000000;(PK공격력%,6);(PK방어력%,2);*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
pvpSetall3350;클레키 세트;pvpAC1_1_3350;pvpAC1_0_3350;pvpAC1_2_3350;*;*;*;*;*;*;*;*;*;*;*;3.000000;(PK방어력%,4);(PK육체계저항율+,4);*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
pvpSetall3552;나이트메어 세트;pvpAC1_1_3552;pvpAC1_0_3552;pvpAC1_2_3552;*;*;*;*;*;*;*;*;*;*;*;3.000000;(PK육체계저항율+,9);(PK공격력%,4);*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
pvpSetall3855;공포의 파이루드 세트;pvpAC1_1_3855;pvpAC1_0_3855;pvpAC1_2_3855;*;*;*;*;*;*;*;*;*;*;*;3.000000;(PK공격력%,9);(PK방어력%,4);*;*;setskilltaming12;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
pvpSetall4259;심연의 바이렛 세트;pvpAC1_1_4259;pvpAC1_0_4259;pvpAC1_2_4259;*;*;*;*;*;*;*;*;*;*;*;3.000000;(PK방어력%,6);(PK육체계저항율+,10);*;*;setskilltaming13;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
pvpSetall4562;악몽의 메간테스 세트;pvpAC1_1_4562;pvpAC1_0_4562;pvpAC1_2_4562;*;*;*;*;*;*;*;*;*;*;*;3.000000;(PK육체계저항율+,16);(PK공격력%,6);*;*;setskilltaming01;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setall2013;불이 삼킨 유적지 장신구 세트;AC0_0_30022;AC0_0_30023;AC0_1_30025;*;*;*;*;*;*;*;*;*;*;*;3.000000;(최대HP+,50);(allstat+,3);*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setall2018;카를레앙 대저택 장신구 세트;AC0_0_30024;AC0_0_30025;AC0_1_30026;*;*;*;*;*;*;*;*;*;*;*;3.000000;(최대HP+,80);(allstat+,5);*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setall2023;얼어붙은 폐허 장신구 세트;AC0_0_30026;AC0_0_30027;AC0_1_30027;*;*;*;*;*;*;*;*;*;*;*;3.000000;(최대HP+,100);(allstat+,8);*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setall3031;비스무트의 장신구 세트;AC0_1_2274;AC0_1_2275;AC0_0_2290;*;*;*;*;*;*;*;*;*;*;*;2.000000;(무기물리방어력+,124);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setgd3031;포세이나의 수호 세트;AR0_004_1_93401;AR0_004_2_93401;AR0_004_3_93401;AR0_004_4_93401;AR0_004_5_93401;*;*;*;*;*;*;*;*;*;5.000000;(무기극대화확률+,4);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwr3031;포세이나의 광폭 세트;AR1_004_1_93401;AR1_004_2_93401;AR1_004_3_93401;AR1_004_4_93401;AR1_004_5_93401;*;*;*;*;*;*;*;*;*;5.000000;(무기극대화확률+,4);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
settf3031;포세이나의 그림자 세트;AR3_004_1_93401;AR3_004_2_93401;AR3_004_3_93401;AR3_004_4_93401;AR3_004_5_93401;*;*;*;*;*;*;*;*;*;5.000000;(무기극대화확률+,4);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwz3031;포세이나의 원소 세트;AR4_005_1_93401;AR4_005_2_93401;AR4_005_3_93401;AR4_005_4_93401;AR4_005_5_93401;*;*;*;*;*;*;*;*;*;5.000000;(마법극대화확률+,4);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setpr3031;포세이나의 신념 세트;AR5_005_1_93401;AR5_005_2_93401;AR5_005_3_93401;AR5_005_4_93401;AR5_005_5_93401;*;*;*;*;*;*;*;*;*;5.000000;(마법극대화확률+,4);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setac3031;포세이나의 냉정 세트;ar2_004_1_93401;ar2_004_2_93401;ar2_004_3_93401;ar2_004_4_93401;ar2_004_5_93401;*;*;*;*;*;*;*;*;*;5.000000;(마법극대화확률+,4);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setall3032;우슬라의 장신구 세트;AC0_1_30024;AC0_0_30016;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(마법방어력+,124);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
ev_set06181;태극 두건;EV_ST_CM_0000;*;*;*;*;*;*;*;*;*;*;*;*;*;1.000000;(펠로우경험치%,10);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
ev_set06182;붉은 응원 머리띠;EV_ST_CM_0001;*;*;*;*;*;*;*;*;*;*;*;*;*;1.000000;(펠로우경험치%,20);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
ev_set06183;붉은 응원복 세트;EV_ST_CM_0002;*;*;*;*;*;*;*;*;*;*;*;*;*;1.000000;(펠로우경험치%,50);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setall3541;잔혹한 운명의 장신구 세트;AC0_1_30028;AC0_0_30033;AC0_0_30034;*;*;*;*;*;*;*;*;*;*;*;2.000000;(최대HP+,570);*;*;*;*;3.000000;(무기물리공격력+,293);(마법물리공격력+,293);(무기극대력+,440);(마법극대력+,440);*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setgd4001;총사령관의 수호 세트;AR0_110_1_93551;AR0_110_2_93551;AR0_110_3_93551;AR0_110_4_93551;AR0_110_5_93551;*;*;*;*;*;*;*;*;*;2.000000;(VTL+,53);*;*;*;*;3.000000;(무기극대화확률+,6);*;*;*;*;4.000000;(무기물리공격력+,240);(쿨타임%,-10);*;*;*;5.000000;(STR+,41);(무기물리방어력+,418);*;*;setskillgd4001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwr4001;총사령관의 광폭 세트;AR1_107_1_93551;AR1_107_2_93551;AR1_107_3_93551;AR1_107_4_93551;AR1_107_5_93551;*;*;*;*;*;*;*;*;*;2.000000;(STR+,69);*;*;*;*;3.000000;(무기극대력+,360);*;*;*;*;4.000000;(최대HP+,1756);(무기물리공격력+,299);*;*;*;5.000000;(쿨타임%,-13);(무기물리방어력+,355);*;*;setskillwr4001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
settf4001;총사령관의 그림자 세트;AR3_107_1_93551;AR3_107_2_93551;AR3_107_3_93551;AR3_107_4_93551;AR3_107_5_93551;*;*;*;*;*;*;*;*;*;2.000000;(STR+,47);*;*;*;*;3.000000;(무기물리공격력+,110);*;*;*;*;4.000000;(최대HP+,1233);(회피력+,15);*;*;*;5.000000;(DEX+,52);(배후공격극대화확률+,8);*;*;setskilltf4001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwz4001;총사령관의 원소 세트;AR4_107_1_93551;AR4_107_2_93551;AR4_107_3_93551;AR4_107_4_93551;AR4_107_5_93551;*;*;*;*;*;*;*;*;*;2.000000;(INT+,46);*;*;*;*;3.000000;(마법극대력+,393);*;*;*;*;4.000000;(최대HP+,1210);(마법물리공격력+,326);*;*;*;5.000000;(최대MP+,3454);(캐스팅속도%,-12);*;*;setskillwz4001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setpr4001;총사령관의 신념 세트;AR5_130_1_93551;AR5_130_2_93551;AR5_130_3_93551;AR5_130_4_93551;AR5_130_5_93551;*;*;*;*;*;*;*;*;*;2.000000;(INT+,32);*;*;*;*;3.000000;(최대HP+,1233);*;*;*;*;4.000000;(쿨타임%,-11);(마법방어력+,429);*;*;*;5.000000;(최대MP+,4015);(캐스팅속도%,-12);*;*;setskillpr4001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setac4001;총사령관의 냉정 세트;ar2_107_1_93551;ar2_107_2_93551;ar2_107_3_93551;ar2_107_4_93551;ar2_107_5_93551;*;*;*;*;*;*;*;*;*;2.000000;(INT+,46);*;*;*;*;3.000000;(마법극대력+,393);*;*;*;*;4.000000;(최대HP+,1494);(마법물리공격력+,326);*;*;*;5.000000;(무기물리방어력+,284);(쿨타임%,-10);*;*;setskillac4001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setall3542;파르나 용사의 장신구 세트;AC0_1_90028;AC0_0_90033;AC0_0_90034;*;*;*;*;*;*;*;*;*;*;*;2.000000;(최대HP+,684);*;*;*;*;3.000000;(무기물리공격력+,352);(마법물리공격력+,352);(무기극대력+,462);(마법극대력+,462);*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setgd4002;축복받은 총사령관의 수호 세트;AR0_110_1_93552;AR0_110_2_93552;AR0_110_3_93552;AR0_110_4_93552;AR0_110_5_93552;*;*;*;*;*;*;*;*;*;2.000000;(VTL+,58);*;*;*;*;3.000000;(무기극대화확률+,7);*;*;*;*;4.000000;(무기물리공격력+,283);(쿨타임%,-11);*;*;*;5.000000;(STR+,48);(무기물리방어력+,494);*;*;setskillgd4001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwr4002;축복받은 총사령관의 광폭 세트;AR1_107_1_93552;AR1_107_2_93552;AR1_107_3_93552;AR1_107_4_93552;AR1_107_5_93552;*;*;*;*;*;*;*;*;*;2.000000;(STR+,76);*;*;*;*;3.000000;(무기극대력+,425);*;*;*;*;4.000000;(최대HP+,2075);(무기물리공격력+,354);*;*;*;5.000000;(쿨타임%,-14);(무기물리방어력+,420);*;*;setskillwr4001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
settf4002;축복받은 총사령관의 그림자 세트;AR3_107_1_93552;AR3_107_2_93552;AR3_107_3_93552;AR3_107_4_93552;AR3_107_5_93552;*;*;*;*;*;*;*;*;*;2.000000;(STR+,51);*;*;*;*;3.000000;(무기물리공격력+,130);*;*;*;*;4.000000;(최대HP+,1457);(회피력+,18);*;*;*;5.000000;(DEX+,61);(배후공격극대화확률+,9);*;*;setskilltf4001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwz4002;축복받은 총사령관의 원소 세트;AR4_107_1_93552;AR4_107_2_93552;AR4_107_3_93552;AR4_107_4_93552;AR4_107_5_93552;*;*;*;*;*;*;*;*;*;2.000000;(INT+,50);*;*;*;*;3.000000;(마법극대력+,464);*;*;*;*;4.000000;(최대HP+,1430);(마법물리공격력+,385);*;*;*;5.000000;(최대MP+,4082);(캐스팅속도%,-13);*;*;setskillwz4001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setpr4002;축복받은 총사령관의 신념 세트;AR5_130_1_93552;AR5_130_2_93552;AR5_130_3_93552;AR5_130_4_93552;AR5_130_5_93552;*;*;*;*;*;*;*;*;*;2.000000;(INT+,35);*;*;*;*;3.000000;(최대HP+,1457);*;*;*;*;4.000000;(쿨타임%,-12);(마법방어력+,507);*;*;*;5.000000;(최대MP+,4745);(캐스팅속도%,-13);*;*;setskillpr4001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setac4002;축복받은 총사령관의 냉정 세트;ar2_107_1_93552;ar2_107_2_93552;ar2_107_3_93552;ar2_107_4_93552;ar2_107_5_93552;*;*;*;*;*;*;*;*;*;2.000000;(INT+,50);*;*;*;*;3.000000;(마법극대력+,464);*;*;*;*;4.000000;(최대HP+,1766);(마법물리공격력+,385);*;*;*;5.000000;(무기물리방어력+,336);(쿨타임%,-11);*;*;setskillac4001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setall3543;거신의 장신구 세트;AC0_0_33801;AC0_0_33802;AC0_1_33801;*;*;*;*;*;*;*;*;*;*;*;2.000000;(최대HP+,900);(allstat+,30);*;*;*;3.000000;(모든공격력%,10);(모든방어력%,10);*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setall4002;공역 수호자 세트;AC0_1_90128;AC0_0_90133;AC0_0_90134;*;*;*;*;*;*;*;*;*;*;*;2.000000;(최대HP+,821);*;*;*;*;3.000000;(무기극대화확률+,7);(무기물리공격력+,282);(마법극대화확률+,7);(마법물리공격력+,282);*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setall4003;공역의 투혼 장신구 세트;BX_AC1_1_90000;BX_AC0_1_90040;BX_AC0_1_90041;*;*;*;*;*;*;*;*;*;*;*;2.000000;(최대HP+,500);*;0;*;*;3.000000;(무기물리공격력+,247);(마법물리공격력+,247);*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setall4004;축복받은 선도자의 장신구 세트;AC0_1_23502;AC0_0_24002;AC0_0_24003;*;*;*;*;*;*;*;*;*;*;*;2.000000;(쿨타임%,-14);(캐스팅속도%,-15);(마법방어력+,468);*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setgd4011;축복받은 선도자의 수호 치명타 세트;AR0_110_4_93553;AR0_110_5_93553;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(무기극대화확률+,8);(마법방어력+,128);(최대HP+,335);*;setgd4010;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setgd4012;축복받은 선도자의 수호 공격 세트;AR0_110_1_93553;AR0_110_2_93553;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(무기물리공격력+,381);(마법방어력+,140);(최대HP+,365);*;setgd4011;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
