t_id;t_이름;등급;아이템레벨;매입가;처분가;중첩갯수;드랍불가;거래불능;처분불능;파괴불능;t_드랍시레벨검사;t_귀속;t_사용제한;t_판매대행분류;통합채널사용불가;t_f17;t_f18
FB_0_0164;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0165;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0166;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0167;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0168;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0169;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0170;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0171;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0172;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0173;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0174;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0175;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0176;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0177;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0178;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0179;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0180;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0181;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0182;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0183;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0184;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0185;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0186;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0187;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0188;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0189;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0190;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0191;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0192;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0193;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0194;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0195;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0196;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0197;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0198;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0199;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0200;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0201;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0202;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0203;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0204;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0205;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0206;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0207;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0208;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
