t_id;t_이름;개발용;요구레벨;제한레벨;아이템레벨;t_사용클래스;t_사용가능성별;등급;t_장착파츠;t_스타일타입;매입가;처분가;t_장착효과1;t_장착효과2;t_장착효과3;t_장착효과4;랜덤옵션적용여부;랜덤옵션개수_최소;랜덤옵션개수_최대;t_옵션적용비율;t_영혼석슬롯1;t_영혼석슬롯2;t_영혼석슬롯3;드랍불가;중첩갯수;거래불능;처분불능;파괴불능;t_드랍시레벨검사;t_귀속;t_귀속대상;귀속해제횟수;t_사용제한;염색여부;t_판매대행분류;캐쉬;t_스킬효과;사용기간;contentslevel;통합채널사용불가;생성개수;t_화폐설정id
CA_ST_CM_0242;러블리 나잇2(30일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st7;ck;4.000000;1.000000;(모든방어력%,5);(모든극대력+,200);(모든공격력+,500);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;2592000.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0243;러블리 나잇3(30일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st7;ck;1.000000;1.000000;(모든방어력%,5);(모든극대력+,200);(모든공격력+,500);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;2592000.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0244;옐로우 블러썸(3일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st7;ck;1.000000;1.000000;(모든방어력%,5);(모든극대력+,200);(모든공격력+,500);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;259200.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0245;옐로우 블러썸(7일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st7;ck;1.000000;1.000000;(모든방어력%,5);(모든극대력+,200);(모든공격력+,500);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;604800.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0246;옐로우 블러썸(14일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st7;ck;1.000000;1.000000;(모든방어력%,5);(모든극대력+,200);(모든공격력+,500);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;1209600.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0247;옐로우 블러썸(30일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st7;ck;4.000000;1.000000;(모든방어력%,5);(모든극대력+,200);(모든공격력+,500);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;2592000.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0248;옐로우 블러썸(45일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st7;ck;1.000000;1.000000;(모든방어력%,5);(모든극대력+,200);(모든공격력+,500);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;3888000.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0249;옐로우 블러썸;0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st7;ck;1.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;0.000000;1.000000;0.000000;req;equip;ch;0.000000;*;1.000000;Auction_303;1.000000;*;0.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0250;파르나의 날개(14일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st4;ck;1.000000;1.000000;(최대HP+,1000);(모든극대력+,300);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;1209600.000000;1.000000;0.000000;0.000000;*
EV_ST_CM_0094;용맹의 케이프(30일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st4;ck;1.000000;1.000000;(최대HP+,1000);(길드포인트%,100);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;*;2592000.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0251;엘로라의 날개(30일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st4;ck;1.000000;1.000000;(최대HP+,1000);(모든극대력+,300);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;2592000.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0252;젤나리스의 날개(30일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st4;ck;1.000000;1.000000;(최대HP+,1000);(모든극대력+,300);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;2592000.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0253;파르나의 날개3(30일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st4;ck;1.000000;1.000000;(최대HP+,1000);(모든극대력+,300);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;2592000.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0254;학용품 무기 코스튬(30일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;3.000000;st3;ck;1.000000;1.000000;(모든공격력%,5);(모든극대화확률+,5);(모든극대력+,200);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;cash_stylecandy.1;2592000.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0255;신학기 하카나스 학생복(30일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st1;ck;1.000000;1.000000;(모든방어력%,5);(모든공격력%,5);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;2592000.000000;1.000000;0.000000;0.000000;*
tt_1_0_0005;특수 칭호 : 붉은 혁명단 기지 정복자;0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;4.000000;st6;ck;1.000000;1.000000;(모든공격력+,450);(모든극대화확률+,5);(모든극대력+,100);(최대HP+,300);0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;*;0.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0256;러블리 메이드와 집사(3일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st1;ck;1.000000;1.000000;(모든방어력%,5);(모든공격력%,5);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;259200.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0257;사탕 무기 코스튬(3일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;3.000000;st3;ck;7.000000;1.000000;(모든공격력%,5);(모든극대화확률+,5);(모든극대력+,200);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;cash_stylecandy.1;259200.000000;1.000000;0.000000;0.000000;*
EV_ST_CM_0095;N과 최고의 즐거움;0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st2;ck;1.000000;1.000000;(최대HP+,1000);*;*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;*;0.000000;1.000000;0.000000;0.000000;*
MS_ST_CM_0006;아케론 정복자의 순수 무기 (6일);0.000000;50.000000;0.000000;1.000000;DO;*;4.000000;st3;ck;1.000000;1.000000;(pk공격력%,12);(pk방어력%,12);(pk육체계저항율+,6);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;setpvpwems255do.1;518400.000000;50.000000;0.000000;0.000000;*
CA_ST_CM_0258;엘로라의 날개(3일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st4;ck;1.000000;1.000000;(최대HP+,1000);(모든극대력+,300);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;259200.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0259;화이트 펜타그램(3일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st4;ck;1.000000;1.000000;(최대HP+,1000);(모든극대력+,200);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;259200.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0260;학용품 무기 코스튬(3일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;3.000000;st3;ck;30.000000;1.000000;(모든공격력%,5);(모든극대화확률+,5);(모든극대력+,200);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;cash_stylecandy.1;259200.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0261;선글라스(30일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st5;ck;1.000000;1.000000;(쿨타임%,-5);(allstat+,25);(allstatderest+,20);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;2592000.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0262;샤링의 퍼플 코스튬(30일);0.000000;1.000000;0.000000;1.000000;DO_MG;*;1.000000;st1;ck;1.000000;1.000000;(최대HP+,1000);(모든방어력%,5);*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;2592000.000000;1.000000;0.000000;0.000000;*
EV_ST_DO_0001;고대 황금마룡의 순수 코스튬(7일);0.000000;1.000000;0.000000;1.000000;DO;*;4.000000;st1;ck;1.000000;1.000000;(최대HP+,7000);(모든공격력+,700);(allstat+,40);(allstatderest+,70);0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;itskillgolddraon3.1;604800.000000;1.000000;0.000000;0.000000;*
IT_ST_DO_0002;고대 황금마룡의 한송 마법봉(30일);0.000000;1.000000;0.000000;1.000000;DO;*;1.000000;st3;ck;1.000000;1.000000;(모든공격력%,10);(모든극대력+,1000);(allstat+,50);(allstatderest+,100);0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;challenge_monreward.1;2592000.000000;1.000000;0.000000;0.000000;*
EV_ST_DO_0003;고대 황금마룡의 순수 코스튬(30일);0.000000;1.000000;0.000000;1.000000;DO;*;4.000000;st1;ck;1.000000;1.000000;(최대HP+,10000);(모든공격력+,1000);(allstat+,50);(allstatderest+,100);0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;itskillgolddraon3.1;2592000.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0263;초보자용 왕국 연수복(30일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st1;ck;1.000000;1.000000;(플레이어경험치%,100);*;*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;2592000.000000;1.000000;0.000000;0.000000;*
EV_ST_CM_0096;황금 카라샤 순수 세트 I;0.000000;1.000000;0.000000;1.000000;DO;*;4.000000;st1;ck;1.000000;1.000000;(최대HP+,1000);(모든공격력+,100);(allstat+,10);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;itskillgolddraon1.1;604800.000000;1.000000;0.000000;0.000000;*
EV_ST_CM_0097;황금 카라샤 순수 세트 II;0.000000;1.000000;0.000000;1.000000;DO;*;4.000000;st1;ck;1.000000;1.000000;(최대HP+,3000);(모든공격력+,300);(쿨타임%,-5);(allstat+,30);0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;itskillgolddraon2.1;604800.000000;1.000000;0.000000;0.000000;*
IT_PK_CM_0012;마석 지배자의 순수 갑주(6일);0.000000;1.000000;0.000000;1.000000;DO;*;4.000000;st1;ck;1.000000;1.000000;(최대HP+,3000);(모든극대력+,1200);(치명타피해감소+,1000);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;timagicstone3.1;518400.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0264;신학기 하카나스 학생복(3일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st1;ck;1.000000;1.000000;(모든방어력%,5);(모든공격력%,5);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;259200.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0265;신학기 하카나스 학생복(7일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st1;ck;5.000000;1.000000;(모든방어력%,5);(모든공격력%,5);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;604800.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0266;신학기 하카나스 학생복(14일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st1;ck;1.000000;1.000000;(모든방어력%,5);(모든공격력%,5);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;1209600.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0267;학용품 무기 코스튬(14일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;3.000000;st3;ck;1.000000;1.000000;(모든공격력%,5);(모든극대화확률+,5);(모든극대력+,200);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;cash_stylecandy.1;1209600.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0268;고양이 각성 차차(14일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st2;ck;1.000000;1.000000;(최대HP+,2000);(캐스팅속도%,-5);*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;cash_style04.1;1209600.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0269;고양이 각성 키키(14일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st2;ck;1.000000;1.000000;(최대HP+,2000);(캐스팅속도%,-5);*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;cash_style06.1;1209600.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0270;고양이 각성 라라(14일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st2;ck;1.000000;1.000000;(최대HP+,2000);(캐스팅속도%,-5);*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;cash_style08.1;1209600.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0271;화이트 펜타그램(14일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st4;ck;1.000000;1.000000;(최대HP+,1000);(모든극대력+,200);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;1209600.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0272;아이스크림 무기 코스튬(30일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;3.000000;st3;ck;1.000000;1.000000;(모든공격력%,5);(모든극대화확률+,5);(모든극대력+,200);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;cash_stylecandy.1;2592000.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0273;화이트 블루밍(30일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st1;ck;1.000000;1.000000;(모든방어력%,5);(모든공격력%,5);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;2592000.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0274;스쿨 미즈(30일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st1;ck;1.000000;1.000000;(모든방어력%,5);(모든공격력%,5);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;2592000.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0275;레드 블루밍(30일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st1;ck;1.000000;1.000000;(모든방어력%,5);(모든공격력%,5);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;2592000.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0276;블루 블루밍(30일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st1;ck;1.000000;1.000000;(모든방어력%,5);(모든공격력%,5);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;2592000.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0277;고양이 썸머 차차(30일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st2;ck;1.000000;1.000000;(최대HP+,2000);(캐스팅속도%,-5);*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;cash_style04.1;2592000.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0278;레드 케이프(7일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st4;ck;1.000000;1.000000;(최대HP+,1000);(모든극대력+,200);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;604800.000000;1.000000;0.000000;0.000000;*
PvP_FI_CM_0001;<PvP>낚시광의 무기 코스튬(3일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;3.000000;st3;ck;120.000000;1.000000;(pk공격력%,5);(pk방어력%,5);(pk육체계저항율+,2);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;fish_stylepvp.1;259200.000000;1.000000;0.000000;0.000000;*
IT_ST_CM_0010;스타일 st8 테스트;0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st8;ck;1.000000;1.000000;(도트데미지감소+,10000);*;*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;cash_style10.1;0.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0279;밀짚모자(30일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st5;ck;1.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;2592000.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0280;수영모(30일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st5;ck;1.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;2592000.000000;1.000000;0.000000;0.000000;*
IT_PK_CM_0013;마석 지배자의 마스크(6일)(파편상점);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;3.000000;st2;ck;4.000000;1.000000;(최대HP%,7);(길들이기확률%,2);(판매대행등록비감소%,20);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;magicstoneskill3.1;518400.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0281;아케론 지배자의 무기코스튬 (6일)(파편상점);0.000000;50.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;3.000000;st3;ck;4.000000;1.000000;(pk공격력%,2);(pk방어력%,2);(pk육체계저항율+,1);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;518400.000000;50.000000;0.000000;0.000000;*
CA_ST_CM_0282;아이스크림 무기 코스튬(15일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;3.000000;st3;ck;1.000000;1.000000;(모든공격력%,5);(모든극대화확률+,5);(모든극대력+,200);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;cash_stylecandy.1;1296000.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0283;화이트 블루밍(15일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st1;ck;1.000000;1.000000;(모든방어력%,5);(모든공격력%,5);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;1296000.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0284;고양이 썸머 차차(15일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st2;ck;1.000000;1.000000;(최대HP+,2000);(캐스팅속도%,-5);*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;cash_style04.1;1296000.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0285;선글라스(15일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st5;ck;1.000000;1.000000;(쿨타임%,-5);(allstat+,25);(allstatderest+,20);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;1296000.000000;1.000000;0.000000;0.000000;*
EV_ST_CM_0098;주간 업적 까마귀 어깨장식(3일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;3.000000;st1;ck;1.000000;1.000000;(최대HP+,1500);(모든공격력+,150);(쿨타임%,-5);(allstat+,15);0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;itdt2ndcast.1;259200.000000;1.000000;0.000000;0.000000;*
tt_1_0_0006;특수 칭호 : 이카루스 퇴마사(10분);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;3.000000;st6;ck;1.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;cmexorcist.1;600.000000;1.000000;0.000000;0.000000;*
