t_id;t_이름;t_재료타입;등급;요구레벨;아이템레벨;매입가;처분가;생성개수;중첩갯수;거래불능;처분불능;파괴불능;t_드랍시레벨검사;t_귀속;t_사용제한;t_판매대행분류;드랍시레벨검사무시;t_화폐설정id;구매제한;contentslevel;통합채널사용불가;plusrate
MA_9_0055;상급 펠로우 교감제;re;2.000000;40.000000;40.000000;40000.000000;4000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;40.000000;0.000000;0.000000
MA_9_0056;인장의 결정체;re;4.000000;40.000000;40.000000;100000.000000;10000.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_708;0.000000;*;0.000000;40.000000;0.000000;0.000000
MA_9_0057;선도자의 기운;re;3.000000;40.000000;40.000000;100000.000000;10000.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_708;0.000000;*;0.000000;40.000000;0.000000;0.000000
MA_9_0058;응고제;st;4.000000;40.000000;40.000000;5160.000000;516.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;*;0.000000;*;0.000000;40.000000;0.000000;0.000000
MA_10_3003;메간테스 껍질;re;2.000000;30.000000;30.000000;40.000000;4.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_708;0.000000;*;0.000000;30.000000;0.000000;0.000000
MA_10_3004;메간테스 뿔;re;2.000000;30.000000;30.000000;40.000000;4.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_708;0.000000;*;0.000000;30.000000;0.000000;0.000000
MA_10_3005;바이렛 발톱;re;2.000000;30.000000;30.000000;40.000000;4.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_708;0.000000;*;0.000000;30.000000;0.000000;0.000000
MA_10_3006;바이렛 뼈;re;2.000000;30.000000;30.000000;40.000000;4.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_708;0.000000;*;0.000000;30.000000;0.000000;0.000000
MA_10_3007;파이루드 불꽃;re;2.000000;30.000000;30.000000;40.000000;4.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_708;0.000000;*;0.000000;30.000000;0.000000;0.000000
MA_10_3008;파이루드 꼬리;re;2.000000;30.000000;30.000000;40.000000;4.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_708;0.000000;*;0.000000;30.000000;0.000000;0.000000
MA_9_0059;황혼의 결정체;re;2.000000;40.000000;40.000000;100000.000000;10000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;40.000000;0.000000;0.000000
MA_9_0060;어둠의 눈물;re;2.000000;40.000000;40.000000;100000.000000;10000.000000;0.000000;999.000000;1.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;40.000000;0.000000;0.000000
MA_10_1005;케로움 광석;me;1.000000;40.000000;40.000000;860.000000;86.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_711;0.000000;*;0.000000;40.000000;0.000000;0.000000
MA_10_1006;케로움 가루;me;1.000000;40.000000;40.000000;860.000000;86.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_711;0.000000;*;0.000000;40.000000;0.000000;0.000000
MA_10_1007;케로움 주괴;me;1.000000;40.000000;40.000000;860.000000;86.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_711;0.000000;*;0.000000;40.000000;0.000000;0.000000
MA_10_1008;케로움 합금;me;1.000000;40.000000;40.000000;860.000000;86.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_711;0.000000;*;0.000000;40.000000;0.000000;0.000000
MA_10_1009;케로움 섬유;me;1.000000;40.000000;40.000000;860.000000;86.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_711;0.000000;*;0.000000;40.000000;0.000000;0.000000
MA_1_5001;아다만티움 주괴;oe;1.000000;41.000000;41.000000;860.000000;86.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_702;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_1_5002;강화된 아다만티움 주괴;oe;1.000000;41.000000;41.000000;860.000000;86.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_702;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_1_5003;아다만티움 합금;oe;1.000000;41.000000;41.000000;860.000000;86.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_702;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_1_5004;강화된 아다만티움 합금;oe;1.000000;41.000000;41.000000;860.000000;86.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_702;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_2_5001;세공된 에메랄드;jl;1.000000;41.000000;41.000000;860.000000;86.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_703;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_2_5002;정교한 에메랄드;jl;1.000000;41.000000;41.000000;860.000000;86.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_703;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_4_5001;광택나는 천;ch;1.000000;41.000000;41.000000;860.000000;86.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_705;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_4_5002;강화된 광택나는 천;ch;1.000000;41.000000;41.000000;860.000000;86.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_705;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_6_5001;빛나는 정령수;sl;1.000000;41.000000;41.000000;860.000000;86.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_707;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_9_0061;암흑의 정수;re;3.000000;41.000000;41.000000;2440.000000;244.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_708;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_9_0062;오아시스의 물;re;1.000000;41.000000;41.000000;860.000000;1.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;Auction_708;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_9_0063;황금 조각상;re;4.000000;41.000000;41.000000;100000.000000;10000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_9_0064;박쥐의 페로몬;re;4.000000;41.000000;41.000000;100000.000000;10000.000000;0.000000;999.000000;1.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_9_0065;핏빛의 열매;re;4.000000;41.000000;41.000000;100000.000000;10000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_9_0066;팩투라의 징표;re;4.000000;41.000000;41.000000;100000.000000;10000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_9_0067;삼색의 눈물;re;4.000000;41.000000;41.000000;100000.000000;10000.000000;0.000000;999.000000;1.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_9_0068;스캇리샤의 눈물;re;3.000000;41.000000;41.000000;50000.000000;5000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_9_0069;피요의 깃털;re;3.000000;41.000000;41.000000;50000.000000;5000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_9_0070;쥐고기;re;3.000000;41.000000;41.000000;50000.000000;5000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_9_0071;붉은 염색약;re;3.000000;41.000000;41.000000;50000.000000;5000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_9_0072;루시퍼트의 어금니;re;3.000000;41.000000;41.000000;50000.000000;5000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_9_0073;학살의 증거;re;3.000000;41.000000;41.000000;50000.000000;5000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_9_0074;파멸의 뼛조각;re;3.000000;41.000000;41.000000;50000.000000;5000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_9_0075;샌드웜 기름;re;2.000000;41.000000;41.000000;10000.000000;1000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_9_0076;사막 거북이의 등껍질;re;2.000000;41.000000;41.000000;10000.000000;1000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_9_0077;그리폰의 부리;re;2.000000;41.000000;41.000000;10000.000000;1000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_9_0078;라쿠의 뿔;re;2.000000;41.000000;41.000000;10000.000000;1000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_9_0079;멧돼지의 어금니;re;2.000000;41.000000;41.000000;10000.000000;1000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_9_0080;사막 표범의 가죽;re;2.000000;41.000000;41.000000;10000.000000;1000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_9_0081;하얀 열사의 모래;re;3.000000;41.000000;41.000000;50000.000000;5000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_9_0082;열기의 암염 조각;re;3.000000;41.000000;41.000000;50000.000000;5000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_9_0083;파노스의 금괴;re;3.000000;41.000000;41.000000;100000.000000;10000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;41.000000;0.000000;0.000000
MA_7_7107;1단계 마법봉;st;1.000000;26.000000;26.000000;10000.000000;1000.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;*;0.000000;*;0.000000;26.000000;0.000000;0.000000
MA_10_1010;망자의 영혼석;me;1.000000;40.000000;30.000000;250.000000;1.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;Auction_711;0.000000;*;0.000000;40.000000;0.000000;0.000000
MA_10_1011;구속된 아탄의 망령;me;2.000000;40.000000;30.000000;10.000000;1.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_711;0.000000;*;0.000000;40.000000;0.000000;0.000000
MA_10_2003;망령의 파편;me;2.000000;40.000000;30.000000;860.000000;86.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_711;0.000000;*;0.000000;40.000000;0.000000;0.000000
MA_10_2004;망령의 정수;me;3.000000;40.000000;30.000000;860.000000;86.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_711;0.000000;*;0.000000;40.000000;0.000000;0.000000
MA_10_1012;구속된 카르닌의 망령;me;2.000000;40.000000;30.000000;10.000000;1.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_711;0.000000;*;0.000000;40.000000;0.000000;0.000000
MA_10_1013;구속된 베리트의 망령;me;2.000000;40.000000;30.000000;10.000000;1.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_711;0.000000;*;0.000000;40.000000;0.000000;0.000000
MA_10_1014;영기;me;1.000000;40.000000;30.000000;10.000000;1.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_711;0.000000;*;0.000000;40.000000;0.000000;0.000000
MA_12_0001;카라샤의 영혼조각;re;4.000000;40.000000;40.000000;860.000000;86.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_711;1.000000;*;0.000000;40.000000;0.000000;0.000000
MA_12_0002;정제된 카라샤의 영혼;re;4.000000;40.000000;40.000000;3.000000;86.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;get;*;Auction_711;1.000000;*;0.000000;40.000000;0.000000;0.000000
MA_12_0003;마룡의 정수;re;4.000000;40.000000;40.000000;860.000000;86.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_711;1.000000;*;0.000000;40.000000;0.000000;0.000000
MA_12_0004;마룡의 기운;re;4.000000;40.000000;40.000000;860.000000;86.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_711;1.000000;*;0.000000;40.000000;0.000000;0.000000
MA_12_0005;고강도 아다만티움 주괴;oe;4.000000;40.000000;40.000000;860.000000;86.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_702;1.000000;*;0.000000;40.000000;0.000000;0.000000
MA_12_0006;고강도 아다만티움 합금;oe;4.000000;40.000000;40.000000;860.000000;86.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_702;1.000000;*;0.000000;40.000000;0.000000;0.000000
MA_12_0007;압축시킨 광택나는 천;ch;4.000000;40.000000;40.000000;860.000000;86.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_705;1.000000;*;0.000000;40.000000;0.000000;0.000000
MA_12_0008;압축시킨 에메랄드;jl;4.000000;40.000000;40.000000;860.000000;86.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_703;1.000000;*;0.000000;40.000000;0.000000;0.000000
MA_9_0084;파독의 용결석;re;4.000000;50.000000;50.000000;50000.000000;5000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;50.000000;0.000000;0.000000
MA_9_0085;빙설의 용결석;re;4.000000;50.000000;50.000000;50000.000000;5000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;50.000000;0.000000;0.000000
MA_9_0086;성광의 용결석;re;4.000000;50.000000;50.000000;50000.000000;5000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;50.000000;0.000000;0.000000
MA_9_0087;파독의 심장;re;3.000000;50.000000;50.000000;10000.000000;1000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;50.000000;0.000000;0.000000
MA_9_0088;파독의 비늘;re;3.000000;50.000000;50.000000;10000.000000;1000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;50.000000;0.000000;0.000000
MA_9_0089;파독의 뼈;re;3.000000;50.000000;50.000000;10000.000000;1000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;50.000000;0.000000;0.000000
MA_9_0090;빙설의 심장;re;3.000000;50.000000;50.000000;10000.000000;1000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;50.000000;0.000000;0.000000
MA_9_0091;빙설의 비늘;re;3.000000;50.000000;50.000000;10000.000000;1000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;50.000000;0.000000;0.000000
MA_9_0092;빙설의 뼈;re;3.000000;50.000000;50.000000;10000.000000;1000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;50.000000;0.000000;0.000000
MA_9_0093;성광의 심장;re;3.000000;50.000000;50.000000;10000.000000;1000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;50.000000;0.000000;0.000000
MA_9_0094;성광의 비늘;re;3.000000;50.000000;50.000000;10000.000000;1000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;50.000000;0.000000;0.000000
MA_9_0095;성광의 뼈;re;3.000000;50.000000;50.000000;10000.000000;1000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;50.000000;0.000000;0.000000
MA_9_0096;드래곤의 정수;re;4.000000;50.000000;50.000000;100000.000000;10000.000000;0.000000;999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;50.000000;0.000000;0.000000
MA_9_0097;라단의 독 결정;re;4.000000;50.000000;50.000000;10000.000000;1000.000000;0.000000;999.000000;1.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;50.000000;0.000000;0.000000
MA_9_0098;론도의 얼음 결정;re;4.000000;50.000000;50.000000;10000.000000;1000.000000;0.000000;999.000000;1.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;50.000000;0.000000;0.000000
MA_9_0099;이즈호라의 암흑 결정;re;4.000000;50.000000;50.000000;10000.000000;1000.000000;0.000000;999.000000;1.000000;0.000000;0.000000;item;none;*;Auction_587;0.000000;*;0.000000;50.000000;0.000000;0.000000
MA_13_0001;결속의 마법가루;re;1.000000;26.000000;26.000000;200000.000000;20000.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_708;0.000000;*;0.000000;26.000000;0.000000;0.000000
MA_13_1001;하미온의 조각;re;4.000000;1.000000;1.000000;75.000000;40.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;40.000000;0.000000;0.000000
MA_13_1002;칼립토의 조각;re;4.000000;1.000000;1.000000;75.000000;40.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;40.000000;0.000000;0.000000
MA_13_1003;데모너스의 조각;re;4.000000;1.000000;1.000000;75.000000;40.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;40.000000;0.000000;0.000000
MA_13_1004;샤키바의 조각;re;4.000000;1.000000;1.000000;200.000000;80.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;50.000000;0.000000;0.000000
MA_13_1005;로데쉬의 조각;re;4.000000;1.000000;1.000000;200.000000;80.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;50.000000;0.000000;0.000000
MA_13_1006;그라비온의 조각;re;4.000000;1.000000;1.000000;200.000000;80.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;40.000000;0.000000;0.000000
MA_13_1007;쟈미롯의 조각;re;4.000000;1.000000;1.000000;200.000000;80.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;50.000000;0.000000;0.000000
MA_13_1008;포에리온의 조각;re;4.000000;1.000000;1.000000;200.000000;90.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;50.000000;0.000000;0.000000
MA_13_1009;갈레리온의 조각;re;4.000000;1.000000;1.000000;200.000000;90.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;50.000000;0.000000;0.000000
MA_13_1010;루네리온의 조각;re;4.000000;1.000000;1.000000;200.000000;80.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;50.000000;0.000000;0.000000
MA_13_2001;나이트메어의 조각;re;3.000000;1.000000;1.000000;100.000000;10.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;35.000000;0.000000;0.000000
MA_13_2002;메간테스의 조각;re;3.000000;1.000000;1.000000;100.000000;10.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;35.000000;0.000000;0.000000
MA_13_2003;바이렛의 조각;re;3.000000;1.000000;1.000000;100.000000;10.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;35.000000;0.000000;0.000000
MA_13_2004;논 포쎄의 조각;re;3.000000;1.000000;1.000000;100.000000;10.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;35.000000;0.000000;0.000000
MA_13_2005;파이루드의 조각;re;3.000000;1.000000;1.000000;100.000000;10.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;35.000000;0.000000;0.000000
MA_13_2006;아그나스의 조각;re;3.000000;1.000000;1.000000;100.000000;10.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;30.000000;0.000000;0.000000
MA_13_2007;가르므의 조각;re;3.000000;1.000000;1.000000;100.000000;10.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;30.000000;0.000000;0.000000
MA_13_2008;케라브의 조각;re;3.000000;1.000000;1.000000;45.000000;20.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;35.000000;0.000000;0.000000
MA_13_2009;캐스퍼트의 조각;re;3.000000;1.000000;1.000000;100.000000;10.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;35.000000;0.000000;0.000000
MA_13_2010;고스트의 조각;re;3.000000;1.000000;1.000000;100.000000;10.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;35.000000;0.000000;0.000000
MA_13_2011;아포칼립스의 조각;re;3.000000;1.000000;1.000000;45.000000;20.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;35.000000;0.000000;0.000000
MA_13_2012;카라스의 조각;re;3.000000;1.000000;1.000000;100.000000;10.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;35.000000;0.000000;0.000000
MA_13_2013;여명의 카고일의 조각;re;3.000000;1.000000;1.000000;23.000000;10.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;40.000000;0.000000;0.000000
MA_13_2014;공허의 카고일의 조각;re;3.000000;1.000000;1.000000;23.000000;10.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;40.000000;0.000000;0.000000
MA_13_2015;페무토의 조각;re;3.000000;1.000000;1.000000;23.000000;10.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;40.000000;0.000000;0.000000
MA_13_2016;벨던의 조각;re;3.000000;1.000000;1.000000;23.000000;10.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;40.000000;0.000000;0.000000
MA_13_2017;카라샤의 조각;re;3.000000;1.000000;1.000000;23.000000;10.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;40.000000;0.000000;0.000000
MA_13_2018;레토른시아의 조각;re;3.000000;1.000000;1.000000;23.000000;10.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;40.000000;0.000000;0.000000
MA_13_2019;루시퍼트의 조각;re;3.000000;1.000000;1.000000;23.000000;10.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;40.000000;0.000000;0.000000
MA_13_2020;파라가스의 조각;re;3.000000;1.000000;1.000000;23.000000;10.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;40.000000;0.000000;0.000000
MA_13_2021;톨루스의 조각;re;3.000000;1.000000;1.000000;39.000000;16.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;50.000000;0.000000;0.000000
MA_13_2022;챠누스의 조각;re;3.000000;1.000000;1.000000;39.000000;16.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;50.000000;0.000000;0.000000
MA_13_2023;베가루스의 조각;re;3.000000;1.000000;1.000000;39.000000;16.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;50.000000;0.000000;0.000000
MA_13_2024;포요의 조각;re;3.000000;1.000000;1.000000;39.000000;16.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;50.000000;0.000000;0.000000
MA_13_2025;파노스의 조각;re;3.000000;1.000000;1.000000;39.000000;16.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;50.000000;0.000000;0.000000
MA_13_2026;피니온의 조각;re;3.000000;1.000000;1.000000;100.000000;10.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;50.000000;0.000000;0.000000
MA_13_2027;마그나투의 조각;re;3.000000;1.000000;1.000000;100.000000;10.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;50.000000;0.000000;0.000000
MA_13_2028;칼립포스의 조각;re;3.000000;1.000000;1.000000;100.000000;10.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;50.000000;0.000000;0.000000
MA_13_2029;타라쿠의 조각;re;3.000000;1.000000;1.000000;39.000000;16.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;50.000000;0.000000;0.000000
MA_13_2030;바쟌의 조각;re;3.000000;1.000000;1.000000;39.000000;16.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;50.000000;0.000000;0.000000
MA_13_2031;마튜라의 조각;re;3.000000;1.000000;1.000000;39.000000;16.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;50.000000;0.000000;0.000000
MA_13_2032;본 크노스의 조각;re;3.000000;1.000000;1.000000;39.000000;16.000000;0.000000;9999.000000;1.000000;0.000000;0.000000;item;none;*;*;0.000000;EX_0_0183;0.000000;50.000000;0.000000;0.000000
MA_1_6001;드라고니움 주괴;oe;1.000000;51.000000;51.000000;6920.000000;692.000000;0.000000;9999.000000;0.000000;0.000000;0.000000;item;none;*;Auction_702;0.000000;*;0.000000;51.000000;0.000000;0.000000
