번호;t_id;t_이름;요구레벨;제한레벨;아이템레벨;t_소모타입;등급;t_타입;매입가;처분가;t_장착효과1;t_장착효과2;t_장착효과3;t_장착효과4;드랍불가;거래불능;처분불능;파괴불능;t_드랍시레벨검사;t_귀속;t_귀속대상;귀속해제횟수;t_사용제한;t_판매대행분류;t_스킬효과;중첩갯수;생성개수;사용기간;캐쉬;contentslevel;통합채널사용불가;구매제한;group;rank;truekeeping;t_영역타입;t_사용영역;t_f39;t_f40;t_f41;t_f42;t_f43;t_f44;t_f45;t_f46;t_f47;t_f48;t_f49;t_f50;t_f51;t_f52;t_f53;t_f54;t_f55;t_f56;t_f57;t_f58;t_f59;t_f60;t_f61;t_f62
63.000000;EV_BO_00_0010;YD 부스터(7일);1.000000;0.000000;1.000000;ed;2.000000;bt;100.000000;1.000000;(쿨타임%,-5);(allstat+,30);(이동속도%,2);(최대HP+,1000);0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;604800.000000;0.000000;1.000000;0.000000;0.000000;7.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
64.000000;bt_d99_0000;도전의 탑 물리 부스터 (3일);50.000000;0.000000;1.000000;ed;3.000000;bt;1.000000;1.000000;(무기물리공격력%,40);(무기극대화확률+,10);(무기극대력+,400);*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;259200.000000;0.000000;50.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
65.000000;bt_d99_0001;도전의 탑 마법 부스터 (3일);50.000000;0.000000;1.000000;ed;3.000000;bt;1.000000;1.000000;(마법물리공격력%,40);(마법극대화확률+,10);(마법극대력+,400);*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;259200.000000;0.000000;50.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
66.000000;bt_d99_0002;도전의 탑 보조 부스터 (3일);50.000000;0.000000;1.000000;ed;3.000000;bt;1.000000;1.000000;(쿨타임%,-20);(펠로우경험치%,100);(캐스팅속도%,-20);*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;259200.000000;0.000000;50.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
67.000000;bt_d99_0003;도전의 탑 방어 부스터 (3일);50.000000;0.000000;1.000000;ed;3.000000;bt;1.000000;1.000000;(모든방어력%,40);(최대HP%,40);(HP회복력%,40);*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;259200.000000;0.000000;50.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
68.000000;Bt_D23_0000;행운의 네잎클로버(1시간);50.000000;0.000000;1.000000;ed;1.000000;bt;1.000000;1.000000;(드랍율+,10);*;*;*;0.000000;1.000000;1.000000;0.000000;req;none;ch;0.000000;*;Auction_580;*;1.000000;1.000000;3600.000000;0.000000;50.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
69.000000;CA_BO_00_0039;도탑 부스터(2시간);1.000000;0.000000;1.000000;ed;1.000000;bt;1.000000;1.000000;(최대HP+,1000);(이동속도%,2);(allstat+,50);*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;7200.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
70.000000;EV_BO_00_0011;YD 부스터(1시간);1.000000;0.000000;1.000000;ed;2.000000;bt;100.000000;1.000000;(쿨타임%,-5);(allstat+,10);(이동속도%,2);(최대HP+,1000);0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;3600.000000;0.000000;1.000000;0.000000;0.000000;7.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
71.000000;EV_BO_00_0012;YD 부스터(2시간);1.000000;0.000000;1.000000;ed;2.000000;bt;100.000000;1.000000;(쿨타임%,-5);(allstat+,10);(이동속도%,2);(최대HP+,1000);0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;7200.000000;0.000000;1.000000;0.000000;0.000000;7.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
72.000000;EV_BO_00_0013;YD 부스터(3시간);1.000000;0.000000;1.000000;ed;2.000000;bt;100.000000;1.000000;(쿨타임%,-5);(allstat+,10);(이동속도%,2);(최대HP+,1000);0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;10800.000000;0.000000;1.000000;0.000000;0.000000;7.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
73.000000;EV_BO_00_0014;YD 부스터(4시간);1.000000;0.000000;1.000000;ed;2.000000;bt;100.000000;1.000000;(쿨타임%,-5);(allstat+,10);(이동속도%,2);(최대HP+,1000);0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;14400.000000;0.000000;1.000000;0.000000;0.000000;7.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
74.000000;EV_BO_00_0015;YD 부스터(5시간);1.000000;0.000000;1.000000;ed;2.000000;bt;100.000000;1.000000;(쿨타임%,-5);(allstat+,10);(이동속도%,2);(최대HP+,1000);0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;18000.000000;0.000000;1.000000;0.000000;0.000000;7.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
75.000000;EV_BO_00_0016;YD 부스터(6시간);1.000000;0.000000;1.000000;ed;2.000000;bt;100.000000;1.000000;(쿨타임%,-5);(allstat+,10);(이동속도%,2);(최대HP+,1000);0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;21600.000000;0.000000;1.000000;0.000000;0.000000;7.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
76.000000;EV_BO_00_0017;YD 부스터(7시간);1.000000;0.000000;1.000000;ed;2.000000;bt;100.000000;1.000000;(쿨타임%,-5);(allstat+,10);(이동속도%,2);(최대HP+,1000);0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;25200.000000;0.000000;1.000000;0.000000;0.000000;7.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
77.000000;EV_BO_00_0018;YD 부스터(8시간);1.000000;0.000000;1.000000;ed;2.000000;bt;100.000000;1.000000;(쿨타임%,-5);(allstat+,10);(이동속도%,2);(최대HP+,1000);0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;28800.000000;0.000000;1.000000;0.000000;0.000000;7.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
78.000000;EV_BO_00_0019;YD 부스터(9시간);1.000000;0.000000;1.000000;ed;2.000000;bt;100.000000;1.000000;(쿨타임%,-5);(allstat+,10);(이동속도%,2);(최대HP+,1000);0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;32400.000000;0.000000;1.000000;0.000000;0.000000;7.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
79.000000;EV_BO_00_0020;YD 부스터(10시간);1.000000;0.000000;1.000000;ed;2.000000;bt;100.000000;1.000000;(쿨타임%,-5);(allstat+,10);(이동속도%,2);(최대HP+,1000);0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;36000.000000;0.000000;1.000000;0.000000;0.000000;7.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
80.000000;EV_BO_00_0021;YD 부스터(1일);1.000000;0.000000;1.000000;ed;2.000000;bt;100.000000;1.000000;(쿨타임%,-5);(allstat+,10);(이동속도%,2);(최대HP+,1000);0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;86400.000000;0.000000;1.000000;0.000000;0.000000;7.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
81.000000;EV_BO_00_0022;YD 부스터(3일);1.000000;0.000000;1.000000;ed;2.000000;bt;100.000000;1.000000;(쿨타임%,-5);(allstat+,10);(이동속도%,2);(최대HP+,1000);0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;259200.000000;0.000000;1.000000;0.000000;0.000000;7.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
82.000000;EV_BO_00_0023;YD 부스터(7일);1.000000;0.000000;1.000000;ed;2.000000;bt;100.000000;1.000000;(쿨타임%,-5);(allstat+,10);(이동속도%,2);(최대HP+,1000);0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;604800.000000;0.000000;1.000000;0.000000;0.000000;7.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
83.000000;CA_BO_00_0040; 스페셜 펠로우 길들이기 부스터;1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(길들이기확률%,7);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;20.000000;0.000000;0.000000;1.000000;1.000000;0.000000;1.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
84.000000;CA_BO_00_0041;스페셜 아이템 제작 대성공 부스터;1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(제작대성공확률%,9);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;20.000000;0.000000;0.000000;1.000000;1.000000;0.000000;1.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
85.000000;CA_BO_00_0042;스페셜 아이템 강화 부스터;1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(강화성공확률%,9);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;20.000000;0.000000;0.000000;1.000000;1.000000;0.000000;1.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
86.000000;CA_BO_00_0043;스페셜 아이템 판매 대행 부스터;1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(판매대행등록비감소%,15);(판매대행판매수수료감소%,15);*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;20.000000;0.000000;0.000000;1.000000;1.000000;0.000000;1.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
87.000000;CA_BO_00_0044;이카데이 부스터(30일);1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(모든공격력%,3);(모든방어력%,3);(최대HP+,500);*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;2592000.000000;1.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
88.000000;EV_BO_00_0024;월간 업적 부스터(30일);1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(모든공격력+,100);(최대HP+,1000);(이동속도%,2);*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;2592000.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
89.000000;bt_PK_0000;PvP 옵션 부스터 Lv5(7일);55.000000;0.000000;1.000000;ed;3.000000;bt;1.000000;1.000000;(PK공격력%,100);(PK방어력%,100);(PK육체계저항율+,30);(치명타피해감소+,2000);0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;604800.000000;0.000000;55.000000;0.000000;0.000000;24.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
90.000000;bt_PK_0001;PvP 옵션 부스터 Lv4(7일);55.000000;0.000000;1.000000;ed;3.000000;bt;1.000000;1.000000;(PK공격력%,70);(PK방어력%,70);(PK육체계저항율+,20);(치명타피해감소+,1500);0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;604800.000000;0.000000;55.000000;0.000000;0.000000;24.000000;2.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
91.000000;bt_PK_0002;PvP 옵션 부스터 Lv3(7일);55.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(PK공격력%,45);(PK방어력%,45);(PK육체계저항율+,12);(치명타피해감소+,1050);0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;604800.000000;0.000000;55.000000;0.000000;0.000000;24.000000;3.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
92.000000;bt_PK_0003;PvP 옵션 부스터 Lv2(7일);55.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(PK공격력%,25);(PK방어력%,25);(PK육체계저항율+,6);(치명타피해감소+,650);0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;604800.000000;0.000000;55.000000;0.000000;0.000000;24.000000;4.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
93.000000;bt_PK_0004;PvP 옵션 부스터 Lv1(7일);55.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(PK공격력%,10);(PK방어력%,10);(PK육체계저항율+,2);(치명타피해감소+,300);0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;604800.000000;0.000000;55.000000;0.000000;0.000000;24.000000;5.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
94.000000;Bt_F06_1000;상급 유물 - 공격력;1.000000;0.000000;1.000000;ed;3.000000;bt;1.000000;1.000000;(모든공격력+,300);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;25200.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
95.000000;Bt_F06_1001;상급 유물 - 치명타피해;1.000000;0.000000;1.000000;ed;3.000000;bt;1.000000;1.000000;(모든극대력+,200);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;25200.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
96.000000;Bt_F06_1002;상급 유물 - 치명타;1.000000;0.000000;1.000000;ed;3.000000;bt;1.000000;1.000000;(모든극대화확률+,20);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;25200.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
97.000000;Bt_F06_1008;상급 유물 - 재사용;1.000000;0.000000;1.000000;ed;3.000000;bt;1.000000;1.000000;(쿨타임%,-10);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;25200.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
98.000000;bt_MS_0000;반타라 마석(아케론);50.000000;0.000000;1.000000;ed;4.000000;bt;1.000000;1.000000;(이동속도%,-20);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;420.000000;0.000000;55.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
99.000000;CA_BO_00_0045;대인 공격 부스터(30일);1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(PK공격력%,15);(PK육체계저항율+,7);(모든극대력+,800);(이동속도%,2);0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;2592000.000000;1.000000;1.000000;0.000000;0.000000;14.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
100.000000;CA_BO_00_0046;대인 방어 부스터(30일);1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(PK방어력%,15);(PK육체계저항율+,7);(치명타피해감소+,800);(이동속도%,2);0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;2592000.000000;1.000000;1.000000;0.000000;0.000000;15.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
101.000000;EV_BO_00_0025;감사 부스터(1일);1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(쿨타임%,-5);(allstat+,30);(이동속도%,2);(최대HP+,1000);0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;86400.000000;0.000000;1.000000;0.000000;0.000000;8.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
102.000000;bt_rod_00_0000;황금 낚싯대(30일);1.000000;0.000000;1.000000;ed;4.000000;bt;1.000000;1.000000;(낚시시간감소,-30);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;2592000.000000;0.000000;1.000000;0.000000;0.000000;10.000000;2.000000;1.000000;Map;map_f02, map_f09, map_f05, map_f07, map_d97, map_p02;;;;;;;;;;;;;;;;;;;;;;;;
103.000000;bt_rod_00_0001;브라기 낚싯대;1.000000;0.000000;1.000000;ed;1.000000;bt;1.000000;1.000000;*;*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;86400.000000;0.000000;1.000000;0.000000;0.000000;10.000000;9.000000;1.000000;Map;map_f02, map_f09, map_f05, map_f07, map_d97, map_p02;;;;;;;;;;;;;;;;;;;;;;;;
104.000000;bt_rod_00_0002;강화된 낚싯대;1.000000;0.000000;1.000000;ed;1.000000;bt;240000.000000;7500.000000;*;*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;25200.000000;0.000000;1.000000;0.000000;0.000000;10.000000;9.000000;1.000000;Map;map_f02, map_f09, map_f05, map_f07, map_d97, map_p02;;;;;;;;;;;;;;;;;;;;;;;;
105.000000;bt_rod_00_0003;미스릴 낚싯대;1.000000;0.000000;1.000000;ed;1.000000;bt;120000.000000;4000.000000;*;*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;10800.000000;0.000000;1.000000;0.000000;0.000000;10.000000;9.000000;1.000000;Map;map_f02, map_f09, map_f05, map_f07, map_d97, map_p02;;;;;;;;;;;;;;;;;;;;;;;;
106.000000;bt_rod_00_0004;대나무 낚싯대;1.000000;0.000000;1.000000;ed;1.000000;bt;50000.000000;1500.000000;*;*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;3600.000000;0.000000;1.000000;0.000000;0.000000;10.000000;9.000000;1.000000;Map;map_f02, map_f09, map_f05, map_f07, map_d97, map_p02;;;;;;;;;;;;;;;;;;;;;;;;
107.000000;CA_BO_00_0047;하하호호 호박에너지(30일);1.000000;0.000000;1.000000;ed;2.000000;bt;100.000000;1.000000;(모든공격력%,10);(모든방어력%,10);(최대HP%,10);*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;2592000.000000;1.000000;1.000000;0.000000;0.000000;17.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
108.000000;pvp_quest_02;흡혈의 오브(1일);1.000000;0.000000;1.000000;ed;1.000000;bt;1.000000;1.000000;(PK공격력%,5);*;*;*;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;*;*;1.000000;1.000000;86400.000000;0.000000;1.000000;0.000000;0.000000;9.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
109.000000;bt_MS_0001;과거의 유물(6일);1.000000;0.000000;1.000000;ed;3.000000;bt;1.000000;1.000000;(길들이기확률%,2);(판매대행등록비감소%,2);(강화성공확률%,2);(제작대성공확률%,2);1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;*;*;1.000000;1.000000;518400.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
110.000000;bt_rod_test_0000;테스트용 낚싯대(30일);1.000000;0.000000;1.000000;ed;4.000000;bt;1.000000;1.000000;(낚시시간감소,-50);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;2592000.000000;0.000000;1.000000;0.000000;0.000000;10.000000;1.000000;1.000000;Map;map_f02, map_f09, map_f05, map_f07, map_d97, map_p02;;;;;;;;;;;;;;;;;;;;;;;;
111.000000;EV_BO_00_0026;이카 막대 과자(1일);1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(모든공격력%,11);(최대HP%,11);(판매대행등록비감소%,11);(판매대행판매수수료감소%,11);0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;86400.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
112.000000;EV_BO_00_0027;감사 부스터(3일);1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(쿨타임%,-5);(allstat+,30);(이동속도%,2);(최대HP+,1000);0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;259200.000000;0.000000;1.000000;0.000000;0.000000;8.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
113.000000;bt_MS_0002;반타라 마석(엑자란);20.000000;0.000000;1.000000;ed;4.000000;bt;1.000000;1.000000;(이동속도%,-20);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;420.000000;0.000000;55.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
114.000000;CA_BO_00_0048;경험치 상승 부스터(30일);1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(플레이어경험치%,100);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;2592000.000000;1.000000;1.000000;0.000000;0.000000;11.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
115.000000;EV_BO_00_0028;사랑의 부스터(7일);1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(allstat+,25);(최대HP+,1000);(HP회복력%,5);*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;604800.000000;0.000000;1.000000;0.000000;0.000000;16.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
116.000000;bt_rod_00_0005;황금 낚싯대(1일);1.000000;0.000000;1.000000;ed;4.000000;bt;10.000000;1.000000;(낚시시간감소,-30);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;86400.000000;0.000000;1.000000;0.000000;0.000000;10.000000;2.000000;1.000000;Map;map_f02, map_f09, map_f05, map_f07, map_d97, map_p02;;;;;;;;;;;;;;;;;;;;;;;;
117.000000;bt_rod_00_0006;황금 낚싯대(3일);1.000000;0.000000;1.000000;ed;4.000000;bt;1.000000;1.000000;(낚시시간감소,-30);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;259200.000000;0.000000;1.000000;0.000000;0.000000;10.000000;2.000000;1.000000;Map;map_f02, map_f09, map_f05, map_f07, map_d97, map_p02;;;;;;;;;;;;;;;;;;;;;;;;
118.000000;bt_rod_00_0007;황금 낚싯대(7일);1.000000;0.000000;1.000000;ed;4.000000;bt;2.000000;1.000000;(낚시시간감소,-30);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;604800.000000;0.000000;1.000000;0.000000;0.000000;10.000000;2.000000;1.000000;Map;map_f02, map_f09, map_f05, map_f07, map_d97, map_p02;;;;;;;;;;;;;;;;;;;;;;;;
119.000000;CA_BO_00_0049;경험치 상승 부스터(7일);1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(플레이어경험치%,100);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;604800.000000;1.000000;1.000000;0.000000;0.000000;11.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
120.000000;Bt_PvP_1000;상급 유물 - 대인 공격력;1.000000;0.000000;1.000000;ed;3.000000;bt;1.000000;1.000000;(PK공격력%,10);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;25200.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
121.000000;Bt_PvP_1001;상급 유물 - 대인 방어력;1.000000;0.000000;1.000000;ed;3.000000;bt;1.000000;1.000000;(PK방어력%,10);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;25200.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
122.000000;Bt_PvP_1002;상급 유물 - 대인 저항력;1.000000;0.000000;1.000000;ed;3.000000;bt;1.000000;1.000000;(PK육체계저항율+,5);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;25200.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
123.000000;bt_pvp_00_0000;대인 공격력 부스터 Lv 1;1.000000;0.000000;1.000000;ed;2.000000;bt;10.000000;1.000000;(PK공격력%,2);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;999.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;25.000000;5.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
124.000000;bt_pvp_00_0001;대인 공격력 부스터 Lv 2;1.000000;0.000000;1.000000;ed;2.000000;bt;2.000000;0.000000;(PK공격력%,6);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;999.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;25.000000;4.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
