no;t_id;t_이름;t_비고;t_프로필사진;t_model;model1;bulletspd;tranceforce;shaketime;shakex;shakey;shakez;t_iconb;t_icons;t_등장fx;t_탑승fx;t_하차fx;t_selffx;t_selffx1;t_selffx2;t_hitfx;t_dmgfx;t_cdmgfx;t_활강날개fx;2nd_pick_range;t_안장코드;t_기본 장착 안장;t_bridlefx;t_mststyle;t_psnstyle;모델타입;일반애니스피드_리액션제외;이동애니스피드;공격애니스피드;buffsize;marksize;heightoffset;defaultheight;t_로비위치;비행idle사용여부;로비애니속도;t_활강사운드;waterdummy;fx발생레벨조건1;t_조건fx1;fx발생레벨조건2;t_조건fx2;fx발생레벨조건3;t_조건fx3;사이즈변경레벨1;사이즈변경1;사이즈변경레벨2;사이즈변경2;사이즈변경레벨3;사이즈변경3;invisible;충돌실린더반지름;충돌실린더높이;cyloffset;nocombatbind
537.000000;F_f07_gorilra_0002;숲 고릴라;;ForestGorillaDC_Pet.png;ForestGorillaDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000416_P;Icon_500000416_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;*;*;*;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.600000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
538.000000;F_f07_gorilra_0003;고릴라1;;empty_pet.png;GoriHumbDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000000;Icon_500000000;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;*;*;*;*;20.000000;*;*;CM_COM_01.TrainNom_Co_R_No_00;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;1.700000;0.000000;0.000000;p1;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_speeding_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;1.500000;0.000000
539.000000;F_f07_gorilra_0004;고릴라1;;empty_pet.png;GoriHumbDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000000;Icon_500000000;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;*;*;*;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.400000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;1.500000;0.000000
540.000000;F_f07_gorilra_0005;고릴라2;;GoriWhiteDC.png;GoriWhiteDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000417;Icon_500000417;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;*;*;*;*;20.000000;*;*;CM_COM_01.TrainNom_Co_R_No_00;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;1.700000;0.000000;0.000000;p1;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_speeding_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
541.000000;F_f07_gorilra_0006;고릴라2;;GoriWhiteDC_Pet.png;GoriWhiteDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000417_P;Icon_500000417_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;*;*;*;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.600000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
542.000000;F_F05_Scolpi_0001;대왕 집게 전갈;;empty_pet.png;BigScolpion.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000000;Icon_500000000;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;*;*;*;*;20.000000;*;*;CM_COM_01.TrainNom_Co_R_No_00;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;1.700000;0.000000;0.000000;p1;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_speeding_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;1.500000;0.000000
543.000000;F_F05_Scolpi_0002;대왕 집게 전갈;;empty_pet.png;BigScolpion.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000000;Icon_500000000;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;*;*;*;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.400000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;1.500000;0.000000
544.000000;F_F05_caspert_0001;새끼 캐스퍼트;;empty_pet.png;YcaspertDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000000;Icon_500000000;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;*;*;*;*;20.000000;*;*;CM_COM_01.TrainNom_Co_R_No_00;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;1.700000;0.000000;0.000000;p1;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_speeding_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;1.500000;0.000000
545.000000;F_F05_caspert_0002;새끼 캐스퍼트;;empty_pet.png;YcaspertDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000000;Icon_500000000;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;*;*;*;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.400000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;1.500000;0.000000
546.000000;F_F04_WhiteOwl_0001;강철 발톱 로커스;;WhiteOwlDC.png;WhiteOwlADC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000106;Icon_500000106;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;*;*;*;*;20.000000;*;*;CM_COM_01.TrainNom_Co_R_No_00;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;1.700000;0.000000;0.000000;p1;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
547.000000;F_F04_WhiteOwl_0002;강철 발톱 로커스;;WhiteOwlDC_Pet.png;WhiteOwlADC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000106_P;Icon_500000106_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;*;*;*;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.600000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
548.000000;F_F04_DrLight_0001;거친 바람 슬레이브;사용 안함;DragLightDC.png;DragLightDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000099;Icon_500000099;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;DragCaras_Hit_01;*;*;*;20.000000;*;*;CM_COM_01.TrainNom_Co_R_No_00;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;1.000000;0.000000;0.000000;p1;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;3.200000;7.000000;-3.500000;0.000000
549.000000;F_F04_DrLight_0002;거친 바람 슬레이브;사용 안함;DragLightDC_Pet.png;DragLightDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000099_P;Icon_500000099_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;DragCaras_Hit_01;*;*;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.200000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;3.200000;7.000000;-3.500000;0.000000
550.000000;F_d22_Night_0001;고스트 엠브라;공역의 틈새;GhostNightDC.png;GhostNightDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000222;Icon_500000222;*;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;*;*;*;20.000000;*;*;CM_COM_01.TrainNom_Co_R_No_00;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;1.700000;0.000000;0.000000;p1;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
551.000000;F_d22_Night_0002;고스트 엠브라;공역의 틈새;GhostNightDC_Pet.png;GhostNightDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000222_P;Icon_500000222_P;*;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;*;*;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.400000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
552.000000;F_d22_Pega_0001;고스트 마스토;공역의 틈새;GhostPegaDC.png;GhostPegaDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000223;Icon_500000223;*;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;*;*;*;20.000000;*;*;CM_COM_01.TrainNom_Co_R_No_00;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;1.700000;0.000000;0.000000;p1;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
553.000000;F_d22_Pega_0002;고스트 마스토;공역의 틈새;GhostPegaDC_Pet.png;GhostPegaDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000223_P;Icon_500000223_P;*;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;*;*;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.400000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
554.000000;F_f04_GLtlDra_0001;황금 라이쿠;이벤트용;LittleDragonGDC.png;LittleDragonGDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000224;Icon_500000224;CM_COM_01.BoardDown_Co_R_No_02;*;*;com_fellow_01.FeSelf_00_CO_D_FI_08;*;*;FeLittleDra_Hit_01;asteras_dmg_01.dmg_dc_cm_no_00;Asteras_DMG_01.CDMG_Dc_CM_NO_00;*;20.000000;*;*;CM_COM_01.TrainNom_Co_R_No_00;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;1.700000;0.000000;0.000000;p1;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
555.000000;F_f04_GLtlDra_0002;황금 라이쿠;이벤트용;LittleDragonGDC_Pet.png;LittleDragonGDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000224_P;Icon_500000224_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;com_fellow_01.FeSelf_00_CO_D_FI_08;*;*;FeLittleDra_Hit_01;asteras_dmg_01.dmg_dc_cm_no_00;Asteras_DMG_01.CDMG_Dc_CM_NO_00;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.600000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
556.000000;F_F04_DrRaba00_0001;영광의 블라바;길드 1 보상 1;DragRabaADC.png;DragRabaADC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000225;Icon_500000225;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;DragCaras_Hit_01;*;*;*;20.000000;A;DragRabaSaddleGA;CM_COM_01.TrainNom_Co_R_No_00;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;1.700000;0.000000;0.000000;p2;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;3.000000;0.000000;0.000000
557.000000;F_F04_DrRaba00_0002;영광의 블라바;길드 1 보상 1 펫;DragRabaADC_Pet.png;DragRabaADC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000225_P;Icon_500000225_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;DragCaras_Hit_01;*;*;*;20.000000;A;DragRabaSaddleGA;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.400000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;3.000000;0.000000;0.000000
558.000000;F_F04_DrRaba01_0001;영광의 블라바;길드 1 보상 2;DragRabaCDC.png;DragRabaCDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000227;Icon_500000227;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;DragCaras_Hit_01;*;*;*;20.000000;B;DragRabaSaddleGB;CM_COM_01.TrainNom_Co_R_No_00;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;1.700000;0.000000;0.000000;p2;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;3.000000;0.000000;0.000000
559.000000;F_F04_DrRaba01_0002;영광의 블라바;길드 1 보상 2 펫;DragRabaCDC_Pet.png;DragRabaCDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000227_P;Icon_500000227_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;DragCaras_Hit_01;*;*;*;20.000000;B;DragRabaSaddleGB;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.400000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;3.000000;0.000000;0.000000
560.000000;F_F04_YDra00_0001;명예의 쥬레니온;길드 1 보상 3;YouthDragGDC.png;YouthDragGDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000229;Icon_500000229;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;DragCaras_Hit_01;*;*;*;20.000000;A;YouthDragSaddleGA;CM_COM_01.TrainNom_Co_R_No_00;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;1.700000;0.000000;0.000000;p1;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;4.000000;0.000000;0.000000
561.000000;F_F04_YDra00_0002;명예의 쥬레니온;길드 1 보상 3 펫;YouthDragGDC_Pet.png;YouthDragGDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000229_P;Icon_500000229_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;DragCaras_Hit_01;*;*;*;20.000000;A;YouthDragSaddleGA;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.400000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;4.000000;0.000000;0.000000
562.000000;F_F04_YDra01_0001;명예의 쥬레니온;길드 2 보상 1;YouthDragGDC.png;YouthDragGDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000229;Icon_500000229;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;DragCaras_Hit_01;*;*;*;20.000000;B;YouthDragSaddleGB;CM_COM_01.TrainNom_Co_R_No_00;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;1.700000;0.000000;0.000000;p1;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;4.000000;0.000000;0.000000
563.000000;F_F04_YDra01_0002;명예의 쥬레니온;길드 2 보상 1 펫;YouthDragGDC_Pet.png;YouthDragGDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000229_P;Icon_500000229_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;DragCaras_Hit_01;*;*;*;20.000000;B;YouthDragSaddleGB;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.400000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;4.000000;0.000000;0.000000
564.000000;F_F04_YDra02_0001;명예의 쥬레니온;길드 2 보상 2;YouthDragHDC.png;YouthDragHDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000230;Icon_500000230;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;DragCaras_Hit_01;*;*;*;20.000000;C;YouthDragSaddleGC;CM_COM_01.TrainNom_Co_R_No_00;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;1.700000;0.000000;0.000000;p1;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;4.000000;0.000000;0.000000
565.000000;F_F04_YDra02_0002;명예의 쥬레니온;길드 2 보상 2 펫;YouthDragHDC_Pet.png;YouthDragHDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000230_P;Icon_500000230_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;DragCaras_Hit_01;*;*;*;20.000000;C;YouthDragSaddleGC;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.400000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;4.000000;0.000000;0.000000
566.000000;F_F04_YDra03_0001;명예의 쥬레니온;길드 2 보상 3;YouthDragHDC.png;YouthDragHDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000230;Icon_500000230;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;DragCaras_Hit_01;*;*;*;20.000000;D;YouthDragSaddleGD;CM_COM_01.TrainNom_Co_R_No_00;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;1.700000;0.000000;0.000000;p1;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;4.000000;0.000000;0.000000
567.000000;F_F04_YDra03_0002;명예의 쥬레니온;길드 2 보상 3 펫;YouthDragHDC_Pet.png;YouthDragHDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000230_P;Icon_500000230_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;DragCaras_Hit_01;*;*;*;20.000000;D;YouthDragSaddleGD;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.400000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;4.000000;0.000000;0.000000
568.000000;F_F05_YCasp00_0001;은총의 캐스퍼트;길드 3 보상 1;YcaspertCDC.png;YcaspertCDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000233;Icon_500000233;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;DragCaras_Hit_01;*;*;*;20.000000;A;YcaspertSaddleGA;CM_COM_01.TrainNom_Co_R_No_00;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;1.700000;0.000000;0.000000;p2;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_speeding_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
569.000000;F_F05_Ycasp00_0002;은총의 캐스퍼트;길드 3 보상 1 펫;YcaspertCDC_Pet.png;YcaspertCDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000233_P;Icon_500000233_P;*;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;*;*;*;20.000000;A;YcaspertSaddleGA;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.700000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
570.000000;F_F05_Ycasp01_0001;은총의 캐스퍼트;길드 3 보상 2;YcaspertBDC.png;YcaspertBDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000232;Icon_500000232;*;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;*;*;*;20.000000;B;YcaspertSaddleGB;CM_COM_01.TrainNom_Co_R_No_00;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;1.700000;0.000000;0.000000;p2;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_speeding_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
571.000000;F_F05_Ycasp01_0002;은총의 캐스퍼트;길드 3 보상 2 펫;YcaspertBDC_Pet.png;YcaspertBDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000232_P;Icon_500000232_P;*;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;*;*;*;20.000000;B;YcaspertSaddleGB;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.700000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
572.000000;F_F05_Ycasp02_0001;은총의 캐스퍼트;길드 3 보상 3;YcaspertBDC.png;YcaspertBDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000232;Icon_500000232;*;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;*;*;*;20.000000;C;YcaspertSaddleGC;CM_COM_01.TrainNom_Co_R_No_00;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;1.700000;0.000000;0.000000;p2;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_speeding_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
573.000000;F_F05_Ycasp02_0002;은총의 캐스퍼트;길드 3 보상 3 펫;YcaspertBDC_Pet.png;YcaspertBDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000232_P;Icon_500000232_P;*;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;*;*;*;20.000000;C;YcaspertSaddleGC;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.700000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
