t_id;t_이름;개발용;요구레벨;제한레벨;아이템레벨;t_사용클래스;t_랜덤적용클래스;t_사용가능성별;등급;t_장신구타입;내구도;매입가;처분가;물리_최소공격력;물리_최대공격력;마법_방어력;t_장착효과1;t_장착효과2;t_장착효과3;t_장착효과4;랜덤옵션적용여부;랜덤옵션개수_최소;랜덤옵션개수_최대;t_옵션적용비율;t_가변 항목;가변 항목 최소;가변 항목 최대;강화제한;t_강화확률;드랍불가;거래불능;처분불능;파괴불능;t_드랍시레벨검사;t_귀속;t_귀속대상;귀속해제횟수;t_사용제한;염색여부;t_판매대행분류;t_스킬효과;드랍시레벨검사무시;사용기간;t_gradeupcodekey;t_gradeupresult;t_분해아이디;t_추출아이디;봉인석중복장착여부;봉인된펠로우장착슬롯수;봉인된펠로우장착슬롯수_최소;봉인된펠로우장착슬롯수_최대;useleveloption;levelweight;overrisemax;t_overriseid;t_overriseid2;t_overriseid3;contentslevel;통합채널사용불가;리버스강화제한;lvup;itemexp;t_overrisematid1;t_overrisematid2;t_화폐설정id
AC0_0_2264;PvP 반지 II;0.000000;30.000000;0.000000;41.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;32454.000000;3246.000000;0.000000;0.000000;40.000000;(마법극대력+,1000);*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0119;AC0_EV_4_0_0117;Hero_0030_ri;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;30.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_2265;PvP 반지 III;0.000000;30.000000;0.000000;41.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;32454.000000;3246.000000;0.000000;0.000000;40.000000;(PK공격력%,100);(치명타피해감소+,500);*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0120;AC0_EV_4_0_0118;Hero_0030_ri;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;30.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_2266;PvP 반지 IV;0.000000;30.000000;0.000000;41.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;32454.000000;3246.000000;0.000000;0.000000;40.000000;(PK방어력%,100);(치명타피해감소+,1000);*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0121;AC0_EV_4_0_0119;Hero_0030_ri;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;30.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_2267;PvP 반지 V;0.000000;30.000000;0.000000;41.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;32454.000000;3246.000000;0.000000;0.000000;40.000000;(PK육체계저항율+,100);(치명타피해감소+,2000);*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0122;AC0_EV_4_0_0120;Hero_0030_ri;*;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;30.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_2271;타무스의 반지;0.000000;7.000000;0.000000;18.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ri;30.000000;969.000000;97.000000;0.000000;0.000000;20.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0123;AC0_EV_4_0_0121;Elite_0005_ri;ac_2_7;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;7.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_1_2271;타무스의 목걸이;0.000000;7.000000;0.000000;18.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ne;30.000000;1373.000000;138.000000;0.000000;0.000000;40.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0124;AC0_EV_4_0_0122;Elite_0005_ne;ac_2_7;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;7.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_0_2272;왕실 근위대의 반지;0.000000;16.000000;0.000000;29.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;353.000000;36.000000;0.000000;0.000000;30.000000;(최대HP+,233);*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0125;AC0_EV_4_0_0123;Hero_0015_ri;ac_3_16;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;16.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_2281;왕실 근위대의 반지;0.000000;16.000000;0.000000;29.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;353.000000;36.000000;0.000000;0.000000;30.000000;(최대HP+,233);*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0126;AC0_EV_4_0_0124;Hero_0015_ri;ac_3_16;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;16.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_2282;왕실 근위대의 반지;0.000000;16.000000;0.000000;29.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;353.000000;36.000000;0.000000;0.000000;30.000000;(최대HP+,233);*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0127;AC0_EV_4_0_0125;Hero_0015_ri;ac_3_16;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;16.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_2283;왕실 근위대의 반지;0.000000;16.000000;0.000000;29.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;353.000000;36.000000;0.000000;0.000000;30.000000;(최대HP+,233);*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0128;AC0_EV_4_0_0126;Hero_0015_ri;ac_3_16;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;16.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_2284;왕실 근위대의 반지;0.000000;16.000000;0.000000;29.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;353.000000;36.000000;0.000000;0.000000;30.000000;(최대HP+,233);*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0129;AC0_EV_4_0_0127;Hero_0015_ri;ac_3_16;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;16.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_2273;기사단장의 해골 반지;0.000000;15.000000;0.000000;34.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;9277.000000;928.000000;0.000000;0.000000;34.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0130;AC0_EV_4_0_0128;Hero_0015_ri;ac_3_15;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;15.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_2274;구스트의 흡혈 반지;0.000000;20.000000;0.000000;39.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;15632.000000;1564.000000;0.000000;0.000000;39.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0131;AC0_EV_4_0_0129;Hero_0020_ri;ac_3_20;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_2275;램브란트의 흡혈 반지;0.000000;20.000000;0.000000;39.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;15632.000000;1564.000000;0.000000;0.000000;39.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0132;AC0_EV_4_0_0130;Hero_0020_ri;ac_3_20;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_2276;켈로네의 반지;0.000000;20.000000;0.000000;28.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ri;30.000000;8358.000000;836.000000;0.000000;0.000000;29.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0133;AC0_EV_4_0_0131;Elite_0020_ri;ac_2_20;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_0_2277;드래곤 인장;0.000000;25.000000;0.000000;33.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ri;30.000000;14083.000000;1409.000000;0.000000;0.000000;33.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0134;AC0_EV_4_0_0132;Elite_0025_ri;ac_2_25;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;25.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_1_2272;아슈람의 기운;0.000000;25.000000;0.000000;33.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ne;30.000000;19951.000000;1996.000000;0.000000;0.000000;67.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0135;AC0_EV_4_0_0133;Elite_0025_ne;ac_2_25;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;25.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_1_2273;마투콘틴의 목걸이;0.000000;27.000000;0.000000;46.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ne;30.000000;45977.000000;4598.000000;0.000000;0.000000;90.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0136;AC0_EV_4_0_0134;Hero_0025_ne;ac_3_27;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;27.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_2278;제페토의 부활 반지;0.000000;27.000000;0.000000;46.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;32454.000000;3246.000000;0.000000;0.000000;45.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0137;AC0_EV_4_0_0135;Hero_0025_ri;ac_3_27;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;27.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
pvpAC0_1_2528;하급 사냥꾼의 목걸이;0.000000;30.000000;0.000000;36.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ne;30.000000;27285.000000;2729.000000;0.000000;0.000000;72.000000;(PK육체계저항율+,12);*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0138;AC0_EV_4_0_0136;pvp_2528_ac;ac_2_30;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;30.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
pvpAC0_0_2528;하급 사냥꾼의 반지;0.000000;30.000000;0.000000;36.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ri;30.000000;19260.000000;1926.000000;0.000000;0.000000;36.000000;(PK육체계저항율+,7);*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0139;AC0_EV_4_0_0137;pvp_2528_ac;ac_2_30;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;30.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
pvpAC0_1_3033;중급 사냥꾼의 목걸이;0.000000;35.000000;0.000000;43.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ne;30.000000;45977.000000;4598.000000;0.000000;0.000000;178.000000;(PK육체계저항율+,14);*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0140;AC0_EV_4_0_0138;pvp_3033_ac;ac_2_35;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;35.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
pvpAC0_0_3033;중급 사냥꾼의 반지;0.000000;35.000000;0.000000;43.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ri;30.000000;32454.000000;3246.000000;0.000000;0.000000;88.000000;(PK육체계저항율+,8);*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0141;AC0_EV_4_0_0139;pvp_3033_ac;ac_2_35;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;35.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
pvpAC0_1_3538;상급 사냥꾼의 목걸이;0.000000;40.000000;0.000000;61.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ne;30.000000;77473.000000;7748.000000;0.000000;0.000000;250.000000;(PK육체계저항율+,16);*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0142;AC0_EV_4_0_0140;pvp_3538_ac;ac_3_40;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;40.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
pvpAC0_0_3538;상급 사냥꾼의 반지;0.000000;40.000000;0.000000;61.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;54687.000000;5469.000000;0.000000;0.000000;124.000000;(PK육체계저항율+,9);*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0143;AC0_EV_4_0_0141;pvp_3538_ac;ac_3_40;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;40.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
pvpAC0_1_4043;최상급 사냥꾼의 목걸이;0.000000;1.000000;0.000000;16.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ne;30.000000;130547.000000;13055.000000;0.000000;0.000000;36.000000;(PK육체계저항율+,18);*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0144;AC0_EV_4_0_0142;*;ac_3_1;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
pvpAC0_0_4043;최상급 사냥꾼의 반지;0.000000;1.000000;0.000000;16.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;92151.000000;9216.000000;0.000000;0.000000;18.000000;(PK육체계저항율+,10);*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0145;AC0_EV_4_0_0143;*;ac_3_1;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_2279;데비의 원한;0.000000;34.000000;0.000000;55.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;67380.000000;6738.000000;0.000000;0.000000;55.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0146;AC0_EV_4_0_0144;Hero_0030_ri;ac_3_34;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;34.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_2280;데비의 분노;0.000000;34.000000;0.000000;55.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;67380.000000;6738.000000;0.000000;0.000000;55.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0147;AC0_EV_4_0_0145;Hero_0030_ri;ac_3_34;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;34.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_1_2274;비스무트의 술통;0.000000;30.000000;0.000000;49.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ne;30.000000;117610.000000;11761.000000;0.000000;0.000000;96.000000;(쿨타임%,-10);*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0148;AC0_EV_4_0_0146;Hero_0030_ne;ac_3_30;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;30.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_1_2275;비스무트의 술잔;0.000000;30.000000;0.000000;49.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ne;30.000000;117610.000000;11761.000000;0.000000;0.000000;96.000000;(캐스팅속도%,-10);*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0149;AC0_EV_4_0_0147;Hero_0030_ne;ac_3_30;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;30.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_2290;비스무트의 반지;0.000000;30.000000;0.000000;49.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;58805.000000;5880.500000;0.000000;0.000000;48.000000;(최대HP+,383);*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0150;AC0_EV_4_0_0148;Hero_0030_ri;ac_3_30;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;30.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_30000;수비대의 강인한 반지;0.000000;23.000000;0.000000;30.000000;GD_WR;GD;*;2.000000;ri;30.000000;353.000000;36.000000;0.000000;0.000000;31.000000;(최대HP+,240);*;*;*;0.000000;2.000000;2.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0151;AC0_EV_4_0_0149;Elite_0020_ri;ac_2_23;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;23.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_0_30001;수비대의 지혜로운 반지;0.000000;23.000000;0.000000;30.000000;AC_WZ_PR_DO_MG;WZ;*;2.000000;ri;30.000000;353.000000;36.000000;0.000000;0.000000;31.000000;(최대HP+,90);*;*;*;0.000000;2.000000;2.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0152;AC0_EV_4_0_0150;Elite_0020_ri;ac_2_23;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;23.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_0_30002;수비대의 재빠른 반지;0.000000;23.000000;0.000000;30.000000;TF;TF;*;2.000000;ri;30.000000;353.000000;36.000000;0.000000;0.000000;31.000000;(최대HP+,90);*;*;*;0.000000;2.000000;2.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0153;AC0_EV_4_0_0151;Elite_0020_ri;ac_2_23;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;23.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_0_30003;바람 민병단의 강인한 반지;0.000000;27.000000;0.000000;34.000000;GD_WR;GD;*;2.000000;ri;30.000000;353.000000;36.000000;0.000000;0.000000;34.000000;(최대HP+,270);*;*;*;0.000000;2.000000;2.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0154;AC0_EV_4_0_0152;Elite_0025_ri;ac_2_27;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;27.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_0_30004;바람 민병단의 지혜로운 반지;0.000000;27.000000;0.000000;34.000000;AC_WZ_PR_DO_MG;WZ;*;2.000000;ri;30.000000;353.000000;36.000000;0.000000;0.000000;34.000000;(최대HP+,100);*;*;*;0.000000;2.000000;2.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0155;AC0_EV_4_0_0153;Elite_0025_ri;ac_2_27;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;27.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_0_30005;바람 민병단의 재빠른 반지;0.000000;27.000000;0.000000;34.000000;TF;TF;*;2.000000;ri;30.000000;353.000000;36.000000;0.000000;0.000000;34.000000;(최대HP+,100);*;*;*;0.000000;2.000000;2.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0156;AC0_EV_4_0_0154;Elite_0025_ri;ac_2_27;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;27.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_0_30006;크로쿤족의 강인한 반지;0.000000;31.000000;0.000000;40.000000;GD_WR;GD;*;2.000000;ri;30.000000;353.000000;36.000000;0.000000;0.000000;41.000000;(최대HP+,315);*;*;*;0.000000;2.000000;2.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0157;AC0_EV_4_0_0155;Elite_0030_ri;ac_2_31;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;31.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
