t_id;t_이름;t_시나리오;t_스킬효과;t_사용영역;등급;재사용시간;매입가;처분가;중첩갯수;거래불능;처분불능;파괴불능;truekeeping;t_귀속;t_귀속대상;통합채널사용불가
QU_0_3_0050;자다란 마을 보증서;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0051;붉은 포자나무잎;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0052;무두질 도구;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0053;훔친 물건;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0054;크로쿤 전사의 눈;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0055;라단의 조각;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;0.000000;1.000000;none;ch;0.000000
QU_0_3_0056;암흑의 정수;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0062;텔리오 금화(카를레앙대저택);*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;0.000000;1.000000;none;ch;0.000000
QU_0_3_0064;텔리오 은화(얼어붙은폐허);*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;0.000000;1.000000;none;ch;0.000000
QU_0_3_0065;텔리오 금화(얼어붙은폐허);*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;0.000000;1.000000;none;ch;0.000000
QU_0_3_0066;(구)텔리오 동화(베일에싸인동굴);*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;0.000000;1.000000;none;ch;0.000000
QU_0_3_0067;텔리오 은화(베일에싸인동굴);*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;0.000000;1.000000;none;ch;0.000000
QU_0_3_0068;텔리오 금화(베일에싸인동굴);*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;0.000000;1.000000;none;ch;0.000000
QU_0_3_0069;(구)텔리오 동화(파를라크얼음성);*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;0.000000;1.000000;none;ch;0.000000
QU_0_3_0070;텔리오 은화(파를라크얼음성);*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;0.000000;1.000000;none;ch;0.000000
QU_0_3_0071;텔리오 금화(파를라크얼음성);*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;0.000000;1.000000;none;ch;0.000000
QU_0_3_0072;곰가죽;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0073;푸줏간 고기몽둥이;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0074;약혼반지 한 짝;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0075;투박한 나무 조각상;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0076;양초가 든 상자;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0077;반지가 든 상자;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0078;새 고기;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;0.000000;1.000000;none;ch;0.000000
QU_0_3_0079;돈 주머니;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;0.000000;1.000000;none;ch;0.000000
QU_0_3_0080;성냥;*;*;*;1.000000;0.000000;1000.000000;100.000000;20.000000;0.000000;0.000000;0.000000;1.000000;none;ch;0.000000
QU_0_3_0081;조잡한 반지;*;*;*;1.000000;0.000000;1000.000000;100.000000;20.000000;0.000000;0.000000;0.000000;1.000000;none;ch;0.000000
QU_0_3_0082;따뜻한 신발;*;*;*;1.000000;0.000000;1000.000000;100.000000;20.000000;0.000000;0.000000;0.000000;1.000000;none;ch;0.000000
QU_0_3_0083;무섭게 생긴 인형;*;*;*;1.000000;0.000000;1000.000000;100.000000;20.000000;0.000000;0.000000;0.000000;1.000000;none;ch;0.000000
QU_0_3_0084;쓸 만한 목재;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0085;설계도;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0086;꽃다발;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0087;엑자란 유물;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0088;유골;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0089;나무 수액;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0090;스칸 공적단이 설치한 폭탄;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0091;약탈당한 물건;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0092;오플라이엄 채취도구;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0093;오플라이엄;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0094;마줄란의 고급상자;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0095;마줄란의 물품상자;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0096;마줄란의 물건자루;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0098;진타란의 물이 꽉찬 물통;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0099;성장이 더딘 당근;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0100;성장이 더딘 수박;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0101;오염된 야채;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0102;성장 촉진제;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0103;스칸 공적단 강하폭탄;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;0.000000;1.000000;none;ch;0.000000
QU_0_3_0104;부유섬 설계도면;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0105;부유섬 기술도면;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0106;제니퍼의 작업상자;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0107;라니아 공주의 수정구;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0108;마계 기운이 서린 돌조각;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;0.000000;1.000000;none;ch;0.000000
QU_0_3_0109;엘로라 여신의 기운;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0110;신의 수리 도구 ;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_1_3_0099;그라스의 뼈;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_1_3_0100;광채나무의 뿌리 분말;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_1_3_0101;위습의 빛 무리;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_1_3_0102;펠로우 기력 회복제;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_1_3_0103;늑대인간 계획서;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_1_3_0104;천연 폭포수;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_1_3_0105;켈우즈 약초;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_1_3_0106;카브임 신도의 목걸이;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_1_3_0108;인형의 재;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_1_3_0110;블러디 럼;*;*;*;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0001;크로우토르투스섀도우레나부상병(벌목지);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0002;크로우레나부상병(벌목지);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0003;토르투스(늑대소굴);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0004;크로우쿠할란토르투스(신룡기사단);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0005;크로우(신룡기사단);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0006;쿠할란(신룡기사단);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0007;토르투스(늑대소굴);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0008;어린목동제프(직할령);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0009;비하인드(수도성);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0010;안데르에카테리나(수도성);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0011;나무 요정 치키 (알렉스 옆);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0012;나무 요정 치키 (광채나무 캠프);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0013;케플리 싱어(라단의 제물);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0014;케플리 싱어(왕국 사제);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0015;시녀 리스리나메이(카를레앙);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0016;이누기(착한브라기);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0017;커티스와흑표범;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0018;커티스(펠로우없음);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0019;커티스의 흑표범;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0020;크로우(수도성);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0021;하카나스산서프스 포탈 이동사;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0022;카브임 강화장치;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0023;숨겨진 석판;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0024;리크;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0025;해리;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0026;리크(퀘스트);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0027;해리(퀘스트);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0028;고등마법사 리네타(훈련장앞);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0029;고등마법사 리네타(성벽앞);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0030;고등마법사 리네타(엘그레인농장);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0031;비하인드 스케일(엘그레인농장);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0032;대장군 러셀(훈련장);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0033;상급 마법사 호메르;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0034;상급 마법사 호메르;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0035;레나 <카를레앙 대저택>;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0036;레나 <돌개바람 언덕>;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0037;레나 <하카나스 수도성>;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0038;철문<훈련장>;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0039;섀도우 클랜 마린;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0040;러셀;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0041;스키프스;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0042;철문<북문>;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0043;토르투스(북부유적폐허 투명);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_0_0044;고등마법사 리네타(하카나스 수도성);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0001;조디앤디로이(멸공시작지역);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0002;에롤(드래곤);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0003;에롤(고공캠프);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0004;에롤(신전);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0005;오스카(고공캠프);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0006;오스카(신전);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0007;오스카(퀘스트완료후);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0008;엘로라의 기운;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0009;올리비에의 와이번;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0010;거대 여신 석상;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0011;거대 여신 석상(이펙트);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0012;에롤(루플라 옆);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_3_0001;시이사(갈대바람마을);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_3_0002;시이사(수비대기지);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_3_0003;시이사(해적단마을);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_3_0004;시이사(생명의호수);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_3_0005;멜리사(해적단기지);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_3_0006;멜리사(유령선앞);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_3_0007;의문의 여인(태양망루);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_3_0008;의문의 여인(야수울음);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_3_0009;의문의 여인(인어의섬);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_3_0010;의문의 여인(폭포마을);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_3_0011;레슐레;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_3_0012;길 잃은 늑대;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_3_0013;길 잃은 늑대(여관);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_3_0014;멜리사(퀘스트완료);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_3_0015;아이샤(영지앞);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_3_0016;아이샤(영지안);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_3_0017;촌장 아들 리드;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_3_0018;성난 무러미 처녀 줄러미;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_3_0019;무러미 처녀 줄러미;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0013;작은 새(비밀 유적);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0014;훈련병 엘사(다리 왼쪽);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0015;나린 (광채나무 숲);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0016;키르샤(북부유적);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0017;물의 거울 A;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0018;물의 거울 B;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0019;물의 거울 C;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0020;물의 거울 D;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0021;물의 거울 E;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0022;여신의 얼굴;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0023;눈나무(죽은);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0024;눈나무(빛나는);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0025;잠들지 못하는 유령;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0026;해적단 등대(불켜짐);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0027;해적단 등대(불꺼짐);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0028;라비니 포포라(직할령);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0029;라비니 포포라(엑자란);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0030;은빛 수반;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0031;선장 블레이더(워프 없음);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0032;선장 블레이더;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_4_0033;줄러미(무러미오 옆);*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_1_3_0107;향기나는 편지;*;*;*;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_9_3_0020;저주받은 안켈리온의 석궁;*;*;*;3.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;0.000000;1.000000;none;ch;0.000000
QU_9_3_0021;거품비늘;*;*;*;1.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;1.000000;none;ch;0.000000
QU_0_3_0111;엑자란 동화;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;0.000000;1.000000;none;ch;0.000000
QU_0_3_0112;엑자란 은화;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;0.000000;1.000000;none;ch;0.000000
QU_0_3_0113;엑자란 금화;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;0.000000;1.000000;none;ch;0.000000
QU_0_3_0114;감옥 열쇠;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0115;스카너의 먹이;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_3_0116;대해 요정의 가루;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
