t_id;t_이름;t_사용클래스;등급;요구레벨;아이템레벨;매입가;처분가;중첩갯수;거래불능;처분불능;파괴불능;t_드랍시레벨검사;t_귀속;wpnenchant;bwpnenchant;swpnenchant;armenchant;accenchant;sfslotcnt;eqbelongcnt;t_사용제한;t_판매대행분류;t_박스연결아이템1;박스연결아이템수량1;박스연결아이템귀속1;t_박스연결아이템2;박스연결아이템수량2;박스연결아이템귀속2;t_박스연결아이템3;박스연결아이템수량3;박스연결아이템귀속3;t_박스연결아이템4;박스연결아이템수량4;박스연결아이템귀속4;t_박스연결아이템5;박스연결아이템수량5;박스연결아이템귀속5;t_박스연결아이템6;박스연결아이템수량6;박스연결아이템귀속6;t_박스연결아이템7;박스연결아이템수량7;박스연결아이템귀속7;t_박스연결아이템8;박스연결아이템수량8;박스연결아이템귀속8;t_박스연결아이템9;박스연결아이템수량9;박스연결아이템귀속9;t_박스연결아이템10;박스연결아이템수량10;박스연결아이템귀속10;사망시사용여부;생성개수;캐쉬;구매제한;사용기간;contentslevel;통합채널사용불가
IT_BX_00_0038;라비니족의 금화x2(거래 가능);WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;1.000000;1.000000;1.000000;999.000000;0.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;QU_0_3_0061;2.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000
IT_BX_00_0039;라비니족의 금화x3(거래 가능);WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;1.000000;1.000000;1.000000;999.000000;0.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;QU_0_3_0061;3.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000
IT_BX_00_0040;라비니족의 금화x5(거래 가능);WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;1.000000;1.000000;1.000000;999.000000;0.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;QU_0_3_0061;5.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000
IT_BX_00_0041;마룡의 정수 x10;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;1.000000;1.000000;1.000000;999.000000;0.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;MA_12_0003;10.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000
IT_BX_00_0042;마룡의 정수 x20;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;1.000000;1.000000;1.000000;999.000000;0.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;MA_12_0003;20.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000
IT_BX_00_0043;마룡의 정수 x30;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;1.000000;1.000000;1.000000;999.000000;0.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;MA_12_0003;30.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000
IT_BX_00_0044;아다만티움 광석 x10;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;MA_1_0005;10.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000
IT_BX_00_0045;에메랄드 원석 x10;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;MA_2_0005;10.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000
IT_BX_00_0046;광택나는 옷감 x10;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;MA_4_0005;10.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000
IT_BX_00_0047;상급 길들이기 비약 x 5;WR_GD_AC_TF_PR_WZ_DO_MG;2.000000;1.000000;1.000000;1.000000;1.000000;999.000000;0.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;MA_9_0054;5.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000
EV_bx_00_0147;발렌타인 초콜릿 상자;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.000000;no;get;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;CA_IT_PO_0020;20.000000;0.000000;CA_IT_PO_0022;10.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000
CA_BX_00_0189;행운이 깃든 샤키바의 징표 x1;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;1.000000;1.000000;1.000000;999.000000;0.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;CR_1_0021;1.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;1.000000;0.000000
CA_BX_00_0190;행운이 깃든 톨루스의 징표 x1;WR_GD_AC_TF_PR_WZ_DO_MG;3.000000;1.000000;1.000000;1.000000;1.000000;999.000000;0.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;CR_1_0022;1.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;1.000000;0.000000
CA_BX_00_0191;행운이 깃든 챠누스의 징표 x1;WR_GD_AC_TF_PR_WZ_DO_MG;3.000000;1.000000;1.000000;1.000000;1.000000;999.000000;0.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;CR_1_0023;1.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;1.000000;0.000000
CA_BX_00_0192;행운이 깃든 베가루스의 징표 x1;WR_GD_AC_TF_PR_WZ_DO_MG;3.000000;1.000000;1.000000;1.000000;1.000000;999.000000;0.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;CR_1_0024;1.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;1.000000;0.000000
CA_BX_00_0193;행운이 깃든 포요의 징표 x1;WR_GD_AC_TF_PR_WZ_DO_MG;3.000000;1.000000;1.000000;1.000000;1.000000;999.000000;0.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;CR_1_0025;1.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;1.000000;0.000000
CA_BX_00_0194;행운이 깃든 파노스의 징표 x1;WR_GD_AC_TF_PR_WZ_DO_MG;3.000000;1.000000;1.000000;1.000000;1.000000;999.000000;0.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;CR_1_0026;1.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;1.000000;0.000000
CA_BX_00_0195;행운이 깃든 타라쿠의 징표 x1;WR_GD_AC_TF_PR_WZ_DO_MG;3.000000;1.000000;1.000000;1.000000;1.000000;999.000000;0.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;CR_1_0027;1.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;1.000000;0.000000
CA_BX_00_0196;행운이 깃든 바쟌의 징표 x1;WR_GD_AC_TF_PR_WZ_DO_MG;3.000000;1.000000;1.000000;1.000000;1.000000;999.000000;0.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;CR_1_0028;1.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;1.000000;0.000000
CA_BX_00_0197;행운이 깃든 로데쉬의 징표 x1;WR_GD_AC_TF_PR_WZ_DO_MG;4.000000;1.000000;1.000000;1.000000;1.000000;999.000000;0.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;CR_1_0029;1.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;1.000000;0.000000
CA_BX_00_0198;행운이 깃든 마튜라의 징표 x1;WR_GD_AC_TF_PR_WZ_DO_MG;3.000000;1.000000;1.000000;1.000000;1.000000;999.000000;0.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;CR_1_0030;1.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;1.000000;0.000000
CA_BX_00_0199;행운이 깃든 본 크노스의 징표 x1;WR_GD_AC_TF_PR_WZ_DO_MG;3.000000;1.000000;1.000000;1.000000;1.000000;999.000000;0.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;CR_1_0031;1.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;1.000000;0.000000
CA_BX_00_0200;펠로우 행운상자 x11;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;1.000000;1.000000;1.000000;999.000000;0.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;CA_RA_00_0069;11.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;1.000000;0.000000
CA_BX_00_0201;강화석 행운상자 x5;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;CA_RA_00_0071;5.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;1.000000;0.000000
CA_BX_00_0202;프리미엄 엘룬 패키지;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.000000;no;get;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;CA_BX_00_0087;1.000000;0.000000;CA_RA_00_0057;1.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;1.000000;3.000000;0.000000;1.000000;0.000000
EV_bx_01_0000;5Lv 장비 세트 (가디언);GD;1.000000;5.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.000000;no;get;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;AR0_002_3_92104_EV2;1.000000;0.000000;AR0_002_4_92104_EV2;1.000000;0.000000;AR0_002_5_92104_EV2;1.000000;0.000000;WE0_021_0_2101_EV2;1.000000;0.000000;SU0_001_0_2101_EV2;1.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;5.000000;0.000000
EV_bx_01_0001;10Lv 장비 세트 (가디언);GD;1.000000;10.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.000000;no;get;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;AR0_002_3_92103_EV2;1.000000;0.000000;AR0_002_4_92103_EV2;1.000000;0.000000;AR0_002_5_92103_EV2;1.000000;0.000000;WE0_015_0_2102_EV2;1.000000;0.000000;SU0_002_0_2102_EV2;1.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;0.000000
EV_bx_01_0002;15Lv 장비 세트 (가디언);GD;1.000000;15.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.000000;no;get;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;AR0_023_3_92154_EV2;1.000000;0.000000;AR0_023_4_92154_EV2;1.000000;0.000000;AR0_023_5_92154_EV2;1.000000;0.000000;WE0_007_0_2151_EV2;1.000000;0.000000;SU0_006_0_2151_EV2;1.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;15.000000;0.000000
EV_bx_01_0003;20Lv 장비 세트 (가디언);GD;1.000000;20.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.000000;no;get;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;AR0_024_2_92203_EV2;1.000000;0.000000;AR0_024_3_92203_EV2;1.000000;0.000000;AR0_024_4_92203_EV2;1.000000;0.000000;AR0_024_5_92203_EV2;1.000000;0.000000;WE0_029_0_2202_EV2;1.000000;0.000000;SU0_007_0_2202_EV2;1.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;20.000000;0.000000
EV_bx_01_0004;25Lv 장비 세트 (가디언);GD;1.000000;25.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.000000;no;get;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;AR0_003_1_93251_EV2;1.000000;0.000000;AR0_003_2_93251_EV2;1.000000;0.000000;AR0_003_3_93251_EV2;1.000000;0.000000;AR0_003_4_93251_EV2;1.000000;0.000000;AR0_003_5_93251_EV2;1.000000;0.000000;WE0_006_0_3281_EV2;1.000000;0.000000;SU0_005_0_3341_EV2;1.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;25.000000;0.000000
EV_bx_01_0005;30Lv 장비 세트 (가디언);GD;1.000000;30.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.000000;no;get;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;AR0_004_1_93306_EV2;1.000000;0.000000;AR0_004_2_93306_EV2;1.000000;0.000000;AR0_004_3_93306_EV2;1.000000;0.000000;AR0_004_4_93306_EV2;1.000000;0.000000;AR0_004_5_93306_EV2;1.000000;0.000000;WE0_003_0_3282_EV2;1.000000;0.000000;SU0_010_0_3351_EV2;1.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;30.000000;0.000000
EV_bx_01_0006;35Lv 장비 세트 (가디언);GD;1.000000;35.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.000000;no;get;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;AR0_004_1_93301_EV2;1.000000;0.000000;AR0_004_2_93301_EV2;1.000000;0.000000;AR0_004_3_93301_EV2;1.000000;0.000000;AR0_004_4_93301_EV2;1.000000;0.000000;AR0_004_5_93301_EV2;1.000000;0.000000;WE0_005_0_3301_EV2;1.000000;0.000000;SU0_010_0_3301_EV2;1.000000;0.000000;WE9_002_0_1251_EV2;1.000000;0.000000;WE8_002_0_1251_EV2;1.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;35.000000;0.000000
EV_bx_01_0007;40Lv 장비 세트 (가디언);GD;1.000000;40.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.000000;no;get;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;AR0_110_1_93551_EV2;1.000000;0.000000;AR0_110_2_93551_EV2;1.000000;0.000000;AR0_110_3_93551_EV2;1.000000;0.000000;AR0_110_4_93551_EV2;1.000000;0.000000;AR0_110_5_93551_EV2;1.000000;0.000000;WE0_009_0_3351_EV2;1.000000;0.000000;SU0_006_0_3401_EV2;1.000000;0.000000;WE9_004_0_2351_EV2;1.000000;0.000000;WE8_004_0_0000_EV2;1.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;40.000000;0.000000
EV_bx_01_0008;5Lv 장비 세트 (버서커);WR;1.000000;5.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.000000;no;get;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;AR1_002_3_92104_EV2;1.000000;0.000000;AR1_002_4_92104_EV2;1.000000;0.000000;AR1_002_5_92104_EV2;1.000000;0.000000;WE1_003_0_2101_EV2;1.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;5.000000;0.000000
EV_bx_01_0009;10Lv 장비 세트 (버서커);WR;1.000000;10.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.000000;no;get;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;AR1_002_3_92103_EV2;1.000000;0.000000;AR1_002_4_92103_EV2;1.000000;0.000000;AR1_002_5_92103_EV2;1.000000;0.000000;WE1_004_0_2102_EV2;1.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;0.000000
EV_bx_01_0010;15Lv 장비 세트 (버서커);WR;1.000000;15.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.000000;no;get;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;AR1_023_3_92154_EV2;1.000000;0.000000;AR1_023_4_92154_EV2;1.000000;0.000000;AR1_023_5_92154_EV2;1.000000;0.000000;WE1_005_0_2151_EV2;1.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;15.000000;0.000000
EV_bx_01_0011;20Lv 장비 세트 (버서커);WR;1.000000;20.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.000000;no;get;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;AR1_004_2_92203_EV2;1.000000;0.000000;AR1_004_3_92203_EV2;1.000000;0.000000;AR1_004_4_92203_EV2;1.000000;0.000000;AR1_004_5_92203_EV2;1.000000;0.000000;WE1_006_0_2202_EV2;1.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;20.000000;0.000000
EV_bx_01_0012;25Lv 장비 세트 (버서커);WR;1.000000;25.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.000000;no;get;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;AR1_003_1_93251_EV2;1.000000;0.000000;AR1_003_2_93251_EV2;1.000000;0.000000;AR1_003_3_93251_EV2;1.000000;0.000000;AR1_003_4_93251_EV2;1.000000;0.000000;AR1_003_5_93251_EV2;1.000000;0.000000;WE1_009_0_3281_EV2;1.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;25.000000;0.000000
EV_bx_01_0013;30Lv 장비 세트 (버서커);WR;1.000000;30.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.000000;no;get;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;AR1_004_1_93306_EV2;1.000000;0.000000;AR1_004_2_93306_EV2;1.000000;0.000000;AR1_004_3_93306_EV2;1.000000;0.000000;AR1_004_4_93306_EV2;1.000000;0.000000;AR1_004_5_93306_EV2;1.000000;0.000000;WE1_015_0_3282_EV2;1.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;30.000000;0.000000
EV_bx_01_0014;35Lv 장비 세트 (버서커);WR;1.000000;35.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.000000;no;get;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;AR1_004_1_93301_EV2;1.000000;0.000000;AR1_004_2_93301_EV2;1.000000;0.000000;AR1_004_3_93301_EV2;1.000000;0.000000;AR1_004_4_93301_EV2;1.000000;0.000000;AR1_004_5_93301_EV2;1.000000;0.000000;WE1_012_0_3301_EV2;1.000000;0.000000;WE9_002_0_1251_EV2;1.000000;0.000000;WE8_002_0_1251_EV2;1.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;35.000000;0.000000
EV_bx_01_0015;40Lv 장비 세트 (버서커);WR;1.000000;40.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.000000;no;get;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;AR1_107_1_93551_EV2;1.000000;0.000000;AR1_107_2_93551_EV2;1.000000;0.000000;AR1_107_3_93551_EV2;1.000000;0.000000;AR1_107_4_93551_EV2;1.000000;0.000000;AR1_107_5_93551_EV2;1.000000;0.000000;WE1_029_0_3351_EV2;1.000000;0.000000;WE9_004_0_2351_EV2;1.000000;0.000000;WE8_004_0_0000_EV2;1.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;40.000000;0.000000
