t_id;t_이름;개발용;요구레벨;제한레벨;아이템레벨;t_사용클래스;t_랜덤적용클래스;t_사용가능성별;등급;t_장착파츠;t_보조타입;재사용시간;t_속성타입;방어_속성_게이지;물리_방어력;마법_방어력;블럭데미지감소;내구도;매입가;처분가;t_장착효과1;t_장착효과2;t_장착효과3;t_장착효과4;랜덤옵션적용여부;랜덤옵션개수_최소;랜덤옵션개수_최대;t_옵션적용비율;t_가변 항목;가변 항목 최소;가변 항목 최대;강화제한;t_강화확률;드랍불가;거래불능;처분불능;파괴불능;t_드랍시레벨검사;t_귀속;t_귀속대상;귀속해제횟수;t_사용제한;염색여부;t_판매대행분류;t_스킬효과;드랍시레벨검사무시;사용기간;t_gradeupcodekey;t_gradeupresult;t_분해아이디;t_추출아이디;useleveloption;levelweight;overrisemax;t_overriseid;t_overriseid2;t_overriseid3;contentslevel;통합채널사용불가;리버스강화제한;lvup;itemexp;봉인석중복장착여부;t_overrisematid1;t_overrisematid2
SU0_007_0_2204;백작의 방패;0.000000;20.000000;0.000000;28.000000;GD;GD;*;2.000000;su;sd;0.000000;no;0.000000;292.000000;233.000000;24.000000;100.000000;13895.000000;1390.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;10.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0160;SU0_ca2_3_0160;Elite_0020_sd;su_2_20;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU0_003_0_2255;설인족의 방패;0.000000;25.000000;0.000000;33.000000;GD;GD;*;2.000000;su;sd;0.000000;no;0.000000;337.000000;269.000000;29.000000;100.000000;23413.000000;2342.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;15.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0161;SU0_ca2_3_0161;Elite_0025_sd;su_2_25;0.000000;0.000000;0.000000;*;*;*;25.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU0_004_0_2306;광신도의 방패;0.000000;28.000000;0.000000;36.000000;GD;GD;*;2.000000;su;sd;0.000000;no;0.000000;364.000000;291.000000;34.000000;100.000000;35543.000000;3554.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;15.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0162;SU0_ca2_3_0162;Elite_0025_sd;su_2_28;0.000000;0.000000;0.000000;*;*;*;28.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU0_005_0_2357;서리군단 정예병의 방패;0.000000;34.000000;0.000000;44.000000;GD;GD;*;2.000000;su;sd;0.000000;no;0.000000;454.000000;363.000000;34.000000;100.000000;66478.000000;6649.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;20.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0163;SU0_ca2_3_0163;Elite_0030_sd;su_2_34;0.000000;0.000000;0.000000;*;*;*;34.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU0_005_0_2407;이즈호라 군단 정예병의 방패;0.000000;38.000000;0.000000;50.000000;GD;GD;*;2.000000;su;sd;0.000000;no;0.000000;526.000000;420.000000;34.000000;100.000000;66478.000000;6649.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;20.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0164;SU0_ca2_3_0164;Elite_0035_sd;su_2_38;0.000000;0.000000;0.000000;*;*;*;38.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU1_002_0_2103;요정의 아티펙트;0.000000;10.000000;0.000000;14.000000;PR;PR;*;2.000000;su;at;0.000000;no;0.000000;59.000000;59.000000;14.000000;50.000000;2285.000000;229.000000;*;*;*;*;0.000000;2.000000;2.000000;*;*;0.000000;0.000000;5.000000;r1;1.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_252;*;0.000000;0.000000;GU_Test_3_0165;SU0_ca2_3_0165;Elite_0010_at;su_2_10;0.000000;0.000000;0.000000;*;*;*;10.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU1_006_0_2152;망자의 아티펙트;0.000000;15.000000;0.000000;23.000000;PR;PR;*;2.000000;su;at;0.000000;no;0.000000;76.000000;76.000000;19.000000;50.000000;8123.000000;812.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;10.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_252;*;0.000000;0.000000;GU_Test_3_0166;SU0_ca2_3_0166;Elite_0015_at;su_2_15;0.000000;0.000000;0.000000;*;*;*;15.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU1_007_0_2203;백작의 아티펙트;0.000000;20.000000;0.000000;28.000000;PR;PR;*;2.000000;su;at;0.000000;no;0.000000;90.000000;90.000000;24.000000;50.000000;12571.000000;1258.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;10.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_252;*;0.000000;0.000000;GU_Test_3_0167;SU0_ca2_3_0167;Elite_0020_at;su_2_20;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU1_003_0_2253;설인족의 아티펙트;0.000000;25.000000;0.000000;33.000000;PR;PR;*;2.000000;su;at;0.000000;no;0.000000;104.000000;104.000000;29.000000;50.000000;21183.000000;2119.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;15.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_252;*;0.000000;0.000000;GU_Test_3_0168;SU0_ca2_3_0168;Elite_0025_at;su_2_25;0.000000;0.000000;0.000000;*;*;*;25.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU1_004_0_2302;광신도의 아티펙트;0.000000;28.000000;0.000000;36.000000;PR;PR;*;2.000000;su;at;0.000000;no;0.000000;112.000000;112.000000;34.000000;50.000000;35694.000000;3570.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;15.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_252;*;0.000000;0.000000;GU_Test_3_0169;SU0_ca2_3_0169;Elite_0025_at;su_2_28;0.000000;0.000000;0.000000;*;*;*;28.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU1_005_0_2352;서리군단 정예병의 아티펙트;0.000000;34.000000;0.000000;44.000000;PR;PR;*;2.000000;su;at;0.000000;no;0.000000;140.000000;140.000000;34.000000;50.000000;60146.000000;6015.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;20.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_252;*;0.000000;0.000000;GU_Test_3_0170;SU0_ca2_3_0170;Elite_0030_at;su_2_34;0.000000;0.000000;0.000000;*;*;*;34.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU1_005_0_2402;이즈호라 군단 정예병의 아티펙트;0.000000;38.000000;0.000000;50.000000;PR;PR;*;2.000000;su;at;0.000000;no;0.000000;162.000000;162.000000;34.000000;50.000000;60146.000000;6015.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;20.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_252;*;0.000000;0.000000;GU_Test_3_0171;SU0_ca2_3_0171;Elite_0035_at;su_2_38;0.000000;0.000000;0.000000;*;*;*;38.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU0_353_1_3503;카라샤의 방패;0.000000;40.000000;0.000000;71.000000;GD;GD;*;4.000000;su;sd;0.000000;no;0.000000;715.000000;572.000000;44.000000;100.000000;153200.250000;15320.549805;(PK방어력%,6);(무기물리공격력%,10);(모든방어력%,10);*;1.000000;2.000000;2.000000;3000,4000,2750,250;*;0.000000;0.000000;25.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0172;SU0_ca2_3_0172;Legend_0040_sd;su_4_40;0.000000;0.000000;4.000000;CO_OR_CA_0001;*;*;40.000000;0.000000;5.000000;30.000000;3150.000000;1.000000;*;*
SU1_353_1_3503;카라샤의 아티펙트;0.000000;40.000000;0.000000;71.000000;PR;PR;*;4.000000;su;at;0.000000;no;0.000000;220.000000;220.000000;44.000000;50.000000;138609.750000;13861.450195;(PK방어력%,4);(마법물리공격력%,10);(모든방어력%,10);*;1.000000;2.000000;2.000000;3000,4000,2750,250;*;0.000000;0.000000;25.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_252;*;0.000000;0.000000;GU_Test_3_0173;SU0_ca2_3_0173;Legend_0040_at;su_4_40;0.000000;0.000000;4.000000;CO_OR_CA_0001;*;*;40.000000;0.000000;5.000000;30.000000;3150.000000;1.000000;*;*
SU2_353_1_3503;카라샤의 투갑;0.000000;40.000000;0.000000;71.000000;AC;AC;*;4.000000;su;ga;0.000000;no;0.000000;110.000000;110.000000;14.000000;50.000000;112499.000000;11250.000000;(PK방어력%,4);(마법물리공격력%,10);(모든방어력%,10);*;1.000000;2.000000;2.000000;3000,4000,2750,250;*;0.000000;0.000000;25.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_253;*;0.000000;0.000000;GU_Test_3_0174;SU0_ca2_3_0174;Legend_0040_ga;su_4_40;0.000000;0.000000;4.000000;CO_OR_CA_0001;*;*;40.000000;0.000000;5.000000;30.000000;3150.000000;1.000000;*;*
SU0_352_0_2357;야투콘틴의 아티펙트;0.000000;35.000000;0.000000;48.000000;PR;PR;*;2.000000;su;at;0.000000;no;0.000000;151.000000;151.000000;34.000000;100.000000;66478.000000;6649.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;20.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0175;SU0_ca2_3_0175;Elite_0035_sd;su_2_35;0.000000;0.000000;0.000000;*;*;*;35.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU1_352_0_2103;툰틴의 방패;0.000000;35.000000;0.000000;48.000000;GD;GD;*;2.000000;su;sd;0.000000;no;0.000000;490.000000;392.000000;14.000000;50.000000;60146.000000;6015.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;20.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_252;*;0.000000;0.000000;GU_Test_3_0176;SU0_ca2_3_0176;Elite_0035_at;su_2_35;0.000000;0.000000;0.000000;*;*;*;35.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU0_006_0_2151_EV;기사단의 습격자 방패;0.000000;15.000000;0.000000;21.000000;GD;GD;*;2.000000;su;sd;0.000000;no;0.000000;229.000000;183.000000;19.000000;100.000000;8978.000000;898.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;10.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0177;SU0_ca2_3_0177;Elite_0015_sd;su_2_15;0.000000;0.000000;0.000000;*;*;*;15.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU1_006_0_2151_EV;기사단의 습격자 아티펙트;0.000000;15.000000;0.000000;21.000000;PR;PR;*;2.000000;su;at;0.000000;no;0.000000;70.000000;70.000000;19.000000;50.000000;8123.000000;812.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;10.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_252;*;0.000000;0.000000;GU_Test_3_0178;SU0_ca2_3_0178;Elite_0015_at;su_2_15;0.000000;0.000000;0.000000;*;*;*;15.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU0_006_0_2171_RE;희망의 방패 I;0.000000;10.000000;0.000000;14.000000;GD;GD;*;2.000000;su;sd;0.000000;no;0.000000;166.000000;132.000000;17.000000;100.000000;0.000000;0.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0179;SU0_ca2_3_0179;*;su_2_10;0.000000;0.000000;0.000000;*;*;*;10.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU0_006_0_2151_RE;희망의 방패 II;0.000000;15.000000;0.000000;21.000000;GD;GD;*;2.000000;su;sd;0.000000;no;0.000000;229.000000;183.000000;19.000000;100.000000;0.000000;0.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0180;SU0_ca2_3_0180;*;su_2_15;0.000000;0.000000;0.000000;*;*;*;15.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU0_007_0_2201_RE;희망의 방패 III;0.000000;20.000000;0.000000;26.000000;GD;GD;*;2.000000;su;sd;0.000000;no;0.000000;274.000000;219.000000;24.000000;100.000000;0.000000;0.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0181;SU0_ca2_3_0181;*;su_2_20;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU0_003_0_2251_RE;희망의 방패 IV;0.000000;25.000000;0.000000;31.000000;GD;GD;*;2.000000;su;sd;0.000000;no;0.000000;319.000000;255.000000;29.000000;100.000000;0.000000;0.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0182;SU0_ca2_3_0182;*;su_2_25;0.000000;0.000000;0.000000;*;*;*;25.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU0_003_0_2254_RE;희망의 방패 V;0.000000;30.000000;0.000000;36.000000;GD;GD;*;2.000000;su;sd;0.000000;no;0.000000;364.000000;291.000000;29.000000;100.000000;0.000000;0.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0183;SU0_ca2_3_0183;*;su_2_30;0.000000;0.000000;0.000000;*;*;*;30.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU0_004_0_2301_RE;희망의 방패 VI;0.000000;35.000000;0.000000;43.000000;GD;GD;*;2.000000;su;sd;0.000000;no;0.000000;445.000000;356.000000;34.000000;100.000000;0.000000;0.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0184;SU0_ca2_3_0184;*;su_2_35;0.000000;0.000000;0.000000;*;*;*;35.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU0_005_0_2351_RE;희망의 방패 VII;0.000000;40.000000;0.000000;50.000000;GD;GD;*;2.000000;su;sd;0.000000;no;0.000000;526.000000;420.000000;39.000000;100.000000;0.000000;0.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0185;SU0_ca2_3_0185;*;su_2_40;0.000000;0.000000;0.000000;*;*;*;40.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU0_452_0_2452_RE;희망의 방패 VIII;0.000000;45.000000;0.000000;57.000000;GD;GD;*;3.000000;su;sd;0.000000;no;0.000000;553.000000;442.000000;14.000000;100.000000;0.000000;0.000000;(최대HP+,885);(무기물리방어력+,221);(마법방어력+,147);*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;20.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0186;SU0_ca2_3_0186;*;su_3_45;0.000000;0.000000;0.000000;*;*;*;45.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
SU0_502_0_2502_RE;희망의 방패 IX;0.000000;50.000000;0.000000;62.000000;GD;GD;*;3.000000;su;sd;0.000000;no;0.000000;598.000000;478.000000;14.000000;100.000000;0.000000;0.000000;(최대HP+,960);(무기물리방어력+,239);(마법방어력+,159);*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;20.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0187;SU0_ca2_3_0187;*;su_3_50;0.000000;0.000000;0.000000;*;*;*;50.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
SU1_006_0_2171_RE;희망의 아티펙트 I;0.000000;10.000000;0.000000;14.000000;PR;PR;*;2.000000;su;at;0.000000;no;0.000000;51.000000;51.000000;18.000000;50.000000;0.000000;0.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_252;*;0.000000;0.000000;GU_Test_3_0188;SU0_ca2_3_0188;*;su_2_10;0.000000;0.000000;0.000000;*;*;*;10.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU1_006_0_2151_RE;희망의 아티펙트 II;0.000000;15.000000;0.000000;21.000000;PR;PR;*;2.000000;su;at;0.000000;no;0.000000;70.000000;70.000000;19.000000;50.000000;0.000000;0.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_252;*;0.000000;0.000000;GU_Test_3_0189;SU0_ca2_3_0189;*;su_2_15;0.000000;0.000000;0.000000;*;*;*;15.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU1_007_0_2201_RE;희망의 아티펙트 III;0.000000;20.000000;0.000000;26.000000;PR;PR;*;2.000000;su;at;0.000000;no;0.000000;84.000000;84.000000;24.000000;50.000000;0.000000;0.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_252;*;0.000000;0.000000;GU_Test_3_0190;SU0_ca2_3_0190;*;su_2_20;0.000000;0.000000;0.000000;*;*;*;20.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU1_003_0_2251_RE;희망의 아티펙트 IV;0.000000;25.000000;0.000000;31.000000;PR;PR;*;2.000000;su;at;0.000000;no;0.000000;98.000000;98.000000;29.000000;50.000000;0.000000;0.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_252;*;0.000000;0.000000;GU_Test_3_0191;SU0_ca2_3_0191;*;su_2_25;0.000000;0.000000;0.000000;*;*;*;25.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU1_003_0_2254_RE;희망의 아티펙트 V;0.000000;30.000000;0.000000;36.000000;PR;PR;*;2.000000;su;at;0.000000;no;0.000000;112.000000;112.000000;29.000000;50.000000;0.000000;0.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_252;*;0.000000;0.000000;GU_Test_3_0192;SU0_ca2_3_0192;*;su_2_30;0.000000;0.000000;0.000000;*;*;*;30.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU1_004_0_2301_RE;희망의 아티펙트 VI;0.000000;35.000000;0.000000;43.000000;PR;PR;*;2.000000;su;at;0.000000;no;0.000000;137.000000;137.000000;34.000000;50.000000;0.000000;0.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_252;*;0.000000;0.000000;GU_Test_3_0193;SU0_ca2_3_0193;*;su_2_35;0.000000;0.000000;0.000000;*;*;*;35.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU1_005_0_2351_RE;희망의 아티펙트 VII;0.000000;40.000000;0.000000;50.000000;PR;PR;*;2.000000;su;at;0.000000;no;0.000000;162.000000;162.000000;39.000000;50.000000;0.000000;0.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_252;*;0.000000;0.000000;GU_Test_3_0194;SU0_ca2_3_0194;*;su_2_40;0.000000;0.000000;0.000000;*;*;*;40.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU1_452_0_2452_RE;희망의 아티펙트 VIII;0.000000;45.000000;0.000000;57.000000;PR;PR;*;3.000000;su;at;0.000000;no;0.000000;170.000000;170.000000;14.000000;50.000000;0.000000;0.000000;(최대HP+,315);(무기물리방어력+,147);(마법방어력+,221);*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;20.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_252;*;0.000000;0.000000;GU_Test_3_0195;SU0_ca2_3_0195;*;su_3_45;0.000000;0.000000;0.000000;*;*;*;45.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
SU1_502_0_2502_RE;희망의 아티펙트 IX;0.000000;50.000000;0.000000;62.000000;PR;PR;*;3.000000;su;at;0.000000;no;0.000000;184.000000;184.000000;14.000000;50.000000;0.000000;0.000000;(최대HP+,340);(무기물리방어력+,159);(마법방어력+,239);*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;20.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_252;*;0.000000;0.000000;GU_Test_3_0196;SU0_ca2_3_0196;*;su_3_50;0.000000;0.000000;0.000000;*;*;*;50.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
SU0_010_0_3501;잔혹한 운명의 방패;0.000000;35.000000;0.000000;65.000000;GD;GD;*;4.000000;su;sd;0.000000;no;0.000000;652.000000;521.000000;42.000000;100.000000;124341.000000;12434.000000;(PK방어력%,4);(무기물리공격력+,43);*;*;1.000000;3.000000;3.000000;3000,4000,2750,250;*;0.000000;0.000000;20.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0197;SU0_ca2_3_0197;Legend_0035_sd;su_4_35;0.000000;0.000000;4.000000;CO_OR_CA_3501;*;*;35.000000;0.000000;5.000000;30.000000;3150.000000;1.000000;*;*
SU1_010_0_3501;잔혹한 운명의 아티펙트;0.000000;35.000000;0.000000;65.000000;PR;PR;*;4.000000;su;at;0.000000;no;0.000000;201.000000;201.000000;42.000000;50.000000;112499.000000;11250.000000;(PK방어력%,3);(최대HP+,410);*;*;1.000000;3.000000;3.000000;3000,4000,2750,250;*;0.000000;0.000000;20.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_252;*;0.000000;0.000000;GU_Test_3_0198;SU0_ca2_3_0198;Legend_0035_at;su_4_35;0.000000;0.000000;4.000000;CO_OR_CA_3501;*;*;35.000000;0.000000;5.000000;30.000000;3150.000000;1.000000;*;*
SU0_733_0_3351;빛나는 강화 미스릴 방패;0.000000;35.000000;0.000000;49.000000;GD;GD;*;3.000000;su;sd;0.000000;no;0.000000;499.000000;399.000000;14.000000;50.000000;59890.000000;5989.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;20.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0199;SU0_ca2_3_0199;Hero_0035_sd;su_3_35;0.000000;0.000000;0.000000;*;*;*;35.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
SU1_733_0_3351;빛나는 강화 미스릴 아티펙트;0.000000;35.000000;0.000000;49.000000;PR;PR;*;3.000000;su;at;0.000000;no;0.000000;154.000000;154.000000;14.000000;50.000000;54186.000000;5419.000000;*;*;*;*;1.000000;3.000000;3.000000;3000,3000,3000,1000;*;0.000000;0.000000;20.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_252;*;0.000000;0.000000;GU_Test_3_0200;SU0_ca2_3_0200;Hero_0035_at;su_3_35;0.000000;0.000000;0.000000;*;*;*;35.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
SU0_733_0_3401;빛나는 투랄리움 방패;0.000000;40.000000;0.000000;56.000000;GD;GD;*;3.000000;su;sd;0.000000;no;0.000000;580.000000;464.000000;14.000000;50.000000;59890.000000;5989.000000;(최대HP+,810);*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;25.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0201;SU0_ca2_3_0201;Hero_0040_sd;su_3_40;0.000000;0.000000;0.000000;*;*;*;40.000000;0.000000;5.000000;30.000000;1680.000000;1.000000;*;*
