t_key,t_eng,t_jpn,t_chinese,t_korean,t_eng_2,t_eng_3
^eNetFailure_Mail_money_too_much^,^편지로 보낼 수 있는 금액을 초과했습니다.^,^^,^^,^You cannot send tHat much via mail.^,^^,^^
^eNetFailure_Mail_bag_storage_full^,^가방 공간이 부족합니다.^,^^,^^,^There is not enough space in your bag.^,^^,^^
^eNetSuccess_Move^,^eNetSuccess_Move 이동 요청 성공하였습니다.^,^^,^^,^Successfully made the eNetSuccess_Item move request.^,^^,^^
^eNetFailure_Move_IsNotOnTheMap^,^맵 상에 있지 않습니다.^,^^,^^,^This is not on the map.^,^^,^^
^eNetFailure_Move_InvalidPortal^,^유효하지 않은 포탈입니다.^,^^,^^,^This is an invalid shrine.^,^^,^^
^eNetFailure_Move_OutOfRangeFromPortal^,^포탈로부터 거리가 너무 멀리 있습니다.^,^^,^^,^THat shrine is out of range.^,^^,^^
^eNetFailure_Move_NotEnoughMoneyForPortal^,^포탈 이용에 필요한 돈이 부족합니다.^,^^,^^,^You cannot afford to use the shrine.^,^^,^^
^eNetFailure_Move_Access_MaxLayer^,^인던 생성개수가 초과되어, 더 이상 인던을 생성시킬 수 없습니다.^,^^,^^,^You cannot create any more dungeons.^,^^,^^
^eNetFailure_Move_Different_DungeonKey^,^캐릭터가 소속된 인던과 다른 인던입니다.^,^^,^^,^This is not the same instanced dungeon as the one your character is a part of.^,^^,^^
^eNetFailure_Move_Different_Party_Play^,^다른 파티가 플레이 중입니다.^,^^,^^,^A different party playing.^,^^,^^
^eNetFailure_Move_Low_Level^,^레벨이 부족하여 입장할 수 없습니다.^,^^,^^,^You cannot enter at this level.^,^^,^^
^eNetFailure_Move_IsNot_Finished_Quest^,^입장에 필요한 퀘스트를 완료하지 않았습니다.^,^^,^^,^You don't have the quest needed to enter the dungeon.^,^^,^^
^eNetFailure_Move_DoNot_Have_Item^,^입장에 필요한 아이템을 가지고 있지 않습니다.^,^^,^^,^You don't have the item needed to enter the dungeon.^,^^,^^
^eNetFailure_Move_Invalid_Faction^,^성향이 달라 입장할 수 없습니다.^,^^,^^,^Entry not allowed because of different traits.^,^^,^^
^eNetFailure_Move_IsNot_Party^,^파티에 가입된 상태가 아닙니다.^,^^,^^,^You have not joined the party.^,^^,^^
^eNetFailure_Move_InvalidRegion^,^잘못된 지역입니다.^,^^,^^,^Wrong region.^,^^,^^
^eNetFailure_Move_DuplicatedRegion^,^이미 등록된 지역입니다.^,^^,^^,^This region is already registered.^,^^,^^
^eNetFailure_Move_NotDead^,^사망 상태가 아니므로, 부활할 수 없습니다.^,^^,^^,^Revival not possible because you are not dead.^,^^,^^
^eNetFailure_Move_PacketError^,^이동 패킷에 오류가 발생했습니다.^,^^,^^,^Move packet error has occurred.^,^^,^^
^eNetSuccess_Param^,^eNetSuccess_Param Param 요청 성공하였습니다.^,^^,^^,^eNetSuccess_Param Param request success.^,^^,^^
^eNetFailure_Param_PacketError^,^Param 패킷에 오류가 발생했습니다.^,^^,^^,^A param packet error has occurred.^,^^,^^
^eNetSuccess_Party^,^eNetSuccess_Party 파티 요청 성공하였습니다.^,^^,^^,^Successfully made the eNetSuccess_Party party request.^,^^,^^
^eNetFailure_Party_PacketError^,^파티 패킷에 오류가 발생했습니다.^,^^,^^,^A party packet error has occurred.^,^^,^^
^eNetFailure_Party_Not^,^파티에 가입되어 있지 않습니다.^,^^,^^,^Not part of the party.^,^^,^^
^eNetFailure_Party_Already^,^이미 파티에 가입된 유저입니다.^,^^,^^,^This player is already in the party.^,^^,^^
^eNetFailure_Party_NotFound^,^해당 유저를 찾을 수 없습니다.^,^^,^^,^Cannot find this player.^,^^,^^
^eNetFailure_Party_Full^,^파티에 빈 자리가 없습니다.^,^^,^^,^The party is full.^,^^,^^
^eNetFailure_Party_NotMaster^,^권한이 없습니다.^,^^,^^,^You don't have the authority to do tHat.^,^^,^^
^eNetFailure_Party_TimeDelay^,^초청 대기 시간입니다.^,^^,^^,^This invitation is in the waiting queue.^,^^,^^
^eNetFailure_Party_NoInvite^,^초대 받은적이 없습니다.^,^^,^^,^No invitations received.^,^^,^^
^eNetFailure_Party_MapInstance^,^다른 인던에 소속된 유저입니다.^,^^,^^,^THat player is already part of a different dungeon.^,^^,^^
^eNetFailure_Party_MyCutoff^,^내 차단목록에 있는 유저입니다.^,^^,^^,^THat player is on your block list.^,^^,^^
^eNetFailure_Party_HisCutoff^,^상대방의 차단목록에 있습니다.^,^^,^^,^You are on their block list.^,^^,^^
^eNetSuccess_Quest^,^eNetSuccess_Quest 퀘스트 요청 성공하였습니다.^,^^,^^,^Successfully requested the eNetSuccess_Quest quest request.^,^^,^^
^eNetFailure_Quest_TheNpcCannotOpenDialog^,^npc가 다이얼로그를 열수없는 상태입니다.^,^^,^^,^THat character cannot open a dialogue.^,^^,^^
^eNetFailure_Quest_TheNpcNotHavingTheQuest^,^해당 퀘스트를 가지고 있지 않은 npc입니다.^,^^,^^,^THat character does not have the relevant quest.^,^^,^^
^eNetFailure_Quest_TheItemNotHavingTheQuest^,^해당 퀘스트를 가지고 있지 않은 item입니다.^,^^,^^,^You do not have the corresponding quest item.^,^^,^^
^eNetFailure_Quest_MyLevelBelowQuestLevel^,^해당 퀘스트를 수행하기 위한 레벨이 부족합니다.^,^^,^^,^You are not the right level to proceed with this quest.^,^^,^^
^eNetFailure_Quest_HaveNoItemStartingTheQuest^,^퀘스트 수행에 필요한 아이템을 가지고 있지 않습니다.^,^^,^^,^You do not have the required items to proceed with this quest.^,^^,^^
^eNetFailure_Quest_MyClassDifferentQuest^,^현재의 직업으로는 해당 퀘스트를 수행 할 수 없습니다.^,^^,^^,^Your class cannot proceed with this quest.^,^^,^^
^eNetFailure_Quest_NotDonePrevQuest^,^선행퀘스트를 하지 않았습니다.^,^^,^^,^You have not completed the preceding quest.^,^^,^^
^eNetFailure_Quest_DoneEqualQuest^,^[QuestName] 퀘스트는 이미 완료한 퀘스트입니다.^,^^,^^,^[QuestName] has already been completed.^,^^,^^
^eNetFailure_Quest_DoingQuest^,^현재 진행 중인 퀘스트입니다.^,^^,^^,^The quest is in progress.^,^^,^^
^eNetFailure_Quest_NotDoingQuest^,^현재 진행 중이 아닌 퀘스트입니다.^,^^,^^,^This quest is not in progress.^,^^,^^
^eNetFailure_Quest_QuestFull^,^더 이상 퀘스트를 받을 수 없습니다.^,^^,^^,^You cannot accept any more quests.^,^^,^^
^eNetFailure_Quest_TheNpcNotFinishTheQuest^,^해당 퀘스트의 종료 NPC가 아닙니다.^,^^,^^,^This character cannot complete this quest.^,^^,^^
^eNetFailure_Quest_RewardItemSelectionError^,^보상아이템 선택에 오류가 발생했습니다.^,^^,^^,^An error occurred with your reward selection.^,^^,^^
^eNetFailure_Quest_InventoryFull^,^가방이 꽉 찬 상태입니다.^,^^,^^,^Your bag is full.^,^^,^^
^eNetFailure_Quest_NotFinishedQuest^,^완료된 퀘스트가 아닙니다.^,^^,^^,^This quest has not been completed.^,^^,^^
^eNetFailure_Quest_HaveNoItemToReturn^,^반납해야할 아이템을 소지하고 있지 않습니다.^,^^,^^,^The item to return in is not in your possession.^,^^,^^
^eNetFailure_Quest_NotQuestItem^,^퀘스트 아이템이 아닙니다.^,^^,^^,^This is not a quest item.^,^^,^^
^eNetFailure_Quest_QuestItem^,^퀘스트 아이템입니다.^,^^,^^,^This is a quest item^,^^,^^
^eNetFailure_Quest_CannotJointInParty^,^파티 공유가 안되는 퀘스트입니다.^,^^,^^,^This quest cannot be shared with your party.^,^^,^^
^eNetFailure_Quest_CannotFindNpc^,^해당 NPC 를 찾을 수 없습니다.^,^^,^^,^Cannot find the relevant character.^,^^,^^
^eNetFailure_Quest_LongDistanceWithTheNpc^,^해당 NPC 와의 거리가 너무 멉니다.^,^^,^^,^Relevant character out of range.^,^^,^^
^eNetFailure_Quest_NoGivingUp^,^포기가 불가능한 퀘스트 입니다.^,^^,^^,^You cannot abandon this quest.^,^^,^^
^eNetFailure_Quest_OnEscortGoing^,^다른 플레이어가 이벤트 퀘스트를 진행 중입니다.^,^^,^^,^Event quest is being pursued by another player.^,^^,^^
^eNetFailure_Quest_CannotJoinEscort^,^이벤트 퀘스트에 참여할 수 없습니다.^,^^,^^,^Cannot participate in the event quest.^,^^,^^
^eNetFailure_Quest_InvalidMapId^,^잘못된 Map ID 입니다.^,^^,^^,^Invalid Map ID.^,^^,^^
^eNetFailure_Quest_InvalidAreaId^,^잘못된 Area ID 입니다.^,^^,^^,^Invalid Area ID.^,^^,^^
^eNetFailure_Quest_InvalidSkillId^,^잘못된 Skill ID 입니다.^,^^,^^,^Invalid Skill ID.^,^^,^^
^eNetFailure_Quest_InvalidScenarioId^,^잘못된 Scenario ID 입니다.^,^^,^^,^Invalid Scenario ID.^,^^,^^
^eNetFailure_Quest_NotFoundEndTalkNpc^,^NPC와 대화 종료 미션을 가진 퀘스트가 없습니다.^,^^,^^,^This character does not have a quest. You have completed all dialogue.^,^^,^^
^eNetFailure_Quest_LimitTimeOver^,^퀘스트 제한 시간이 지났습니다.^,^^,^^,^The quest's time limit has expired.^,^^,^^
^eNetFailure_Quest_OverRepeatCount^,^퀘스트 반복 횟수를 초과했습니다.^,^^,^^,^You cannot repeat this quest any more times.^,^^,^^
^eNetFailure_Quest_DataError^,^퀘스트 데이터 오류입니다.^,^^,^^,^Quest data error.^,^^,^^
^eNetFailure_Quest_PacketError^,^퀘스트 패킷 오류입니다.^,^^,^^,^Quest packet error.^,^^,^^
^eNetFailure_Quest_NotJointInParty^,^파티에 가입된 상태가 아닙니다.^,^^,^^,^You have not joined the party.^,^^,^^
^eNetFailure_Quest_RefuseShareQuest^,^퀘스트 공유 신청을 거절했습니다.^,^^,^^,^Declined quest share request.^,^^,^^
^eNetFailure_Quest_AlreadyOnShareQuest^,^이미 공유 중인 퀘스트 입니다.^,^^,^^,^This quest is already being shared.^,^^,^^
^eNetFailure_Quest_LogOffPlayer^,^해당 유저가 로그 오프 상태입니다.^,^^,^^,^This player has logged off.^,^^,^^
^eNetFailure_Quest_MyLevelBelowQuestFinishLv^,^레벨이 낮아 해당 퀘스트를 완료할 수 없습니다.^,^^,^^,^Your level is currently too low to complete this quest.^,^^,^^
^eNetFailure_Quest_AlreadyHave^,^이미 가지고 있는 스킬입니다.^,^^,^^,^You already have this skill.^,^^,^^
^eNetFailure_Quest_SlotisFull^,^스킬을 넣을 수 있는 슬롯이 없습니다.^,^^,^^,^You do not have an empty skill slot.^,^^,^^
^eNetFailure_Quest_PreskillRequired^,^선행 스킬을 배우지 않았습니다.^,^^,^^,^You have not learned the preceding skill.^,^^,^^
^eNetFailure_Quest_PreskillLvRequired^,^선행 스킬 레벨이 부족합니다.^,^^,^^,^You don't have enough preceding skill level.^,^^,^^
^eNetSuccess_Relation^,^eNetSuccess_Relation 인맥 요청 성공하였습니다.^,^^,^^,^You made the eNetSuccess_Relation social request.^,^^,^^
^eNetFailure_Relation_SendAlready^,^리스트를 이미 전송했습니다.^,^^,^^,^List already sent.^,^^,^^
^eNetFailure_Relation_InvalidRelation^,^친구목록에 등록되어 있는 유저가 아닙니다.^,^^,^^,^This user is not on your friends list.^,^^,^^
^eNetFaulure_Relation_NotExist^,^존재하지 않는 이름입니다.^,^^,^^,^A player with tHat name does not exist.^,^^,^^
^eNetFaulure_Relation_AlreadyCutoff^,^이미 차단 목록에 등록된 유저입니다.^,^^,^^,^THat player is already on your block list.^,^^,^^
^eNetFaulure_Relation_NotCutoff^,^차단 목록에 없는 유저입니다.^,^^,^^,^THat player is not on your block list.^,^^,^^
^eNetFaulure_Relation_CannotCutoffMe^,^자신을 차단할 수 없습니다.^,^^,^^,^You cannot block yourself.^,^^,^^
^eNetFaulure_Relation_CutoffFull^,^차단 목록이 가득 찼습니다.^,^^,^^,^Your block list is full^,^^,^^
^eNetFaulure_Relation_CommentLengthOver^,^오늘의 한마디가 너무 깁니다.^,^^,^^,^The comment you have entered is too long.^,^^,^^
^eNetFaulure_Relation_InvalidFriendState^,^친구의 접속 상태가 잘못되어 있습니다.^,^^,^^,^Your friend's connection status is invalid.^,^^,^^
^eNetFaulure_Relation_CutoffMemotLengthOver^,^차단 메모가 너무 깁니다.^,^^,^^,^Your block message is too long.^,^^,^^
^eNetFailure_Relation_DBError^,^인맥 DB에 에러가 발생했습니다.^,^^,^^,^A social DB error has occurred.^,^^,^^
^eNetFailure_Relation_PacketError^,^인맥 패킷에 오류가 발생했습니다.^,^^,^^,^A social packet error has occurred.^,^^,^^
^eNetSuccess_SCEvent^,^eNetSuccess_SCEvent 요청 성공하였습니다.^,^^,^^,^Successfully made the eNetSuccess_SCEvent request.^,^^,^^
^eNetsuccess_store^,^eNetsuccess_store 상점 요청 성공하였습니다.^,^^,^^,^Successfully made the eNetsuccess_store shop request.^,^^,^^
^eNetfailure_store_npc_not_found^,^해당 NPC를 찾을 수 없습니다.^,^^,^^,^THat character cannot be found.^,^^,^^
^eNetfailure_store_invalid_npc^,^상점 NPC가 아닙니다.^,^^,^^,^This character does not have a shop.^,^^,^^
^eNetfailure_store_item_not_found^,^상점에 없는 아이템입니다.^,^^,^^,^This item is not in the shop.^,^^,^^
^eNetfailure_store_item_count_not_match^,^아이템 개수가 맞지 않습니다.^,^^,^^,^Incorrect item quantity.^,^^,^^
^eNetfailure_store_not_enough_money^,^소지금이 부족합니다.^,^^,^^,^You do not have enough money.^,^^,^^
^eNetfailure_store_npc_has_no_store^,^이 NPC는 상점을 가지고 있지 않습니다.^,^^,^^,^This character does not have a shop.^,^^,^^
^eNetfailure_store_wrong_price^,^구입(판매) 가격이 맞지 않습니다.^,^^,^^,^The purchase or sales price is incorrect.^,^^,^^
^eNetfailure_store_inven_error^,^가방에 해당 아이템이 없습니다.^,^^,^^,^The relevant item is not in your bag.^,^^,^^
^eNetfailure_store_item_slot_empty^,^판매하려는 아이템이 없습니다.^,^^,^^,^There are no items to be sold.^,^^,^^
^eNetfailure_store_rebuy_not_match^,^요청한 재구매 리스트가 너무 많습니다.^,^^,^^,^The buyback list is too long.^,^^,^^
^eNetfailure_store_rebuy_item_not_exist^,^재구매하려는 아이템이 없습니다.^,^^,^^,^There are no items to buyback.^,^^,^^
^eNetfailure_store_sell_impossible_item^,^판매할 수 없는 아이템입니다.^,^^,^^,^This item cannot be sold.^,^^,^^
^eNetfailure_store_too_far^,^상점 NPC와의 거리가 너무 멉니다.^,^^,^^,^The character is too far away.^,^^,^^
^eNetfailure_store_storage_full^,^가방이 꽉 차 있습니다.^,^^,^^,^Your bag is full.^,^^,^^
^eNetfailure_store_invalid_item_count^,^구매하려는 아이템 개수가 잘못되었습니다.^,^^,^^,^Wrong purchase quantity.^,^^,^^
^eNetfailure_store_refund_time_over^,^환불 시간이 초과되어, 환불받을 수 없습니다.^,^^,^^,^The refund period has passed.^,^^,^^
^eNetSuccess_trade^,^eNetSuccess_trade 거래 요청 성공하였습니다.^,^^,^^,^Successfully made the eNetSuccess_trade trade request.^,^^,^^
^eNetfailure_trade_im_ontrade^,^이미 거래가 진행 중입니다.^,^^,^^,^Trade in progress.^,^^,^^
^eNetfailure_trade_target_is_ontrade^,^상대방이 거래를 진행 중입니다.^,^^,^^,^The player is engaged in a trade.^,^^,^^
^eNetfailure_trade_target_not_found^,^거래 대상을 찾을 수 없습니다.^,^^,^^,^Cannot find target to trade with.^,^^,^^
^eNetfailure_trade_item_not_found^,^가방에 거래하려는 아이템이 없습니다.^,^^,^^,^There are no items to trade in your bag.^,^^,^^
^eNetfailure_trade_item_is_not_on_trade^,^아이템이 거래창에 없습니다.^,^^,^^,^There are no items in the trade window.^,^^,^^
^eNetfailure_trade_no_empty_slot^,^거래창에 빈 슬롯이 없습니다.^,^^,^^,^There are no empty slots in the trade window.^,^^,^^
^eNetfailure_trade_not_enough_money^,^소지금이 부족합니다.^,^^,^^,^You do not have enough money.^,^^,^^
^eNetfailure_trade_not_ready^,^거래 준비 완료 상태가 아닙니다.^,^^,^^,^You are not ready to trade.^,^^,^^
^eNetfailure_trade_not_enough_space^,^가방이 가득 찼습니다.^,^^,^^,^Your bag is full.^,^^,^^
^eNetfailure_trade_not_open^,^이미 거래준비가 되었습니다.^,^^,^^,^Ready to trade.^,^^,^^
^eNetfailure_trade_item_is_already_on_trade^,^이미 해당 아이템이 거래창에 올려져 있습니다.^,^^,^^,^This item is already in the trade window.^,^^,^^
^eNetfailure_trade_user_cancel^,^거래를 취소했습니다.^,^^,^^,^Canceled trade.^,^^,^^
^eNetfailure_trade_impossible_item^,^거래가 불가능한 아이템입니다.^,^^,^^,^This item cannot be traded.^,^^,^^
^eNetfailure_trade_already_decided^,^상대방의 결정을 기다리고 있습니다.^,^^,^^,^Waiting for the other party to decide.^,^^,^^
^eNetfailure_trade_already_ready^,^이미 거래 준비가 되었습니다.^,^^,^^,^Ready to trade.^,^^,^^
^eNetSuccess_User^,^eNetSuccess_User 플레이어 요청 성공하였습니다.^,^^,^^,^Successfully made the eNetSuccess_User player request.^,^^,^^
^eNetFailure_User_FailEntrance^,^채널 입장에 실패했습니다.^,^^,^^,^Channel entry failed.^,^^,^^
^eNetFailure_User_SequenceError^,^진행할 수 없는 상태입니다.^,^^,^^,^Unable to process command.^,^^,^^
^eNetFailure_User_DBError^,^데이터베이스 에러가 발생했습니다.^,^^,^^,^Database error has occurred.^,^^,^^
^eNetFailure_User_MadeCharFull^,^캐릭터를 더 이상 생성할 수 없습니다.^,^^,^^,^You cannot create any more characters.^,^^,^^
^eNetFailure_User_UnknownDBKey^,^알수없는 캐릭터 데이타베이스 키값입니다.^,^^,^^,^This is a Database Key value of an unknown character.^,^^,^^
^eNetFailure_User_NameLengthOver^,^캐릭터 이름이 너무 깁니다.^,^^,^^,^THat character name is too long.^,^^,^^
^eNetFailure_User_NameOccupied^,^사용 중인 이름입니다.^,^^,^^,^This name is already in use.^,^^,^^
^eNetFailure_User_NameIncludedWordBaned^,^사용 금지 단어가 포함된 이름입니다.^,^^,^^,^This name contains a forbidden word.^,^^,^^
^eNetFailure_User_TryToDownloadTwice^,^두 번째 다운로드 시도입니다.^,^^,^^,^Attempting second download.^,^^,^^
^eNetFailure_User_NotRegistedWorld^,^등록된 월드가 아닙니다.^,^^,^^,^This world is not listed.^,^^,^^
^eNetFailure_User_NotOperatingWorld^,^작동 중인 월드가 아닙니다.^,^^,^^,^This world is not open.^,^^,^^
^eNetFailure_User_SelectingEqualWorld^,^같은 월드를 선택했습니다.^,^^,^^,^The same world has been selected.^,^^,^^
^eNetFailure_User_OverMaxUserSelectedWorld^,^선택한 월드의 유저가 꽉 찬 상태입니다.^,^^,^^,^The selected world has reached maximum occupancy.^,^^,^^
^eNetFailure_User_Invalid_Channel^,^잘못된 채널 아이디 입니다.^,^^,^^,^This channel is invalid.^,^^,^^
^enetfailure_user_namelengthshot^,^2글자 이상부터 생성 가능합니다.^,^^,^^,^Enter a minimum of 2 characters.^,^^,^^
^eNetFailure_User_BlockedID^,^블럭된 아이디입니다.^,^^,^^,^This username has been blocked.^,^^,^^
^eNetFailure_User_CannotFindNpc^,^해당 NPC를 찾을 수 없습니다.^,^^,^^,^THat character cannot be found.^,^^,^^
^eNetFailure_User_NotDeleteGuildMaster^,^길드장인 캐릭터는 삭제할 수 없습니다.^,^^,^^,^Guild master characters cannot be deleted.^,^^,^^
^eNetFailure_User_SystemError^,^User 시스템 에러가 발생했습니다.^,^^,^^,^A player system error has occurred.^,^^,^^
^eNetFailure_User_PacketError^,^User 패킷 에러가 발생했습니다.^,^^,^^,^A player packet error has occurred.^,^^,^^
^eNetFailure_User_Npc_too_far^,^NPC와의 거리가 너무 멉니다.^,^^,^^,^Character out of range.^,^^,^^
^eNetSuccess_GMSVAgent^,^eNetSuccess_GMSVAgent 요청 성공하였습니다.^,^^,^^,^Successfully made the eNetSuccess_GMSVAgent request.^,^^,^^
^eNetFailure_GMSVAgent_FileNotFound^,^실행 파일을 찾을 수 없습니다.^,^^,^^,^The executable file cannot be found.^,^^,^^
^eNetFailure_GMSVAgent_AlreadyRunning^,^이미 실행 중입니다.^,^^,^^,^Already running.^,^^,^^
^eNetFailure_GMSVAgent_UnknownError^,^알 수 없는 에러가 발생했습니다.^,^^,^^,^An unknown error has occurred.^,^^,^^
^eNetSuccess_GMSVGameServers^,^요청 성공하였습니다.^,^^,^^,^Request successful.^,^^,^^
^eNetFailure_GMSVGameServers_OperatingWorldSomewhere^,^월드 작동에 문제가 발생했습니다.^,^^,^^,^An error has occurred in running the world server.^,^^,^^
^eNetFailure_GMSVGameServers_InvalidWorld^,^잘못된 월드입니다.^,^^,^^,^This world is invalid.^,^^,^^
^eNetSuccess_GMSVManager^,^요청 성공하였습니다.^,^^,^^,^Request successful.^,^^,^^
^eNetFailure_GMSVManager_NotExistedID^,^해당 ID를 찾을 수 없습니다.^,^^,^^,^This username could not be found.^,^^,^^
^eNetFailure_GMSVManager_WrongPasSword^,^패스워드가 맞지 않습니다.^,^^,^^,^This pasSword is incorrect.^,^^,^^
^eNetFailure_GMSVManager_DBQueryError^,^DB 에러가 발생했습니다.^,^^,^^,^A DB error has occurred.^,^^,^^
^eNetFailure_GMSVManager_SuspiciousPacket^,^잘못된 패킷입니다.^,^^,^^,^Invalid packet.^,^^,^^
^eNetFailure_GMSVManager_InvalidWorld^,^잘못된 월드입니다.^,^^,^^,^This world is invalid.^,^^,^^
^eNetFailure_GMSVManager_EventNotificationFull^,^이벤트 공지가 가득 찼습니다.^,^^,^^,^The event notice page is full.^,^^,^^
^eNetFailure_GMSVManager_WorldisRunning^,^월드가 작동 중인 상태입니다.^,^^,^^,^The world server is running.^,^^,^^
^eNetFailure_GMSVManager_WorldisStopped^,^월드가 정지된 상태입니다.^,^^,^^,^The world server has stopped.^,^^,^^
^eNetSuccess_Entry^,^입장 성공하였습니다.^,^^,^^,^Entry successful.^,^^,^^
^eNetFailure_Entry_SequenceError^,^게임 접속 처리 순서에 문제가 발생했습니다.^,^^,^^,^Error has occurred with game login order.^,^^,^^
^eNetFailure_Entry_NotExistedID^,^존재하지 않는 ID 입니다.^,^^,^^,^This username is invalid.^,^^,^^
^eNetFailure_Entry_WrongPasSword^,^패스워드가 맞지 않습니다.^,^^,^^,^This pasSword is incorrect.^,^^,^^
^eNetFailure_Entry_BlockedIP^,^이용이 제한된 IP 입니다.^,^^,^^,^Restricted IP.^,^^,^^
^eNetFailure_Entry_BlockedID^,^이용이 제한된 ID 입니다.^,^^,^^,^This username has restricted use.^,^^,^^
^eNetFailure_Entry_NotUserForGame^,^게임 유저가 아닙니다.^,^^,^^,^You are not registered as a player.^,^^,^^
^eNetFailure_Entry_EqualAccountConnected^,^다른 곳에서 같은 계정이 접속중입니다.^,^^,^^,^This account is already in use.^,^^,^^
^eNetFailure_Entry_DBQueryError^,^DB쿼리 에러가 발생했습니다.^,^^,^^,^A DB query error has occurred.^,^^,^^
^eNetFailure_Entry_AccountFull^,^계정 최대치입니다.^,^^,^^,^Maximum account limit reached.^,^^,^^
^eNetFailure_Entry_UnlinkedWithMainServer^,^메인 서버에 연결되어 있지 않습니다.^,^^,^^,^Not connected to the main server.^,^^,^^
^eNetFailure_Entry_NotRegistedWorld^,^등록된 월드가 아닙니다.^,^^,^^,^This world is not listed.^,^^,^^
^eNetFailure_Entry_NotOperatingWorld^,^작동중인 월드가 아닙니다.^,^^,^^,^This world is not active.^,^^,^^
^eNetFailure_Entry_OverMaxUser^,^현재 서버 접속인원이 많습니다.
잠시후 다시 접속해주시기 바랍니다.^,^^,^^,^There are currently too many players on the server. Please try again.^,^^,^^
^eNetFailure_Entry_SuspiciousPacket^,^알 수 없는 패킷입니다.^,^^,^^,^Unknown packet.^,^^,^^
^eNetFailure_Entry^,^포괄적인 에러가 발생했습니다.^,^^,^^,^A generic error has occurred.^,^^,^^
^eNetSuccess_Channel^,^채널 접속^,^^,^^,^Channel Login^,^^,^^
^eNetFailure_Channel_NotRegistedWorld^,^등록된 월드가 아닙니다.^,^^,^^,^This world is not listed.^,^^,^^
^eNetFailure_Channel_NotOperatingWorld^,^작동중인 월드가 아닙니다.^,^^,^^,^This world is not active.^,^^,^^
^eNetFailure_Channel_OperatingWorldSomewhere^,^이미 작동중인 월드입니다.^,^^,^^,^This world server is already running.^,^^,^^
^eNetFailure_Channel_AccountNotConnected^,^접속중인 계정이 아닙니다.^,^^,^^,^This account is not connected.^,^^,^^
^eNetFailure_Channel_PacketError^,^채널 패킷에 에러가 발생했습니다.^,^^,^^,^A channel packet error has occurred.^,^^,^^
^eNetSuccess_Login^,^로그인^,^^,^^,^Enter^,^^,^^
^eNetFailure_Login_EqualAccountConnected^,^같은 계정이 접속 중입니다.^,^^,^^,^The same account has already logged in.^,^^,^^
^eNetFailure_Login_DBQueryError^,^데이터베이스쿼리 에러가 발생하였습니다.^,^^,^^,^A DB query error has occurred.^,^^,^^
^eNetFailure_Login_AccountFull^,^접속 계정이 꽉 찼습니다.^,^^,^^,^This account is full.^,^^,^^
^eNetFailure_Login_AccountNotConnected^,^접속 중이지 않은 계정입니다.^,^^,^^,^This account has not logged in.^,^^,^^
^eNetFailure_Login_WorldNotRegisted^,^등록된 월드가 아닙니다.^,^^,^^,^This world is not listed.^,^^,^^
^eNetFailure_Login_NotOperatingWorld^,^작동중인 월드가 아닙니다.^,^^,^^,^This world is not active.^,^^,^^
^eNetSuccess_StressTest^,^스트레스 테스트중입니다.^,^^,^^,^Stress-testing...^,^^,^^
^eNetSuccess_Creature^,^펠로우^,^^,^^,^Familiars^,^^,^^
^eNetFailure_Creature_Empty^,^펠로우가 없습니다.^,^^,^^,^There is no familiar.^,^^,^^
^eNetFailure_Creature_NotBoarding^,^펠로우에 탑승하고 있지 않습니다.^,^^,^^,^You are not mounted on a familiar.^,^^,^^
^eNetFailure_Creature_Boarding^,^이미 펠로우에 탑승 중입니다.^,^^,^^,^You are already mounted on a familiar.^,^^,^^
^eNetFailure_Creature_NotLearnedSkill^,^배우지 않은 스킬입니다.^,^^,^^,^You haven't learned this skill.^,^^,^^
^eNetFailure_Creature_NoSerachableTarget^,^타겟을 찾을 수 없습니다.^,^^,^^,^Target not found.^,^^,^^
^eNetFailure_Creature_IsNotActableState^,^행동이 불가능한 상태입니다.^,^^,^^,^Action disabled in this status.^,^^,^^
^eNetFailure_Creature_NotRegistedSkill^,^등록된 스킬이 아닙니다.^,^^,^^,^This skill has not been registered.^,^^,^^
^eNetFailure_Creature_NotOverActableTime^,^아직 재사용 시간이 지나지 않았습니다.^,^^,^^,^This is still on cooldown.^,^^,^^
^eNetFailure_Creature_NotEnabled^,^활성화 되어 있지 않습니다.^,^^,^^,^Not activated.^,^^,^^
^eNetFailure_Creature_FarDistantThanActionRange^,^사정거리보다 먼 거리에 있습니다.^,^^,^^,^You are too far away.^,^^,^^
^eNetFailure_Creature_WithinMinActableRange^,^너무 가까운 거리에 있습니다.^,^^,^^,^You are too close.^,^^,^^
^eNetFailure_Creature_IsNotDamagableTarget^,^공격할 수 없는 적입니다.^,^^,^^,^You cannot attack this enemy.^,^^,^^
^eNetFailure_Creature_GaugeLow^,^게이지가 모자랍니다.^,^^,^^,^Your gauge is low.^,^^,^^
^eNetFailure_Creature_WrongTarget^,^잘못된 타겟입니다.^,^^,^^,^Wrong target.^,^^,^^
^eNetFailure_Creature_CannotActCastingSkillOnSilenceState^,^침묵 상태에서는 캐스팅 스킬을 사용할 수 없습니다.^,^^,^^,^You cannot cast while silenced.^,^^,^^
^eNetFailure_Creature_NotCastingState^,^캐스팅 중이 아닙니다.^,^^,^^,^You are not ready to cast.^,^^,^^
^eNetFailure_Creature_WhileActingLinkedSkill^,^링크 스킬을 시전 중입니다.^,^^,^^,^Casting link skill...^,^^,^^
