t_type,t_typename,t_key,t_eng
^map_p01^,^Exarahn Badlands^,^ex_1_1_0035_Ongoing_Text^,^You're still here... why? Make yourself useful or get lost.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0035_Complete_Text^,^You took your sweet time, didn't you? Finish the job more quickly next time.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0036_Title^,^Surviving Crimsonreach^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0036_RewarderDesc^,^Breeze^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0036_Request_Text^,^It isn't easy to survive in a place like this. There's only a few of us and our enemies are countless. They've harried us so long that we've nearly run out of food. Could you help us? I'll take anything that looks edible at this point.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0036_Accepted_Text^,^I'm so hungry. Say, you've got some meat on your bones...^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0036_Ongoing_Text^,^Did you find anything to eat?^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0036_Complete_Text^,^This will do. Thank you.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0090_Title^,^Test of Skill II^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0090_RewarderDesc^,^Sergeant Stein^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0090_Request_Text^,^I don't care what Commander Schutein says. You don't have what it takes to tame Nightmare.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0090_Request_Text_attach_0^,^<br><br>Want to prove me around? Take down 100 hostiles and maybe -- MAYBE -- I'll tell you what I know about Nightmare.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0090_Accepted_Text^,^You heard me right. 100 hostiles. Now go! ^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0090_Ongoing_Text^,^What's the matter? Is 100 too many? Are you going to cry to your mama? Get out of my face! ^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0090_Complete_Text^,^Never thought a recruit like you could pull it off. Very well. I promised you a reward, and I keep my promises. ^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0091_Title^,^In Search of Nightmare^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0091_RewarderDesc^,^Louiche^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0091_Request_Text^,^Here's everything I know about Nightmare: jack squat. You should talk to Louiche. She's an odd one, but she knows everything there is to know about Exarahn familiars.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0091_Accepted_Text^,^Now get out of here.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0091_Ongoing_Text^,^I wrote the book on Nightmare. Literally. And luckily for you, I happen to have one copy of the book left. Since you helped me out before, it's all yours. ^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0091_Complete_Text^,^I wrote the book on Nightmare. Literally. And luckily for you, I happen to have one copy of the book left. Since you helped me out before, it's all yours. ^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0092_Title^,^Assisting Louiche's Research^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0092_RewarderDesc^,^Louiche^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0092_Request_Text^,^My research on Nightmare has been coming along nicely, but there are a few things I need. If you can scrounge up the materials I'm missing, I'll give you something to help tame Nightmare. That's fair, right?^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0092_Accepted_Text^,^Here's a list of what I need. Thanks!^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0092_Ongoing_Text^,^Oh, just hold onto whatever you've collected until you have everything.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0092_Complete_Text^,^This is great! Here, this will help you tame Nightmare. After you do, can I see her? I've always wanted to see Nightmare in the flesh! ^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0092_1_Title^,^Enemies of Exarahn II^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0092_1_RewarderDesc^,^Conqueror's Gate Bulletin Board^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0092_1_Request_Text^,^[Wanted]<br>Clakey the so-called 'squad leader' needs to be taken down a peg. I have fair wages for whoever does the job.<br><br>-Caution-<br>This is not a one-man mission! A strike team of 5 or more is recommended.<br><br>
Commander Schutein^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0092_1_Accepted_Text^,^^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0092_1_Ongoing_Text^,^[Wanted]<br>Clakey the so-called 'squad leader' needs to be taken down a peg. I have fair wages for whoever does the job.<br><br>-Caution-<br>This is not a one-man mission! A strike team of 5 or more is recommended.<br><br>
Commander Schutein^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0092_1_Complete_Text^,^Claim your reward.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0037_Title^,^To Bloodmoon Camp^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0037_RewarderDesc^,^Sergeant Stein^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0037_Request_Text^,^We've come a long way together, soldier. We've killed, we've slayed, we've maimed, we've gored. I didn't think much of you when you first showed up, groveling at my feet for a chance to prove yourself, but you really pulled through out there. I think you're ready to join the fight at Bloodmoon Camp. My buddy Sergeant Stein will welcome you with open arms. And closed fists, heh!^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0037_Accepted_Text^,^You're gonna like my brother.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0037_Ongoing_Text^,^Am I supposed to be impressed, recruit? Schutein may have taken it easy on you, but you're in my squad now, and I expect you to WORK! Understood?^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0037_Complete_Text^,^Am I supposed to be impressed, recruit? Schutein may have taken it easy on you, but you're in my squad now, and I expect you to WORK! Understood?^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0038_Title^,^Eternal Rest^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0038_RewarderDesc^,^Bloodmoon Camp Bulletin Board^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0038_Request_Text^,^Seeking adventurers to gather the remains of the cursed dead and lay their souls to rest. Adventurers will also have to battle enemy scouts northeast of camp to prEvent them from defiling even more corpses. Ellora's light be with you.<br><br>Raymond the Mender^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0038_Accepted_Text^,^^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0038_Ongoing_Text^,^Seeking adventurers to gather the remains of the cursed dead and lay their souls to rest. Adventurers will also have to battle enemy scouts northeast of camp to prEvent them from defiling even more corpses. Ellora's light be with you.<br><br>Raymond the Mender^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0038_Complete_Text^,^Claim your reward.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0039_Title^,^Liquor Is Life^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0039_RewarderDesc^,^Ashwind Camp Bulletin Board^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0039_Request_Text^,^Pirites are bad peeple who arr stel all the booze. Get booze back from therr chests in sleepless coats? Thank yoo vrry mush<br><br>
Its Lima^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0039_Accepted_Text^,^^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0039_Ongoing_Text^,^Pirites are bad peeple who arr stel all the booze. Get booze back from therr chests in sleepless coats? Thank yoo vrry mush<br><br>
Its Lima^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0039_Complete_Text^,^Claim your reward.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0040_Title^,^Piratical Riches^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0040_RewarderDesc^,^Ashwind Camp Bulletin Board^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0040_Request_Text^,^Pirates gots moneys but why don't I gots moneys? Get the moneys for Uncle Lima. Sleeplesss Coasts. Go go go.<br><br>Lima was herrrre^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0040_Accepted_Text^,^^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0040_Ongoing_Text^,^Pirates gots moneys but why don't I gots moneys? Get the moneys for Uncle Lima. Sleeplesss Coasts. Go go go.<br><br>Lima was herrrre^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0040_Complete_Text^,^Claim your reward.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0005_1_Title^,^Exarium Excavation^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0005_1_RewarderDesc^,^Conqueror's Gate Bulletin Board^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0005_1_Request_Text^,^By order of the Arcanum, a fair and just reward is offered to any who destroy contaminated exarium and return with intact exarium.<br><br>- Rodham, Arcanum Initiate^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0005_1_Accepted_Text^,^^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0005_1_Ongoing_Text^,^By order of the Arcanum, a fair and just reward is offered to any who destroy contaminated Exarium and return with intact Exarium.<br><br>- Rodham, Arcanum Initiate^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0005_1_Complete_Text^,^Claim your reward.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0012_1_Title^,^[Lv. 40 or below] Relic Collection^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0012_1_RewarderDesc^,^Conqueror's Gate Bulletin Board^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0012_1_Request_Text^,^There are great piles of Exarahn relics left to the northeast of Conqueror's Gate. Be a good chap and retrieve the relics, along with the relic list fragments carried by the werewolves.<br>Chaney Rabbini^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0012_1_Accepted_Text^,^^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0012_1_Ongoing_Text^,^There are great piles of Exarahn relics left to the northeast of Conqueror's Gate. Be a good chap and retrieve the relics, along with the relic list fragments carried by the werewolves.<br>Chaney Rabbini^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0012_1_Complete_Text^,^Claim your reward.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0017_1_Title^,^Disciplinary Actions^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0017_1_RewarderDesc^,^Bloodmoon Camp Bulletin Board^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0017_1_Request_Text^,^The louts I have the displeasure of commanding are lazing about in front of Bloodmoon Camp. A bucket of water over the head should sort them out. While you're at it, take down the Khabim Runners who have been spying on us.<br><br>Sergeant Stein^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0017_1_Accepted_Text^,^^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0017_1_Ongoing_Text^,^The louts I have the displeasure of commanding are lazing about in front of Bloodmoon Camp. A bucket of water over the head should sort them out. While you're at it, take down the Khabim Runners who have been spying on us.<br><br>Sergeant Stein^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0017_1_Complete_Text^,^Claim your reward.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0018_1_Title^,^Trees in Pain^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0018_1_RewarderDesc^,^Kiki^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0018_1_Request_Text^,^The Khabim Brotherhood is doing something to the trees. I could feel it when you gifted them with my blessing.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0018_1_Request_Text_attach_0^,^<br><br>The Khabimists are using evil runes to hurt the saplings! Ooh, it's just like a human to think they can do whatever they want to the forest. I say you ought to teach them a lesson!^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0018_1_Accepted_Text^,^The trees are suffering!^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0018_1_Ongoing_Text^,^The forest is in agony because of their runes. I can feel it in my heart. Please, you can't let them get away with this!^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0018_1_Complete_Text^,^Thanks so much! I hope they leave the forest alone this time.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0018_2_Title^,^Kiki's Woes^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0018_2_RewarderDesc^,^Kiki^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0018_2_Request_Text^,^The Khabim Brotherhood is still hurting my trees! Take their runes away and infuse the trees with my blessing. The Khabimists are squatting to the north of Conqueror's Gate and the south of Crimsonreach. Help me and you'll have a friend for life!<br><br>- Kiki^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0018_2_Accepted_Text^,^^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0018_2_Ongoing_Text^,^The Khabim Brotherhood is still hurting my trees! Take their runes away and infuse the trees with my blessing. The Khabimists are squatting to the north of Conqueror's Gate and the south of Crimsonreach. Help me and you'll have a friend for life!<br><br>- Kiki^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0018_2_Complete_Text^,^Claim your reward.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0020_2_Title^,^Khabimist Battles^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0020_2_RewarderDesc^,^Bloodmoon Camp Bulletin Board^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0020_2_Request_Text^,^I want all forces to sweep the region surrounding Bloodmoon Camp. Khabimist bombadiers, snipers, and warlocks are moving unchecked, and I won't have that. Kill them and confiscate their bombs for a reward.<br>Sergeant Stein^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0020_2_Accepted_Text^,^^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0020_2_Ongoing_Text^,^Mobilizing all forces to do a sweep of the region surrounding the Moon Halo Camp. Khabimist bombadiers, snipers, and warlocks threaten our security. Defeat them and return with their bombs for a reward.<br><br>Sergeant Stein^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0020_2_Complete_Text^,^Claim your reward.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0020_3_Title^,^Three Suspicious Brothers^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0020_3_RewarderDesc^,^Sergeant Stein^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0020_3_Request_Text^,^I'm getting some troubling reports out of Crimsonreach Forest. It's the Clakey Brothers, three infamous murderers and outlaws.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0020_3_Request_Text_attach_0^,^<br><br>I may get paid to kill, but that doesn't mean I condone murder. Recruit, I want you to express my distaste for their actions in person. Do it at the end of a blade if you have to, and bring friends if you're worried about being outnumbered. These dogs deserve to be put down.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0020_3_Accepted_Text^,^Damn murderers and their murder...^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0020_3_Ongoing_Text^,^Take care of the Clakey Brothers once and for all. Hell, I'll be happy even if you just kill the oldest. Round up some friends and hunt for them in Crimsonreach Forest.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0020_3_Complete_Text^,^Excellent work. Things should be better around here with those scumbags out of the picture.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0024_1_Title^,^Waiting Without a Promise^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0024_1_RewarderDesc^,^Crimsonreach Camp Bulletin Board^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0024_1_Request_Text^,^We're offering rewards for eliminating Skeleton Footsoldiers and Archers sighted in the Exarahn Official Residence.<br><br>
- Lieutenant Rodain^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0024_1_Accepted_Text^,^^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0024_1_Ongoing_Text^,^We're offering rewards for eliminating Skeleton Footsoldiers and Archers sighted in the Exarahn Official Residence.<br><br>
- Lieutenant Rodain^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0024_1_Complete_Text^,^Claim your reward.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0027_2_Title^,^That Unforgettable Taste^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0027_2_RewarderDesc^,^Lima^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0027_2_Request_Text^,^Lookin for gud eats with gud booze. Want seefood sup all ocopus trners eat. You get gud stuf I promis<br><br>Im Still Lima ^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0027_2_Accepted_Text^,^^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0027_2_Ongoing_Text^,^Lookin for gud eats with gud booze. Want seefood sup all ocopus trners eat. You get gud stuf I promis<br><br>Im Still Lima ^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0027_2_Complete_Text^,^Claim your reward.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0034_2_Title^,^Sleeping Potion Supplies^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0034_2_RewarderDesc^,^Crimsonreach Camp Bulletin Board^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0034_2_Request_Text^,^We require a great many materials to make an assortment of sleeping potions. Rewards are posted for those who bring back Bone Pieces and Corpse Grass from Exarahn Skeleton Swordsmen and Archers. The sleeping potions are to be used in the destruction of the Corrupted Exarium.<br><br>
- Lieutenant Rodain^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0034_2_Accepted_Text^,^^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0034_2_Ongoing_Text^,^We require a great many materials to make an assortment of sleeping potions. Rewards are posted for those who bring back Bone Pieces and Corpse Grass from Exarahn Skeleton Swordsmen and Archers. The sleeping potions are to be used in the destruction of the Corrupted Exarium.<br><br>
- Lieutenant Rodain^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0034_2_Complete_Text^,^Claim your reward.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0034_3_Title^,^A New Attraction^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0034_3_RewarderDesc^,^Restless Ghost^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0034_3_Request_Text^,^I thought the sleeping potion would do the trick, but that didn't work at all! I woke up just as easily as before. Forget the stupid potions. I should just read a book or something. You got anything to read? I've already read everything I could find in the cemetery.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0034_3_Request_Text_attach_0^,^<br><br>
There has to be something between the cemetery and the Sleeping Coast to read. Bring back anything! History books, land deeds, literally anything!^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0034_3_Accepted_Text^,^Search everywhere from the cemetery to the coast! I'll know if you don't. ^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0034_3_Ongoing_Text^,^Did you get some books? I really don't need more of those potions. They don't even taste good. ^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0034_3_Complete_Text^,^Oh wow, you actually found a pretty good variety! Perfect, perfect... there must be something here boring enough to put me to sleep. And if there isn't, I'll just put you back to work.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0036_1_Title^,^Food Supplies^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0036_1_RewarderDesc^,^Ashwind Camp Bulletin Board^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0036_1_Request_Text^,^We're authorizing supply missions to solve our ration shortage. To begin, we will reward whoever brings back nearby rations, regardless of quality.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0036_1_Accepted_Text^,^^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0036_1_Ongoing_Text^,^We're authorizing supply missions to solve our ration shortage. To begin, we will reward whoever brings back nearby rations, regardless of quality.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0036_1_Complete_Text^,^Claim your reward.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0041_Title^,^Missing Scout^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0041_RewarderDesc^,^Lieutenant Rodain^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0041_Request_Text^,^One of my scouting parties hasn't reported back for two days. I think we can assume the worst, but just in case I want you to confirm.<br><br>[UserName], find Ferrell and Spree.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0041_Accepted_Text^,^Why are you still here? Hurry up!^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0041_Ongoing_Text^,^So, where are they? Have you even left yet? Soldiers that need to be asked twice don't get asked again.<br><br>Because they're dead.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0041_Complete_Text^,^They're dead, eh? Just as I thought. It's a damn shame, but that's life in Exarahn... fleeting. Tell me you at least found a clue or two on them.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0041_1_Title^,^Bloody Revenge^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0041_1_RewarderDesc^,^Lieutenant Rodain^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0041_1_Request_Text^,^I've finished looking over that report you took off of Spree's body. Surprise, surprise, it was those degenerate Khabimist Warlocks. Make them pay with their lives.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0041_1_Accepted_Text^,^All right then. Go on. Show off for me.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0041_1_Ongoing_Text^,^Every time I think the Khabimists have gone too far...^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0041_1_Complete_Text^,^Are the warlocks dead? Good. Rest well, Ferrell and Spree.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0042_Title^,^Damaged Supplies^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0042_RewarderDesc^,^Lieutenant Rodain^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0042_Request_Text^,^Got another job for you, [UserName]. Those Khabim bastards have taken to burning our supply wagons. I need you to hurry and put them out. Salvage whatever you can, too. I don't want you back here empty-handed.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0042_Request_Text_attach_0^,^<br><br>Our supply problems are only going to get worse if this keeps up...^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0042_Accepted_Text^,^Why are you still here? Hurry up!^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0042_Ongoing_Text^,^We're not going to be able to survive on so few supplies. What a disaster.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0042_Complete_Text^,^Not bad. At least you saved something from the flames.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0042_1_Title^,^Sneaky Methods^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0042_1_RewarderDesc^,^Lieutenant Rodain^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0042_1_Request_Text^,^You look like you have something to report. Red powder in the supplies?<br><br>By the Light, this is poison! They're not content to cut our throats or starve us out, eh? They're worse than scum...^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0042_1_Request_Text_attach_0^,^<br><br>Listen up, [UserName]. Talk to Kaiyu and find out what exactly this powder is made of. If an antidote exists, I want it yesterday.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0042_1_Accepted_Text^,^Why are you still here? Hurry up!^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0042_1_Ongoing_Text^,^^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0042_1_Complete_Text^,^Hmm... If I had to guess, I'd say this powder was made from the local Corpse Grass.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0042_2_Title^,^Apothecary's Aid^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0042_2_RewarderDesc^,^Lieutenant Rodain^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0042_2_Request_Text^,^Just Corpse Grass by itself has only a weak paralyzing effect, but combining it with a warmer element unleashes its toxic potential. It's an insidious mix. ^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0042_2_Request_Text_attach_0^,^<br><br>There is no proper antidote, unfortunately, but I can give you something that will reduce its effects and build tolerance. It's a simple mixture, really. Here, take this to Rodain.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0042_2_Accepted_Text^,^Take this medicine to Rodain.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0042_2_Ongoing_Text^,^^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0042_2_Complete_Text^,^No antidote, eh? I guess there are some things beyond even Kaiyu. Well, our boys will just have to pay a little more attention when they're stuffing their faces.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0042_3_Title^,^Defending Supplies^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0042_3_RewarderDesc^,^Crimsonreach Camp Bulletin Board^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0042_3_Request_Text^,^The Khabimists keep hitting Crimsonreach defenses, and as a result our supplies are running low. I have rewards for those who foil attacks on our wagons, recover supplies, and kill Khabimist warlocks.<br><br>Lieutenant Rodain^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0042_3_Accepted_Text^,^^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0042_3_Ongoing_Text^,^The Khabimists keep hitting Crimsonreach defenses, and as a result our supplies are running low. I have rewards for those who foil attacks on our wagons, recover supplies, and kill Khabimist warlocks.<br><br>Lieutenant Rodain^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0042_3_Complete_Text^,^Claim your reward.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0043_Title^,^Worthy Investments^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0043_RewarderDesc^,^Ruth Rabbini^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0043_Request_Text^,^We, the Blacktongue Trading Company, are seeking fine products to expand our exotic catalogue. The goods of the Exarahn Badlands are in high demand in the capital, particularly rare turtle shells. The owners of these exquisite shells can be found in the northern reaches of Bloodmoon Lake.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0043_Accepted_Text^,^Go to the northern area of Bloodmoon Lake.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0043_Ongoing_Text^,^Do you know how troublesome it can be to manage such a prestigious trading company? Having contractors with no sense of expediency does not help matters, I must say!^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0043_Complete_Text^,^Splendid! My goodness, look at this luster! You've done well, human.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0043_1_Title^,^Ethics in Trading^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0043_1_RewarderDesc^,^Ruth Rabbini^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0043_1_Request_Text^,^The soldiers of the Khabim Brotherhood have become quite the nuisance to our respectable company and its business. I do so detest violence, but I detest lost profits even more! They clearly have no interest in the free market, so free them of this mortal coil, would you?<br>^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0043_1_Accepted_Text^,^The Khabim Brotherhood must understand the price of doing business.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0043_1_Ongoing_Text^,^Friend, I have a great many matters to attend to. My resposibilities keep me up at night. So I would VERY MUCH appreciate you handling this matter without my needing to remind you again.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0043_1_Complete_Text^,^Excellent! An unmistakable lesson in ethics, if ever I've seen one. You've done well human. Take this. We of the Blacktongue Trading Company take care of ours.<br>^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0043_2_Title^,^Product Line^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0043_2_RewarderDesc^,^Ruth Rabbini^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0043_2_Request_Text^,^The Blacktongue Trading Company wishes to extend its recent product line, and that means extending our supply. Those who venture up to the northern reaches of Bloodmoon Lake and bring back rare turtle shells will find themselves richly rewarded!<br><br>
- Ruth Rabbini^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0043_2_Accepted_Text^,^^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0043_2_Ongoing_Text^,^The Blacktongue Trading Company wishes to extend its recent product line, and that means extending our supply. Those who venture up to the northern reaches of Bloodmoon Lake and bring back rare turtle shells will find themselves richly rewarded!<br><br>
- Ruth Rabbini^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0043_2_Complete_Text^,^Claim your reward.^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0044_Title^,^Wings of the Canyon^
^map_p01^,^Exarahn Badlands^,^ex_1_1_0044_RewarderDesc^,^Sergeant Stein^
