t_type,t_typename,t_key,t_eng
^Co^,^Common^,^shop_tab_ica^,^Icarian Day of Celebration^
^Co^,^Common^,^ui_arena_killinfo^,^Battlefield Kill Info^
^Co^,^Common^,^ui_tab_guildmasterskill^,^Guild Leader Skill^
^Co^,^Common^,^ui_cost^,^Cost^
^Co^,^Common^,^ui_guildranking_title^,^Guild Rank^
^Co^,^Common^,^ui_spotbattle_penalty_msg^,^You registered for the previous siege but<br>did not participate. Therefore, you've suffered a <font color="#b28a0e">penalty</font>.<br><font color="#b28a0e">You cannot participate in this siege.</font>^
^Co^,^Common^,^ui_spotbattle_can_not_apply_msg^,^You cannot register for the siege due to the following reasons.<br><font color="#b28a0e">- Less than 5 knights</font><br><font color="#b28a0e">- Reached the max number of guilds that can register (30)</font>^
^Co^,^Common^,^shop_tab_temain^,^Temmajin^
^Co^,^Common^,^ui_enter^,^Enter^
^Co^,^Common^,^ui_not_occupied_guild^,^No Occupied Guild^
^Co^,^Common^,^Spot_f02_001^,^Kellwoods Base^
^Co^,^Common^,^Spot_f02_002^,^Foothills Base^
^Co^,^Common^,^Spot_f02_003^,^Dragon Base^
^Co^,^Common^,^Spot_f02_004^,^Zadaran Base^
^Co^,^Common^,^Spot_f02_005^,^Sansupus Base^
^Co^,^Common^,^Post_f02_101^,^Kellwoods Farms^
^Co^,^Common^,^Post_f02_102^,^Morineh Lake^
^Co^,^Common^,^Post_f02_103^,^The Guardian Dragon's Pass^
^Co^,^Common^,^Post_f02_201^,^Cemetery^
^Co^,^Common^,^Post_f02_202^,^Foothills^
^Co^,^Common^,^Post_f02_203^,^Miller's Hill^
^Co^,^Common^,^Post_f02_301^,^Divinity Shore^
^Co^,^Common^,^Post_f02_302^,^Divinity Shore Fishery^
^Co^,^Common^,^Post_f02_303^,^Broken Caldera^
^Co^,^Common^,^Post_f02_401^,^Zadaran^
^Co^,^Common^,^Post_f02_402^,^Zadaran Camp^
^Co^,^Common^,^Post_f02_403^,^Gilded Woods^
^Co^,^Common^,^Post_f02_501^,^Sansupus Ranch^
^Co^,^Common^,^Post_f02_502^,^Forlorn Ruins^
^Co^,^Common^,^Post_f02_503^,^Morineh Lake^
^Co^,^Common^,^ui_under attack^,^Under Attack^
^Co^,^Common^,^ui_title_fellowinfo_and_ranking^,^Familiar & Rank^
^Co^,^Common^,^dungeon_grade_info^,^Dungeon Info^
^Co^,^Common^,^dungeon_recommand_info^,^Recommended Use^
^Co^,^Common^,^dungeon_grade_recommand_equip^,^Recommended Equipment^
^Co^,^Common^,^ui_ousidestorage_reward_sub_spotbattleapplication^,^Siege Participation Reward^
^Co^,^Common^,^ui_ousidestorage_reward_sub_spotbattleoccupy^,^Siege Occupation Reward^
^Co^,^Common^,^shop_tab_temain_recipe^,^Temmajin Recipe^
^Co^,^Common^,^shop_tab_alsas_recipe^,^Alsacian Recipe^
^Co^,^Common^,^shop_tab_exchange_40^,^Reach Lv. 40^
^Co^,^Common^,^shop_tab_exchange_50^,^Reach Lv. 50^
^Co^,^Common^,^shop_tab_exchange_60^,^Reach Lv. 60^
^Co^,^Common^,^spotbattle_information_1^,^<font color="#ff0000">* Even though you register, if you don't participate, you can't claim this reward.<br>(Rewards: Check the siege icon on the left)</font><br><br>^
^Co^,^Common^,^spotbattle_information_2^,^1. Registration Period: Once a siege ends, you have up to 1 hour before the next siege begins.<br>^
^Co^,^Common^,^spotbattle_information_3^,^2. Location: Hakanas Highlands PvP Channel<br>^
^Co^,^Common^,^spotbattle_information_4^,^3. Max Participating Guilds: 30<br>^
^Co^,^Common^,^spotbattle_information_5^,^4. Registration Requirement: A guild with 5-10 knights<br>^
^Co^,^Common^,^spotbattle_information_6^,^5. <font color="#ffff00">Victory Conditions</font><br> 5-1. Occupy at least 2 Manastones within one base by the end of the siege.<br> 5-2. If the above condition is not met, victory will be awarded to the side with the highest cumulative occupation time.<br>^
^Co^,^Common^,^spotbattle_information_7^,^<font color="#ffff00">* Cumulative Occupation Time</font>: This is the time that is accumulated when the Manastone is occupied for each base.<br>(The sum is in proportion to the number of Manastones occupied within the base.)<br><br>^
^Co^,^Common^,^spotbattle_information_8^,^<font color="#ffff00">Tip. Forming a raid with other knights is highly recommended!</font><br>^
^Co^,^Common^,^spotbattle_information_9^,^  <br>^
^Co^,^Common^,^spotbattle_information_10^,^  <br>^
^Co^,^Common^,^ui_spotbattle_observer^,^In Spectator Mode^
^Co^,^Common^,^shop_tab_token^,^Sunlight Token^
^Co^,^Common^,^shop_tab_gold^,^Gold^
^Co^,^Common^,^ui_order^,^Order^
^Co^,^Common^,^ui_guildrangking_noresult^,^No results.^
^Co^,^Common^,^ui_gameoption_shortcut_party_6^,^Target Party Member 5^
^Co^,^Common^,^ui_gameoption_shortcut_party_7^,^Target Party Member 6^
^Co^,^Common^,^ui_gameoption_shortcut_party_8^,^Target Party Member 7^
^Co^,^Common^,^ui_gameoption_shortcut_party_9^,^Target Party Member 8^
^Co^,^Common^,^ui_gameoption_shortcut_party_10^,^Target Party Member 9^
^Co^,^Common^,^ui_equip_sealedfellow_succession^,^Inherit Equipped Seal Stone^
^Co^,^Common^,^ui_sealedfellow_succession^,^Inherited Seal Stone^
^Co^,^Common^,^ui_charnamechange_title^,^Disclaimer^
^Co^,^Common^,^ui_charnamechange_textline^,^1. The character name displayed on crafted items before the name change will still display the name that was used at the time of crafting.
2. Changing character names will be be unavailable for a period of <Y_Y>two (2) months</Y_Y> after using the service.
3. The character name you had before the change <Y_Y>cannot be used for two (2) months</Y_Y>.
4. <R_Y>Your character will be moved to the lobby when you request a character name change.</R_Y>^
^Co^,^Common^,^ui_charnamechange_description^,^Please enter the name you would like to change to.^
^Co^,^Common^,^ui_charnamechange_wintitle^,^Change Character Name^
^Co^,^Common^,^ui_charnamechange_btn_duplication^,^Verify^
^Co^,^Common^,^ui_charnamechange_btn_change^,^Okay^
^Co^,^Common^,^shop_tab_ancient^,^Zelnaris^
^Co^,^Common^,^shop_tab_shop_tab_ancientrecipe^,^Zelnaris Recipe^
^Co^,^Common^,^ui_spotbattle_minimap_timer_description^,^<R_Y>The status time is updated every 5 minutes.</R_Y>^
^Co^,^Common^,^shop_tab_shop_tab_ancientrecipe2^,^Cold Blooded Recipe^
^Co^,^Common^,^ui_apply^,^Accept^
^Co^,^Common^,^ui_refuse^,^Decline^
^Co^,^Common^,^ui_guild_promote_type_normal^,^Common^
^Co^,^Common^,^ui_guild_promote_type_pvp^,^PvP^
^Co^,^Common^,^ui_guild_promote_type_pve^,^PvE^
^Co^,^Common^,^ui_guild_promote_type_friendship^,^Social^
^Co^,^Common^,^ui_guild_promote_type_all^,^All^
^Co^,^Common^,^ui_title_guild_join_apply^,^Submit Application^
^Co^,^Common^,^ui_title_guild_join_cancel^,^Cancel Application^
^Co^,^Common^,^ui_title_guild_promote^,^Promote Guild^
^Co^,^Common^,^ui_title_guild_promote_delete^,^Delete Post^
^Co^,^Common^,^ui_guild_join_manager^,^Manage Applications^
^Co^,^Common^,^ui_guild_join_stand^,^Suspend Applications^
^Co^,^Common^,^ui_title_guild_comunity^,^Guild Community^
^Co^,^Common^,^ui_guild_promote_detail_info^,^Details^
^Co^,^Common^,^ui_guild_promote_initilize_notify^,^You can apply to a guild through a guild's promotional post.^
^Co^,^Common^,^ui_btn_guild_notice_regist^,^Submit Post^
^Co^,^Common^,^ui_btn_guild_notice_delete^,^Delete Post^
^Co^,^Common^,^ui_all_knight_summon^,^Summon All Knights^
^Co^,^Common^,^ui_all_knight_summon_request^,^Request Summons for All Knights^
^Co^,^Common^,^ui_btn_guild_join_apply^,^Submit Post^
^Co^,^Common^,^ui_btn_request_guild_join^,^Submit Application^
^Co^,^Common^,^ui_achievements_spotbattle^,^Siege^
^Co^,^Common^,^ui_sealedfellow_succession_check_tooltip^,^Selecting this will allow the Seal Stone in the material equipment to be inherited. (Soul Crystal cannot be inherited.)<br>There's a separate fee to inherit the Seal Stone.^
^Co^,^Common^,^ui_spot_reward_0_0^,^MacBain Coin x7<br>Salant's Magic Fragment x7<br>Destructive Manastone x6<br>Honorable Medallion (2 Day)<br>Kellwoods Mine Entry Pass x3<br><br>^
^Co^,^Common^,^ui_spot_reward_0_1^,^<font color="#ff0000">Base Occupation Benefits</font><br><font color="#ffff00">Benefits for All Occupying Guild Members</font><br>Usable Town: Kellwoods<br>Usable NPC: Yunggir<br>^
^Co^,^Common^,^ui_spot_reward_0_2^,^Usable Mine: Kellwoods Mine<br>^
^Co^,^Common^,^ui_spot_reward_1_0^,^MacBain Coin x5<br>Salant's Magic Fragment x4<br>Destructive Manastone x4<br>Roaring Mine Entry Pass x3<br><br>^
^Co^,^Common^,^ui_spot_reward_1_1^,^<font color="#ff0000">Base Occupation Benefits</font><br><font color="#ffff00">Benefits for All Occupying Guild Members</font><br>Usable Town: Foothills Camp<br>Usable NPC: Kyusan<br>^
^Co^,^Common^,^ui_spot_reward_1_2^,^Usable Mine: Roaring Mine<br>^
^Co^,^Common^,^ui_spot_reward_2_0^,^MacBain Coin x5<br>Salant's Magic Fragment x4<br>Destructive Manastone x4<br>Zadaran Mine Entry Pass x3<br><br>^
^Co^,^Common^,^ui_spot_reward_2_1^,^<font color="#ff0000">Base Occupation Benefits</font><br><font color="#ffff00">Benefits for All Occupying Guild Members</font><br>Usable Town: Zadaran Camp<br>Usable NPC: Henjins<br>^
^Co^,^Common^,^ui_spot_reward_2_2^,^Usable Mine: Zadaran Mine<br>^
^Co^,^Common^,^ui_occupied^,^Occupied^
^Co^,^Common^,^ui_participation_tooltip^,^Given to knights that participated in the siege.<br><R_Y>Even though you registered, if you didn't participate, you can't claim this.</R_Y>^
^Co^,^Common^,^ui_spotbattle_start_time^,^Siege Start Time^
^Co^,^Common^,^ui_day_of_the_week^,^Day^
^Co^,^Common^,^ui_occupy_success^,^Occupation Success^
^Co^,^Common^,^ui_guild_occupy^,^Guild Occupation^
^Co^,^Common^,^ui_no_occupy^,^Unoccupied Territory^
^Co^,^Common^,^ui_score^,^Point^
^Co^,^Common^,^shop_tab_Newrecipe^,^New Recipe^
^Co^,^Common^,^ui_fellow_soul_charge^,^Attach Soul^
^Co^,^Common^,^ui_fellow_soul_charge_title^,^Convert Energy^
^Co^,^Common^,^shop_tab_newitem^,^New Item^
^Co^,^Common^,^ui_guild_joinlist_whisper^,^Whisper^
^Co^,^Common^,^ui_guildranking_point^,^<UI_Y>How to Acquire</UI_Y><br>1. Hunt a monster that suits the guild member's level.<br>2. Level-up a guild member.<br>3. Participate in a siege.<br><br><UI_Y>Honor Points will be reset to 0 every 1st day of the month.</UI_Y>^
^Co^,^Common^,^ui_guild_auto_join_apply^,^Accept Auto-registration^
^Co^,^Common^,^ui_tooltip_need_tamingitem^,^Condition 1^
^Co^,^Common^,^ui_tooltip_state_taminghp^,^Condition 2^
^Co^,^Common^,^ui_tooltip_state_taminghp_desc^,^Below Taming Possible ^
^Co^,^Common^,^ui_tooltip_cant_taming^,^Unable to tame^
^Co^,^Common^,^ui_fellow_soul_charge_pack_btn^,^Charge^
^Co^,^Common^,^ui_fellow_soul_charge_weapon_btn^,^Equip Weapon^
^Co^,^Common^,^ui_fellow_soul_charge_auto_title^,^Auto Equip Weapon^
^Co^,^Common^,^ui_fellow_soul_charge_pack_desc^,^This will upgrade the compressed pack. Do you want to continue?^
^Co^,^Common^,^ui_fellow_soul_charge_autolevel_0^,^Soul Stage 0^
^Co^,^Common^,^ui_fellow_soul_charge_autolevel_1^,^Soul Stage 1^
^Co^,^Common^,^ui_fellow_soul_charge_autolevel_2^,^Soul Stage 2^
^Co^,^Common^,^ui_fellow_soul_charge_autolevel_3^,^Soul Stage 3^
^Co^,^Common^,^ui_fellow_soul_charge_autolevel_4^,^Soul Stage 4^
^Co^,^Common^,^ui_fellow_soul_charge_autolevel_5^,^Soul Stage 5^
^Co^,^Common^,^ui_fellow_soul_charge_reinforce_warning_desc^,^You've selected a +6 Familiar Seal Stone. Do you want to continue?^
^Co^,^Common^,^ui_fellow_soul_charge_weapon_desc^,^Currently Equipped Item^
^Co^,^Common^,^ui_tooltip_hp_state^,^Health^
^Co^,^Common^,^ui_fellow_soul_charge_helper_btn^,^Help^
^Co^,^Common^,^ui_quickslot_soulcharge_edittitle^,^Familiar Sealed Bomb^
^Co^,^Common^,^ui_hours^,^hours^
^Co^,^Common^,^ui_minutes^,^minutes^
^Co^,^Common^,^ui_seconds^,^seconds^
^Co^,^Common^,^Hydra_type^,^Hydra^
^Co^,^Common^,^ui_title_auto_open^,^Multi-item Usage^
^Co^,^Common^,^shop_tab_tw1^,^Untameable Familiar^
^Co^,^Common^,^shop_tab_tw2^,^Tameable Familiar^
^Co^,^Common^,^shop_tab_tw3^,^Equipment^
^Co^,^Common^,^shop_tab_tw4^,^Weapons^
^Co^,^Common^,^shop_tab_tw5^,^Special^
^Co^,^Common^,^Spiroon_type^,^Spiroon^
^Co^,^Common^,^ui_roulettebutton^,^Premium Service Roulette^
^Co^,^Common^,^ui_premium_roulette_close_msg^,^The roulette is spinning.<br>Do you want to exit?^
^Co^,^Common^,^ui_guildranking_point_title^,^Honor Points^
^Co^,^Common^,^ui_spotbattlemap_name^,^Hakanas Highlands PvP^
^Co^,^Common^,^ui_spotbattle_liveinfo^,^Manastone Invasion Status^
^Co^,^Common^,^ui_renewal_information^,^Renewal Guide^
^Co^,^Common^,^ui_Guild_Month_Ranking^,^Monthly Ranking^
^Co^,^Common^,^ui_guildranking_monthresettext^,^Guild Ranking is reset on the 1st of each month.^
^Co^,^Common^,^ui_googleotp^,^Google OTP^
^Co^,^Common^,^ui_trycount^,^ Attempts^
^Co^,^Common^,^ui_difficulty^,^Difficulty Level^
^Co^,^Common^,^ui_expand_view_on^,^View Information^
^Co^,^Common^,^ui_expand_view_off^,^Hide Information^
^Co^,^Common^,^ui_sealedfellow_expand_view_title^,^View Seal Stone Information^
^Co^,^Common^,^ui_sealedfellow_expand_view_tooltip^,^Hide/View Seal Stone Options^
^Co^,^Common^,^ui_setoption_expand_view_title^,^View Set Options^
^Co^,^Common^,^ui_setoption_expand_view_tooltip^,^Hide/View Set Options^
^Co^,^Common^,^ui_comparison_expand_view_title^,^View Equipment Comparison^
^Co^,^Common^,^ui_comparison_expand_view_tooltip^,^Hide/View Equipment Comparison Window^
^Co^,^Common^,^ui_ancient_skill_lv^,^Level^
^Co^,^Common^,^ui_dragonhideout_result_title^,^Draconians' Hideout Results^
^Co^,^Common^,^ui_infinitetower_out_msg^,^Whole party members will get out of dungeon, and dugeon will disappear. Do you really want to get out of the dungeon?^
^Co^,^Common^,^shop_tab_icarusgem^,^Icarus Jewel^
^Co^,^Common^,^shop_tab_ruby^,^Ellun Merchandise^
^Co^,^Common^,^ui_red^,^Red^
^Co^,^Common^,^ui_green^,^Green^
^Co^,^Common^,^ui_orange^,^Orange^
^Co^,^Common^,^ui_yellow^,^Yellow^
^Co^,^Common^,^ui_purple^,^Purple^
^Co^,^Common^,^ui_blue^,^Blue^
^Co^,^Common^,^captcha_judge_auto^,^Notice Of absence^
^Co^,^Common^,^ui_Autogather_auto_title^,^Lucid Stone Auto Mining^
^Co^,^Common^,^action_tooltip_lucid_0001^,^Mine Lucid Stone^
^Co^,^Common^,^Ui_LucidExchange_title^,^RANIA exchanges^
^Co^,^Common^,^ExchangeRate^,^Exchange ratio^
^Co^,^Common^,^ui_CoinHave^,^RANIA you have^
^Co^,^Common^,^ui_LucidHave^,^Lucid Stone you have^
^Co^,^Common^,^ui_lobby_title_nftexchange^,^RANIA Exchanges^
^Co^,^Common^,^refreshtext ^,^Wallet Refresh^
^Co^,^Common^,^mytokencount^,^MY RANIA^
^Co^,^Common^,^exchangenoticetext^,^Please link the WEMIX Wallet.<br>You need to work with WEMIX Wallet.^
^Co^,^Common^,^exchangeratio^,^Exchange ratio^
^Co^,^Common^,^totokenexchanghing^,^When RANIA exchanging^
^Co^,^Common^,^tolucidestoneexchanghing^,^When Princess Coin exchanging^
^Co^,^Common^,^ui_token_exchange^,^Exchange to RANIA^
^Co^,^Common^,^ui_lucidstone_exchange^,^Exchange to Princess Coin^
^Co^,^Common^,^tokenexchangecountnoticetext^,^The daily limitation of RANIA trade quantity is 1,000,000 for each server.^
^Co^,^Common^,^lucidstoneexchangecountnoticetext^,^There is no limit to the request for a Princess Coin exchange.^
^Co^,^Common^,^ui_nftexchangetotokentitle^,^Exchange to RANIA^
^Co^,^Common^,^ui_nftexchangetotokentext^,^Do you really want to exchange?^
^Co^,^Common^,^ui_nftexchangetolucidstonetitle^,^Exchange to Lucid Stone^
^Co^,^Common^,^ui_nftexchangetolucidstonetext^,^Do you really want to exchange?^
^Co^,^Common^,^ui_nft_msg_success^,^Processing succeeded normally.^
^Co^,^Common^,^ui_nft_msg_connectwallet^,^Please link the WEMIX Wallet.^
^Co^,^Common^,^ui_nft_msg_cancle^,^Canceled^
^Co^,^Common^,^ui_nft_msg_systemerror^,^Processing failed^
^Co^,^Common^,^ui_nft_msg_ned_token^,^Your goods are not enough.^
^Co^,^Common^,^ui_nft_msg_ned_lucidstone^,^Your Lucid Stones are not enough.^
^Co^,^Common^,^ui_lobby_title_nftstore^,^RANIA STORE^
^Co^,^Common^,^totalusercounttext^,^Hello, Account owner!^
^Co^,^Common^,^ui_totaltext^,^Total^
^Co^,^Common^,^ui_nft_exchange^,^Go exchanges^
^Co^,^Common^,^ui_nft_storage^,^RANIA^
^Co^,^Common^,^ui_nftbutton_tooltip^,^RANIA Exchanges^
^Co^,^Common^,^ui_lucidstone_inventory^,^Treasure Pocket^
^Co^,^Common^,^ui_AutoGather_auto_title^,^Notice of Auto Mining^
^Co^,^Common^,^ui_AutoGather_auto_msg^,^Choose your mining method^
^Co^,^Common^,^ui_AutoGather_auto^,^Auto^
^Co^,^Common^,^ui_AutoGather_manual^,^Manual^
^Co^,^Common^,^ui_policy_title^,^NFT Policy^
^Co^,^Common^,^ui_termsofservice_1^,^Any item based on NFT (Non-Fungible Token) may be modified through the patch for the balance of the in-game economy by the Company and any compensation related with the value of the modified item shall not be allowed.^
^Co^,^Common^,^ui_termsofservice_2^,^Any item based on NFT (Non-Fungible Token) shall exist even after the game service is terminated or expired. However, the item can't be used in the game and any compensation for not using it in the game shall not be allowed.^
^Co^,^Common^,^spotbattle_information_11^,^When you win the spot battle, you will earn additional Lucid Stone as a reward.^
^Co^,^Common^,^spotbattle_information_12^,^Depending on the base you take over, the proportion of lucid stone reward will be changed. ( Kellwoods Base 3% / Foothills Base 1% / Zadaran Base 1% )^
^Co^,^Common^,^spotbattle_information_13^,^The guild master can receive more Lucide Stone if the master participate in the spot battle.^
^Co^,^Common^,^spotbattle_information_14^,^Guild knights of the spot battle can receive lucid stone the reward by the number of bases they have earned control.^
^Co^,^Common^,^spotbattle_information_15^,^Guild members who are online at the end of the spot battle will receive the reward based on the result of the Spot Battle.^
^Co^,^Common^,^spotbattle_information_16^,^Try to earn various rewards on participating guilds, participating members, and total participants!^
^Co^,^Common^,^ui_token_exchange_retry^,^Retry QR Code Certified^
^Co^,^Common^,^ui_token_exchange_cancle^,^Exchange Cancel^
^Co^,^Common^,^ui_coin_exchange_retry^,^Retry QR Code Certified^
^Co^,^Common^,^ui_coin_exchange_cancle^,^Exchange Cancel^
^Co^,^Common^,^ui_cashshop_ownlucidstone^,^Princess Coin^
^Co^,^Common^,^ui_raniastore_enter^,^RANIA Store^
^Co^,^Common^,^ui_token_exchange_max_count_text^,^RIA changes per day^
^Co^,^Common^,^ui_token_server_exchange_max_count_text^,^RIA changes per server^
^Co^,^Common^,^ui_servergroup_sea^,^Southeast Asia^
^Co^,^Common^,^ui_servicetransfer_msg_title^,^Transfer Application^
^Co^,^Common^,^ui_servicetransfer_msg_success^,^Success to account transfer process. Please check account is transferred successfully to the VFUN account.^
^Co^,^Common^,^ui_servicetransfer_msg_fail^,^Failure to account transfer process. Please check and try again.^
^Co^,^Common^,^ui_go_homepage^,^Go to VFUN Site^
^Co^,^Common^,^ui_servicetransfer_textline_title^,^Transfer Application^
^Co^,^Common^,^ui_servicetransfer_textline_1^,^When applying for an account transfer, you must register on the VFUN homepage, and do NOT create characters in the VFUN account.^
^Co^,^Common^,^ui_servicetransfer_textline_2^,^The transfer application will proceed with every regular maintenance, and cancellation is possible only for CS.^
^Co^,^Common^,^ui_servicetransfer_textline_3^,^After the transfer process, account recovery to the STEAM account is NOT allowed.^
^Co^,^Common^,^ui_servicetransfer_textline_4^,^After the transfer process to VFUN, you have to create the new character after logging in to STEAM.^
^Co^,^Common^,^ui_servicetransfer_vfunaccount_text^,^Please fill out your VFUN account data below.^
^Co^,^Common^,^ui_lobby_btn_servicetransfer^,^Transfer STEAM^
^Co^,^Common^,^ui_nft_msg_cancel_cannotcancel^,^The transaction has entered a processing state and cannot be canceled.^
^Co^,^Common^,^ui_infinitetower_out_msg^,^All party members move out of the dungeon and the dungeon is destroyed. Would you like to leave the dungeon?^
^Co^,^Common^,^ui_servicetransfer_check_msg_title^,^Transfer Application^
^Co^,^Common^,^ui_servicetransfer_check_msg_text^,^Would you like to proceed with the account transfer? After the transfer, the characters in the STEAM account will be dependent on the VFUN account you entered.^
^Co^,^Common^,^ui_nft_msg_fail^,^The transaction failed due to unknown reasons.^
^Co^,^Common^,^shop_tab_ribini_exchange3^,^Rabbini Coin^
^Co^,^Common^,^ui_qualityup_requestinfo^,^Please set myth equipment to improve quality​.
The materials you will need are below.​
normal -> high need Essence of Quality Improvement: High
high-> very high need Essence of Quality Improvement: Very high
Only mythical tempered equipment with level 11 or higher ^
^Co^,^Common^,^ui_SuccessPercent_success^,^success^
^Co^,^Common^,^ui_SuccessPercent_high^,^high^
^Co^,^Common^,^ui_SuccessPercent_middle^,^muddle^
^Co^,^Common^,^ui_SuccessPercent_low^,^low^
^Co^,^Common^,^ui_SuccessPercent_impossible^,^impossible^
^Co^,^Common^,^ui_Reset^,^Reset^
^Co^,^Common^,^ui_tooltip_item_buffcount_info^,^<UI_Y>Total number of item buffs currently in effect<UI_Y>^
^Co^,^Common^,^ui_tooltip_player_buffcount_info^,^<UI_Y>Total number of skill buffs currently in effect<UI_Y>^
^Co^,^Common^,^ui_tooltip_set_buffopacitylevel^,^You can adjust the transparency of the buff icon (if 100%, the buff icon will not be output)^
^Co^,^Common^,^ui_bufficon_opacity^,^Buff icon opacity^
^Co^,^Common^,^ui_tooltip_qualityup_mtl^,^Essence of Quality Improvement^
^Co^,^Common^,^comm_advan_item_name^,^Proceeding^
^Co^,^Common^,^ui_tooltip_qualityup_main_equipment^,^quality improvement equipment^
^Co^,^Common^,^IN_F96_Range_Skin3_name^,^Fence Upgrade III^
^Co^,^Common^,^IN_F96_Range_Skin3_Description0^,^Upgrade Effect^
^Co^,^Common^,^IN_F96_Range_Skin3_Description1^,^Crafting Chance of Success +5%^
^Co^,^Common^,^IN_F96_Fence_Skin3_name^,^Corral Upgrade III^
^Co^,^Common^,^IN_F96_Fence_Skin3_Description0^,^Upgrade Effect^
^Co^,^Common^,^IN_F96_Fence_Skin3_Description1^,^10 Additional Familiar Herds^
^Co^,^Common^,^IN_F96_Fence_Skin3_Description3^,^(Includes herds from Corral Upgrade I and Upgrade II.)^
^Co^,^Common^,^IN_F96_Fac_Skin3_name^,^Workshop Upgrade III^
^Co^,^Common^,^IN_F96_Fac_Skin3_Description0^,^Upgrade Effect^
^Co^,^Common^,^IN_F96_Fac_Skin3_Description1^,^Triumphant Crafting Chance +15% at Familiar Farm^
^Co^,^Common^,^IN_F96_Shed_Skin3_name^,^Stable Upgrade III^
^Co^,^Common^,^IN_F96_Shed_Skin3_Description0^,^Upgrade Effect^
^Co^,^Common^,^IN_F96_Shed_Skin3_Description1^,^While logged in: Familiar Fostering EXP +150%^
^Co^,^Common^,^ui_tab_auction_buy_Pco^,^Purchase (Pco)^
^Co^,^Common^,^ui_tab_auction_sell_Pco^,^Sell (Pco)^
^Co^,^Common^,^calculate_Pco^,^Transactions (Pco)^
^Co^,^Common^,^ui_auction_msg_oversellpco^,^Maximum value cannot be exceeded.^
^Co^,^Common^,^ui_auction_msg_lesssellpco^,^Cannot be less than the minimum value.^
^Co^,^Common^,^ui_dungeon_pcopopup_title^,^Entry Confirmation^
^Co^,^Common^,^shop_preview_text_zoom^,^You can preview the appearance of the familiar by left click.^
^Co^,^Common^,^shop_preview_text_rotate^,^Drag the mouse to see the appearance of the familiar<br>from various angles.^
