t_key,t_korean,t_jpn,t_chinese,t_enu,t_f6,t_f7
^hk_dira_main_0_0_request_text^,^Hello, adventurer!<br>Have you heard about those weird rumors across the continent, tHat there is demons and undead showing up everywhere recently?<br><br>Apparently there is a hint in the Hakanas Highlands around Zadaran.<br>Go and meet Serlian there.^,^^,^^,^^,^^,^^
^hk_dira_main_0_0_complete_text^,^Oh and adventurer. WHat a rare sight these days.<br>Have you come to investigate those weird rumors going around in this area? Well in tHat case...^,^^,^^,^^,^^,^^
^hk_dira_main_1_0_title^,^The First Hint^,^^,^^,^^,^^,^^
^hk_dira_main_1_0_RewarderDesc^,^Guard Constance^,^^,^^,^^,^^,^^
^hk_dira_main_1_0_request_text^,^You should go to the Lavalight Cave and talk to the local guard there. His name is Constance.<br>He was the first who reported about it. So he should be able to tell you more.^,^^,^^,^^,^^,^^
^hk_dira_main_1_0_complete_text^,^W-WHat? … The rumor?<br>Oh...yeah, right. Just give me a second to catch my breath please...<br><br>I will tell you about it.^,^^,^^,^^,^^,^^
^hk_dira_main_1_1_title^,^Undead Research I^,^^,^^,^^,^^,^^
^hk_dira_main_1_1_RewarderDesc^,^Speedy Altemir^,^^,^^,^^,^^,^^
^hk_dira_main_1_1_request_text^,^Have you seen those moving skeletons out there?<br>It just started recently, but I really can't explain it.<br>I am just a simple guard! This is too much for me to handle.<br>Go inside this tunnel and talk to Altemir. He might know a bit more about this.^,^^,^^,^^,^^,^^
^hk_dira_main_1_1_complete_text^,^The skeletons? Ah why yes, of course. I have an idea wHat happened to them. But I will need your help for tHat.<br>Go and talk to Constance and help him deal with the skeletons and bRing me their cores.<br>THat should bRing some insight on this situation.^,^^,^^,^^,^^,^^
^hk_dira_main_1_2_title^,^Into the Fiery Ruins^,^^,^^,^^,^^,^^
^hk_dira_main_1_2_RewarderDesc^,^Speedy Altemir^,^^,^^,^^,^^,^^
^hk_dira_main_1_2_request_text^,^Okay. I have analyzed the fragments you brought me and it seems tHat it's energy originates from these ruins here.<br>I would like you to travel to it's center and see if you can find anything in there.<br>Good luck!<br><br>(Enter Legendary Mode)^,^^,^^,^^,^^,^^
^hk_dira_main_1_2_complete_text^,^WHat? A huge golem at the end of the ruins?<br>THat is indeed interesting...I thought this kind of things wouldn't exist anymore.<br><br>Thank you very much for you help.<br>Oh and take this. I found it near the entrance of this cave.^,^^,^^,^^,^^,^^
^hk_dira_main_2_0_title^,^Priestess In Distress^,^^,^^,^^,^^,^^
^hk_dira_main_2_0_RewarderDesc^,^Puris^,^^,^^,^^,^^,^^
^hk_dira_main_2_0_request_text^,^One last thing.<br>An old friend of mine – a merumi priestess – seems to be experiencing similar.<br>Her name is Puris. She is living in Parnas Coast at the Sacred Shallows.<br>Maybe you will find more hints about this rumor there.^,^^,^^,^^,^^,^^
^hk_dira_main_2_0_complete_text^,^Grrrr. Ssstrangers are not welcome here!<br>...WHat did you sssay? Altemir sent you?<br><br>Well if tHat is the case....Would you please listen to wHat I have to sssay?^,^^,^^,^^,^^,^^
^hk_dira_main_2_1_title^,^Calming The Ancients^,^^,^^,^^,^^,^^
^hk_dira_main_2_1_RewarderDesc^,^Puris^,^^,^^,^^,^^,^^
^hk_dira_main_2_1_request_text^,^I apolgizzze for the rude greeting, my friend.<br>But you sssee we have some problems here lately.<br><br>Familiars tHat have been burried ages ago, started to rise from their tombs high into the sky...<br>So they are out of our reach.<br>Can you help us?^,^^,^^,^^,^^,^^
^hk_dira_main_2_1_complete_text^,^I think all the familiarsss have been taken care of now.<br>I can't thank you enough.<br><br>But now sssomething else came to my mind...Will you lisssten to me once more?^,^^,^^,^^,^^,^^
^hk_dira_main_2_2_title^,^Ancient Necromant^,^^,^^,^^,^^,^^
^hk_dira_main_2_2_RewarderDesc^,^Puris^,^^,^^,^^,^^,^^
^hk_dira_main_2_2_request_text^,^There is a myth beeing told from the Merumi, tHat tells about an ancient Necromant tHat used to live in thos region.<br>His name was Ashuram.<br>He had the power to bRing the dead back to life.<br>According to tHat myth he lived in a ruin near Farlak.^,^^,^^,^^,^^,^^
^hk_dira_main_2_2_request_text_attach_0^,^I want you to sssee if there is anything to this myth. And if there is – take care of it, ssso this wont happen again.<br><br>Report back to me when you have found sssomething out about it.^,^^,^^,^^,^^,^^
^hk_dira_main_2_2_complete_text^,^Ssso the myth was true after all...<br>Yesss I can feel the dark magic fading from this region.<br>I can't thank you enough for this, friend.<br><br>Also one of the bones you brought us had this in his skull. I think you should take it.^,^^,^^,^^,^^,^^
^hk_dira_main_3_0_title^,^The Void Is Calling^,^^,^^,^^,^^,^^
^hk_dira_main_3_0_RewarderDesc^,^Sargaso^,^^,^^,^^,^^,^^
^hk_dira_main_3_0_request_text^,^I have heard about more undead creatures.<br>This time it is in Tritael Rift. Go there and meet Sargaso, he used to come to Parnas every now and then.<br>So he became a good aquaintance of ours. He might know one or another thing from his journeys.^,^^,^^,^^,^^,^^
^hk_dira_main_3_0_complete_text^,^Who are you?<br>...An adventurer? Hmm...How convenient.<br>I have a favor to ask of you.^,^^,^^,^^,^^,^^
^hk_dira_main_3_1_title^,^The Lost Roost^,^^,^^,^^,^^,^^
^hk_dira_main_3_1_RewarderDesc^,^Grimm Golden^,^^,^^,^^,^^,^^
^hk_dira_main_3_1_request_text^,^I need you to go to the Lost Roost and meet a certain person there.<br>His name is Grimm Golden. He will tell you more.^,^^,^^,^^,^^,^^
^hk_dira_main_3_1_complete_text^,^Please tell me tHat Sargaso sent you...^,^^,^^,^^,^^,^^
^hk_dira_main_3_2_title^,^Undead Research II^,^^,^^,^^,^^,^^
^hk_dira_main_3_2_RewarderDesc^,^Grimm Golden^,^^,^^,^^,^^,^^
^hk_dira_main_3_2_request_text^,^He did? Thank god.<br>I was waiting for someone to help me with this.<br>I just can't anymore. It is about the Lost Roost...You see all these undead wandeRing around there?<br>Until a short time ago they have just been but a pile of bones.^,^^,^^,^^,^^,^^
^hk_dira_main_3_2_request_text_attach_0^,^<br>But now they started to move! Can you believe tHat?<br>As if there was some kind of magic behind it.<br><br>I want you to reduce their numbers and try to find a clue as to why this is happening. But it might take some time.^,^^,^^,^^,^^,^^
^hk_dira_main_3_2_complete_text^,^These ancient documents sure are helpful. I will have a look at them.<br>Thank you, adventurer.^,^^,^^,^^,^^,^^
^hk_dira_main_3_3_title^,^The Everdrake^,^^,^^,^^,^^,^^
^hk_dira_main_3_3_RewarderDesc^,^Grimm Golden^,^^,^^,^^,^^,^^
^hk_dira_main_3_3_request_text^,^Okay I have read these documents.<br>Apparently once every 100 years an ancient dragon appears in the rift, above the island you see behind me. And he is responsible for all these undeads because of his demonic powers tHat spread across the region.^,^^,^^,^^,^^,^^
^hk_dira_main_3_3_request_text_attach_0^,^<br><br>Go check if you can find something tHat leads you to the whereabouts of this dragon and slay it and hopefully bRing an end to this creepy event.^,^^,^^,^^,^^,^^
^hk_dira_main_3_3_complete_text^,^It is as I predicted.<br>As soon as you slayed the dragon, all the undead collapsed. Finally things can go back to normal now.<br>Oh and I found this when I was checking the corpses of the undead.<br>I don't know wHat it is, but maybe you can use it.^,^^,^^,^^,^^,^^
^hk_dira_main_4_0_title^,^Scorching Heat^,^^,^^,^^,^^,^^
^hk_dira_main_4_0_RewarderDesc^,^Barda’rahn^,^^,^^,^^,^^,^^
^hk_dira_main_4_0_request_text^,^Also Sargaso told me about something similar happening in Cloying Wastes.<br>You should go there, to Alseik and talk to the residents there.<br>Maybe someone knows something about it.<br>Good luck out there.^,^^,^^,^^,^^,^^
^hk_dira_main_4_0_complete_text^,^This is terrible, grrr.<br>One of our sacred altars is beeing tainted by something unholy.<br>The Crokhoon-Shamans there are tying their best, but nothing seems to work...^,^^,^^,^^,^^,^^
^hk_dira_main_4_1_title^,^From Light To Assassin^,^^,^^,^^,^^,^^
^hk_dira_main_4_1_RewarderDesc^,^Laman’tuul^,^^,^^,^^,^^,^^
^hk_dira_main_4_1_request_text^,^If you want to help, go to the Death's Shade in the South-East of this region.<br>There will be a shaman named Laman'tuul.<br>Talk to her, she will explain you the situation there.^,^^,^^,^^,^^,^^
^hk_dira_main_4_1_complete_text^,^Who are you?<br><br>Barda'rahn sent you? Good. I will tell you wHat I know so far.^,^^,^^,^^,^^,^^
^hk_dira_main_4_2_title^,^Assassins Over The Altar^,^^,^^,^^,^^,^^
^hk_dira_main_4_2_RewarderDesc^,^Laman’tuul^,^^,^^,^^,^^,^^
^hk_dira_main_4_2_request_text^,^Do you see this black hole down there?<br>It's filled with death and dark magic. So many undead are lurking around, even local animals tHat were dead before.<br>We need to put them to rest. Can you help us out here, please?^,^^,^^,^^,^^,^^
^hk_dira_main_4_2_complete_text^,^It seems the dark magic is loweRing, well done adventurer.<br>But I can still feel some leftovers. I will have a look at it.<br><br>Give me some time.^,^^,^^,^^,^^,^^
^hk_dira_main_4_3_title^,^Insane Experiments^,^^,^^,^^,^^,^^
^hk_dira_main_4_3_RewarderDesc^,^Laman’tuul^,^^,^^,^^,^^,^^
^hk_dira_main_4_3_request_text^,^It's time to end this madness.<br>Turns out all these undeads were just test subjects to some insane magician.<br>We need to stop this, so please would you take care of him?<br>I saw him in the middle of this big hole.^,^^,^^,^^,^^,^^
^hk_dira_main_4_3_complete_text^,^Thank you. I can feel tHat the energy in this place is about to return to normal.<br>So the undead should be able to rest in peace aswell now.<br>Oh and take this. I found it when exploRing this area. Maybe it is of some use for you.^,^^,^^,^^,^^,^^
^hk_dira_main_5_0_title^,^Black Winds Of The Grasslands^,^^,^^,^^,^^,^^
^hk_dira_main_5_0_RewarderDesc^,^Yiruhan^,^^,^^,^^,^^,^^
^hk_dira_main_5_0_request_text^,^Now tHat this problem here is solved, I wanted to ask you if you can visit a friend of mine.<br>She is a merumi priest who lives in the Akrat Plains, at the Abandoned Watchtower.<br>Her name is Yiruhan. Can you do tHat please?^,^^,^^,^^,^^,^^
^hk_dira_main_5_0_complete_text^,^Ahh, the famous adventurer.<br>I have heard of your good deeds aroun the continent.<br>Maybe you can help me with something too....^,^^,^^,^^,^^,^^
^hk_dira_main_5_1_title^,^Demonic Activities^,^^,^^,^^,^^,^^
^hk_dira_main_5_1_RewarderDesc^,^Morns^,^^,^^,^^,^^,^^
^hk_dira_main_5_1_request_text^,^Go to my human assistant Morns.<br>You can find him if you fly westwards from here.<br>He said something about very strange Illusions around the canyon...^,^^,^^,^^,^^,^^
^hk_dira_main_5_1_complete_text^,^Ah...Are you real?<br>Don't scare me like tHat!...<br>WHat? Yiruhan sent you? THat explains.<br><br>Okay I will tell you wHat's going on here.^,^^,^^,^^,^^,^^
^hk_dira_main_5_2_title^,^ConqueRing The Canyon^,^^,^^,^^,^^,^^
^hk_dira_main_5_2_RewarderDesc^,^Morns^,^^,^^,^^,^^,^^
^hk_dira_main_5_2_request_text^,^Recently I have been studying the canyon but I started heaRing eerie sounds.<br>So I started to be a bit more cautious aroun this area.<br><br>Now my request would be if you could check and try to find the source of these sounds?^,^^,^^,^^,^^,^^
^hk_dira_main_5_2_complete_text^,^The sounds have stopped? WHat was it?<br>Demon illusions? Really...THat's interesting.<br>Then I might know where these came from...^,^^,^^,^^,^^,^^
^hk_dira_main_5_3_title^,^Ending The Herecy^,^^,^^,^^,^^,^^
^hk_dira_main_5_3_RewarderDesc^,^Yiruhan^,^^,^^,^^,^^,^^
^hk_dira_main_5_3_request_text^,^Move to the Roshu Ruins and go westwards from it.<br>There you should find a big cave. But be carefull. It will be well guarded.<br>In there you will find a demon-possessed Pirate. <br>Get rid of him and the demons should stop appreaing.^,^^,^^,^^,^^,^^
^hk_dira_main_5_3_complete_text^,^Morns reported to me.<br>It seems tHat you were of great help to him and solve his issues at the canyon.<br><br>Also he left this with me and told me to give this to you. He said it will be useful for you.^,^^,^^,^^,^^,^^
^hk_dira_main_6_0_title^,^New From The Highlands Knights^,^^,^^,^^,^^,^^
^hk_dira_main_6_0_RewarderDesc^,^Dispatch Cheif Rogers^,^^,^^,^^,^^,^^
^hk_dira_main_6_0_request_text^,^Elena here told me tHat she received news from Dispatch Chief Rogers in the Hakanas Highlands.<br>Apparently something is happening at the Divinity Shore.<br><br>Go meet him. He will give you further instructions.^,^^,^^,^^,^^,^^
^hk_dira_main_6_0_complete_text^,^About time someone arrives!<br>This is getting out of hand...^,^^,^^,^^,^^,^^
^hk_dira_main_6_1_title^,^Rumbeling Volcano^,^^,^^,^^,^^,^^
^hk_dira_main_6_1_RewarderDesc^,^Private Trid^,^^,^^,^^,^^,^^
^hk_dira_main_6_1_request_text^,^My subordinate, Private Trid near the Broken Caldera reported unusual behavior of the local wildlife and the Pirates at the Divinity Shore to me.<br>But I have no time to go there myself.<br>Would you be able to do it for me?^,^^,^^,^^,^^,^^
^hk_dira_main_6_1_complete_text^,^Reinforcements?...Thank god.<br>I thought, I would be waiting forever....^,^^,^^,^^,^^,^^
^hk_dira_main_6_2_title^,^Chaotic Caldera^,^^,^^,^^,^^,^^
^hk_dira_main_6_2_RewarderDesc^,^Private Trid^,^^,^^,^^,^^,^^
^hk_dira_main_6_2_request_text^,^The situation is the following: All the wildlife in the Broken Caldera is going crazy.<br>If we don't take measures they will go out of controll and spread out of the caldera and attack the whole Highlands.<br>Can you lend me a hand?^,^^,^^,^^,^^,^^
^hk_dira_main_6_2_complete_text^,^Well done. I think we have the situation under controll now.<br>So we can start taking care of the other problem we have here...^,^^,^^,^^,^^,^^
^hk_dira_main_6_3_title^,^Scavanging Pirates^,^^,^^,^^,^^,^^
^hk_dira_main_6_3_RewarderDesc^,^Private Trid^,^^,^^,^^,^^,^^
^hk_dira_main_6_3_request_text^,^On the other side of this beach, the Divinity Shore, there are a bunch of pirates tHat are wrecking havoc lately.<br>I want you to drive them off by defeating their captain. His name is Mercyless Jeranin.<br>You will recognize him when you see him.^,^^,^^,^^,^^,^^
^hk_dira_main_6_3_complete_text^,^You defeated him? Great!<br>THat should drive off these nasty pirates from our shore.<br>I can't thank you enough.<br><br>Also I found this weird fragment when beeing on patrol in the Caldera.<br>You take it, maybe you find out wHat to do with it.^,^^,^^,^^,^^,^^
^hk_dira_main_6_4_title^,^Report From Trid^,^^,^^,^^,^^,^^
^hk_dira_main_6_4_RewarderDesc^,^Dispatch Cheif Rogers^,^^,^^,^^,^^,^^
^hk_dira_main_6_4_request_text^,^Now tHat everythig here is done, please report back to Chief Rogers for me.^,^^,^^,^^,^^,^^
^hk_dira_main_6_4_complete_text^,^Your report?<br>Hmm...I see.<br><br>Thank you very much, adventurer. I see you have been very helpful here.<br>I hope it wasn't too much of a hassle.^,^^,^^,^^,^^,^^
^hk_dira_main_7_0_title^,^The Last Bulwark^,^^,^^,^^,^^,^^
^hk_dira_main_7_0_RewarderDesc^,^Cynth Mayer^,^^,^^,^^,^^,^^
^hk_dira_main_7_0_request_text^,^Captain Tortus sent me a messenger crow earlier.<br>He received word of you beeing here, and wants you to meet up with his assistant Cynth Mayer from the Onyx Order.<br>Go to Fort Baellas in  the Sea of Hakanas.^,^^,^^,^^,^^,^^
^hk_dira_main_7_0_complete_text^,^Are you the one Tortus sent to me?<br>Very good! I have been waiting for your arrival.^,^^,^^,^^,^^,^^
^hk_dira_main_7_1_title^,^Devilish Trails^,^^,^^,^^,^^,^^
^hk_dira_main_7_1_RewarderDesc^,^Cynth Mayer^,^^,^^,^^,^^,^^
^hk_dira_main_7_1_request_text^,^As you know, there were these rumors about demonic activites all around the continent lately.<br>And I think we are on to something very recent in this area tHat might give us a hint about it's origin.<br><br>^,^^,^^,^^,^^,^^
^hk_dira_main_7_1_request_text_attach_0^,^The first thing we need to do is investigate on the giants around the Bullwark in the south.<br>They have been very uneasy and aggessive lately. I want you to take care of them and watch their behavior for some time.^,^^,^^,^^,^^,^^
^hk_dira_main_7_1_complete_text^,^These weird crystals tHat you found are most interesting.<br>They seem to be from ancient origin, but yet they were only created recently.<br>Just wHat is going on here?<br><br>I have an idea...^,^^,^^,^^,^^,^^
^hk_dira_main_7_2_title^,^Titan Of The Earth^,^^,^^,^^,^^,^^
^hk_dira_main_7_2_RewarderDesc^,^Cynth Mayer^,^^,^^,^^,^^,^^
^hk_dira_main_7_2_request_text^,^I want you to go to the Gusting Isles. There is a huge golem slumbeRing, called Titan Tranua.<br>Maybe he will give us a hint about these weird crystals we found at the giants.^,^^,^^,^^,^^,^^
^hk_dira_main_7_2_complete_text^,^Hmm...No clue there? I see.<br>Well then I guess then you have to do it...There is no other choice.^,^^,^^,^^,^^,^^
^hk_dira_main_7_3_title^,^Titan Of The Sea^,^^,^^,^^,^^,^^
^hk_dira_main_7_3_RewarderDesc^,^Cynth Mayer^,^^,^^,^^,^^,^^
^hk_dira_main_7_3_request_text^,^We should try and ask the ruler of this region. The titan of the sea – Attaius (Master mode).<br>He might be the only one who could possibly know something about these.<br>But be prepared to fight. First you will need to be aknowledged by him.^,^^,^^,^^,^^,^^
^hk_dira_main_7_3_complete_text^,^And? WHat did he say?<br>WHat?....A Demon in a volcanic cave?<br>And he gave you another of these weird fragments tHat you already had hmmmm....<br><br>H-Huh?!^,^^,^^,^^,^^,^^
^hk_dira_main_7_4_title^,^Hidden Underworld^,^^,^^,^^,^^,^^
^hk_dira_main_7_4_RewarderDesc^,^Cynth Mayer^,^^,^^,^^,^^,^^
^hk_dira_main_7_4_request_text^,^The fragments are resonating!<br>They seem to form some sort of...idol of a demon?<br>Wait! I have seen this in some old documents before!<br><br>I never thought this would ever happen...<br>The fragments you had before,^,^^,^^,^^,^^,^^
^hk_dira_main_7_4_request_text_attach_0^,^ they were part of something old... and evil.<br>It was a demon tHat was meant to be locked away aeons ago. His name is Diramunus.<br>It seems tHat he has awoken from his long slumber now.<br> Meet me at the Bulwark. I want to show you something.^,^^,^^,^^,^^,^^
^hk_dira_main_7_4_complete_text^,^You're here!<br>There used to be an old shrine inside a volcanic cave. But the entrance was sealed off long ago because of wHat was inside.<br>But now it seems tHat we have to enter it and seal the demon again.<br>Take this, it will guide you to him.^,^^,^^,^^,^^,^^
^hk_fairy_daily_1_title^,^Fairies At Unease^,^^,^^,^^,^^,^^
^hk_fairy_daily_1_RewarderDesc^,^Iliad^,^^,^^,^^,^^,^^
^hk_fairy_daily_1_request_text^,^First of all we should investigate those faires for a bit, before we can know more.<br> Take care of some of the Lake Fairies and let's see wHat will happen.^,^^,^^,^^,^^,^^
^hk_fairy_daily_1_complete_text^,^Good job. THat's enough for today. Please come back to help again tomorrow!^,^^,^^,^^,^^,^^
^hk_fairy_daily_2_title^,^Fairy Corruption^,^^,^^,^^,^^,^^
^hk_fairy_daily_2_RewarderDesc^,^Mullec^,^^,^^,^^,^^,^^
^hk_fairy_daily_2_request_text^,^For now we should see how the smaller fairies there take our presence. But don't take them too lightly.<br>They might get agressive towards everyone who gets close to them.<br><br>Take care of the corrupted light fairies in the South-East.^,^^,^^,^^,^^,^^
^hk_fairy_daily_2_complete_text^,^So wHat did you see?<br><br>...<br><br>Ah, I see. THat is very interesting indeed...<br>Please come and see me again tomorrow.^,^^,^^,^^,^^,^^
^hk_fairy_daily_3_title^,^Uproar In The Clouds^,^^,^^,^^,^^,^^
^hk_fairy_daily_3_RewarderDesc^,^Famku’shan^,^^,^^,^^,^^,^^
^hk_fairy_daily_3_request_text^,^Please take care of the fairies on our farms and reduce their numbers, hopefully they will stop eventually.^,^^,^^,^^,^^,^^
^hk_fairy_daily_3_complete_text^,^Okay it seem the fairies are gone for a moment now!<br>Thank you very much.<br>Now we can do some farmwork again.<br>But please come back again tomorrow, just in case.^,^^,^^,^^,^^,^^
^hk_fairy_daily_4_title^,^Enslaved Fairies^,^^,^^,^^,^^,^^
^hk_fairy_daily_4_RewarderDesc^,^Potzdel^,^^,^^,^^,^^,^^
^hk_fairy_daily_4_request_text^,^Please check on the enslaved fairies in this area. We need to help them.^,^^,^^,^^,^^,^^
^hk_fairy_daily_4_complete_text^,^Thank you so much! This should give us some insight into this weird situation.<br><br>Please come back tomrrow.^,^^,^^,^^,^^,^^
^hk_fairy_daily_5_title^,^Sick Saplings In The Forest^,^^,^^,^^,^^,^^
^hk_fairy_daily_5_RewarderDesc^,^Chiki^,^^,^^,^^,^^,^^
^hk_fairy_daily_5_request_text^,^Please help and take care off the tree fairies and the sick trees!^,^^,^^,^^,^^,^^
^hk_fairy_daily_5_complete_text^,^T-Thank you. It seems they have calmed down a bit now. Please come back to help again tomorrow!^,^^,^^,^^,^^,^^
^hk_fairy_daily_6_title^,^Frenzy In The Sanctuary^,^^,^^,^^,^^,^^
^hk_fairy_daily_6_RewarderDesc^,^Retio^,^^,^^,^^,^^,^^
^hk_fairy_daily_6_request_text^,^H-Help! These fairies are going completely wild!<br><br>If we don't do anything, it will only get worse!<br>Please get rid of some of these fairies, fast!^,^^,^^,^^,^^,^^
^hk_fairy_daily_6_complete_text^,^Thanks to you situation is somewHat under controll again!<br>Please check in again tomorrow.<br>I might need your help again.^,^^,^^,^^,^^,^^
^hk_fairy_daily_7_title^,^Ancient Elf Excavation^,^^,^^,^^,^^,^^
^hk_fairy_daily_7_RewarderDesc^,^Dineh^,^^,^^,^^,^^,^^
^hk_fairy_daily_7_request_text^,^I want you to do some research in the Ancient Elf Ruins in the South-West of here.<br><br>Some of the dark elves there will probably try to stop you, so you will have to fight them to do your research in peace.<br>So please be careful.^,^^,^^,^^,^^,^^
^hk_fairy_daily_7_complete_text^,^Thank you for your efforts.<br>But we might need a bit more research, so please come by again tomorrow!^,^^,^^,^^,^^,^^
^hk_fairy_daily_8_title^,^Warp Pass: Fairy Dragon's Nest^,^^,^^,^^,^^,^^
^hk_fairy_daily_8_RewarderDesc^,^Surveillant Teburiner^,^^,^^,^^,^^,^^
^hk_fairy_daily_8_request_text^,^You want to visit the Fairy Dragon?<br>Okay, please wait a moment.^,^^,^^,^^,^^,^^
^hk_fairy_daily_8_complete_text^,^Here take this magic scroll. It will bRing you to him.^,^^,^^,^^,^^,^^
^hk_fairy_main_0_0_title^,^Rumors of Magic^,^^,^^,^^,^^,^^
^hk_fairy_main_0_0_RewarderDesc^,^Major James^,^^,^^,^^,^^,^^
^hk_fairy_main_0_0_request_text^,^Hello, rider!<br><br>We have heard from our researchers around the continent tHat the fairies in each region are starting to behave weird.<br>I want you to go and help them to investigate this phenomenon.<br>First go to Kellwoods and meet major James.^,^^,^^,^^,^^,^^
^hk_fairy_main_0_0_complete_text^,^Ahhh, welcome.<br>I have waited for your arrival. <br>I will tell you all I know about our current situation here.^,^^,^^,^^,^^,^^
^hk_fairy_main_1_0_title^,^Trouble at the Lake^,^^,^^,^^,^^,^^
^hk_fairy_main_1_0_RewarderDesc^,^Iliad^,^^,^^,^^,^^,^^
^hk_fairy_main_1_0_request_text^,^I would like you to go and visit my assistant Iliad at the Morineh Lake. <br>He is currently investigation the local fairies there. <br>I told him to explain you everything he knows so far. I wish you good luck with this case, rider.^,^^,^^,^^,^^,^^
^hk_fairy_main_1_0_complete_text^,^Hello, rider! Finally a helping hand!<br>I am going crazy with these fairies here.^,^^,^^,^^,^^,^^
^hk_fairy_main_1_1_title^,^A Magical Fragment^,^^,^^,^^,^^,^^
^hk_fairy_main_1_1_RewarderDesc^,^Iliad^,^^,^^,^^,^^,^^
^hk_fairy_main_1_1_request_text^,^They started to Randomly attack me while I was working on the fish traps.<br>Please take care of them, maybe you can find something tHat gives us a hint of wHat made them so angry.^,^^,^^,^^,^^,^^
^hk_fairy_main_1_1_complete_text^,^Thanks to you the fairies have calmed down a bit.<br>Oh! And I found this at the shore in one of my fish traps.<br> WHatever it is, you should hold onto it.^,^^,^^,^^,^^,^^
^hk_fairy_main_2_0_title^,^News from the Pegasus Knights^,^^,^^,^^,^^,^^
^hk_fairy_main_2_0_RewarderDesc^,^Velakur^,^^,^^,^^,^^,^^
^hk_fairy_main_2_0_request_text^,^The major told me, tHat he got some news from one of the leading forces in the Tritael Rift. <br>Her name is Velakur.<br><br>You should go and visit her. It seems to be tHat they also happen to have problems with the fairies of their region.^,^^,^^,^^,^^,^^
^hk_fairy_main_2_0_complete_text^,^Thank you for coming, rider! Please talk to my superior Mullec over there, he will tell you more about our situation.^,^^,^^,^^,^^,^^
^hk_fairy_main_2_1_title^,^Magic Research In The Rift^,^^,^^,^^,^^,^^
^hk_fairy_main_2_1_RewarderDesc^,^Mullec^,^^,^^,^^,^^,^^
^hk_fairy_main_2_1_request_text^,^Recently we were investigating a weird situation in the South-East of the Rift. Apparently the fairies over there have been somewHat corrupted, but we don't know the cause of tHat.<br><br>Please help us to look into it closer.^,^^,^^,^^,^^,^^
^hk_fairy_main_2_1_complete_text^,^Okay we got a clue about the origin of the fairies corruption.<br>I will give you further instructions with your next quest.^,^^,^^,^^,^^,^^
^hk_fairy_main_2_2_title^,^Cleansing The Corruption^,^^,^^,^^,^^,^^
^hk_fairy_main_2_2_RewarderDesc^,^Mullec^,^^,^^,^^,^^,^^
^hk_fairy_main_2_2_request_text^,^I want you to take care of a fairy called „Ikeria“.<br>She is the reason why the other fairies got corrupted, so she has to disappear to finally solve this problem.^,^^,^^,^^,^^,^^
^hk_fairy_main_2_2_complete_text^,^Thank you rider.<br>This should help the fairies here return to normal again!<br>Oh! And we found something weird on the fairies Island.<br>Maybe it can of some use for you.<br><br>^,^^,^^,^^,^^,^^
^hk_fairy_main_3_0_title^,^Issues At The Sea^,^^,^^,^^,^^,^^
^hk_fairy_main_3_0_RewarderDesc^,^Bakir^,^^,^^,^^,^^,^^
^hk_fairy_main_3_0_request_text^,^Captain Bakir over there wants to see you.<br>It seems to be urgent, so please go and talk to him^,^^,^^,^^,^^,^^
^hk_fairy_main_3_0_complete_text^,^I heard from your good job in the Tritael Rift.<br>I have another job for you.<br><br>Talk to me if you want to know more about it.^,^^,^^,^^,^^,^^
^hk_fairy_main_3_1_title^,^Restless Farmers^,^^,^^,^^,^^,^^
^hk_fairy_main_3_1_RewarderDesc^,^Famku’shan^,^^,^^,^^,^^,^^
^hk_fairy_main_3_1_request_text^,^Please meet one of the workers near the Cloudy Farm at the Sea of Hakanas.<br>His name is Famku'shan.<br> They seem to have some sort of issue with their farms there.^,^^,^^,^^,^^,^^
^hk_fairy_main_3_1_complete_text^,^Talk to me once the issues there are solved!<br>Good luck to you, rider.^,^^,^^,^^,^^,^^
^hk_fairy_main_3_2_title^,^Rowdy Fairies^,^^,^^,^^,^^,^^
^hk_fairy_main_3_2_RewarderDesc^,^Famku’shan^,^^,^^,^^,^^,^^
^hk_fairy_main_3_2_request_text^,^Did Captain Bakir send you to help us?<br><br>Our farm is beeing destroyed by those fairies up there.<br>We really need to do something about them as soon as possibe!<br><br>For now help us to reduce their numbers, please.^,^^,^^,^^,^^,^^
^hk_fairy_main_3_2_complete_text^,^THat should do for now, thanks a lot!<br> But we might need your help again if they come back.<br><br>Please come back tomorrow.^,^^,^^,^^,^^,^^
^hk_fairy_main_3_3_title^,^Enough Bullying!^,^^,^^,^^,^^,^^
^hk_fairy_main_3_3_RewarderDesc^,^Bakir^,^^,^^,^^,^^,^^
^hk_fairy_main_3_3_request_text^,^Okay, listen.<br>We found out tHat those fairies happen to have a leader called „Lumitern“.<br><br>Get rid of her, it should scare away the other fairies, too!^,^^,^^,^^,^^,^^
^hk_fairy_main_3_3_complete_text^,^Thanks to your efforts they can finally go back to work.<br>Oh and also in one of the farms they found a strange object.<br>We don't know wHat it is, but maybe it will be of some use for you.<br>Here Take it with you.^,^^,^^,^^,^^,^^
^hk_fairy_main_4_0_title^,^Into The Heat^,^^,^^,^^,^^,^^
^hk_fairy_main_4_0_RewarderDesc^,^Bartolo^,^^,^^,^^,^^,^^
^hk_fairy_main_4_0_request_text^,^Next I want you to go to Cloying Wastes and talk to the Elder of Alseik there.<br><br>A messenger told me tHat he needs help of a capable rider.^,^^,^^,^^,^^,^^
