t_key,t_korean,t_jpn,t_chinese,t_eng,t_eng_2,t_eng_3
^Dialog_3600006_Title^,^Assassin Clan Marine^,^シャドウクランマリン^,^Dialog_3600006_Text0^,^Dialog_3600006_Text0^,^Dialog_3600006_Text0^,^Dialog_3600006_Text0^
^Dialog_3600006_Text0^,^Marine who is in charge of the information manager of Assassin Clan The clue is being captured but it takes a little bit of time to be consumed to determine whether it is proper information or not^,^諜報活動を専門としています、マリンと申します。<br>今クランでは総力を挙げて姫様の情報を収集しています。<br>手掛かりは得ていますが推測の域を出ないものです。<br>確証を得るにはまだ時間がかかりそうです。^,^Dialog_3600006_Text1^,^Dialog_3600006_Text1^,^Dialog_3600006_Text1^,^Dialog_3600006_Text1^
^Dialog_3600006_Text1^,^I have heard tHat the statue of the goddess Elora has now regained the light Thanks to this the princess's location has been identified so now he can concentrate on the clan's information network on the immortal desert BR> Why don't you take a break in the meantime?^,^女神エローラの石像が今光を取り戻したという知らせは聞きました。そのおかげで姫様の位置も把握できるようになりましたので、もうクランの情報網を全部不死の砂漠に集中できそうです。<br><br>ただ、今すぐは空域の仕事の処理などの問題でクランは整備が必要そうです。<br>祖の間、少し休憩を取るのはいかがですか?<br>重要な情報を入手したらすぐお知らせします。^,^Dialog_3600006_answer_12_text^,^Dialog_3600006_answer_12_text^,^Dialog_3600006_answer_12_text^,^Dialog_3600006_answer_12_text^
^Dialog_3600006_answer_12_text^,^The reason why you can't go to the land of Parnah^,^パルナの地に行けない理由^,^Dialog_3600008_Title^,^Dialog_3600008_Title^,^Dialog_3600008_Title^,^Dialog_3600008_Title^
^Dialog_3600008_Title^,^Ravini Barney of the ruins swallowed by fire^,^灼熱の火山遺跡のラビニバニラ^,^Dialog_3600008_Text0^,^Dialog_3600008_Text0^,^Dialog_3600008_Text0^,^Dialog_3600008_Text0^
^Dialog_3600008_Text0^,^Travel? The top of our crescent moon is dispatched to each region and supplies the items needed to travelers <br> I don't trade general items <br> <br> If you have a coin come to me at any time! <br> I'll change it with good things!^,^旅人かにゃ?我ー三日月商団は各地域に派遣されて旅人に必要な者を供給していいるにゃ。<br>私は一般的な品は取引しないにゃ。<br><br>私と取引したいなら特別なコインが必要だにゃ。<br>そのコインが出来たらいつでも私のところに来てにゃ!<br>良い品と交換してあげるにゃ!^,^Dialog_3600008_answer_4_text^,^Dialog_3600008_answer_4_text^,^Dialog_3600008_answer_4_text^,^Dialog_3600008_answer_4_text^
^Dialog_3600008_answer_4_text^,^Ravini Shop^,^ラビニ商店^,^Dialog_3600009_Title^,^Dialog_3600009_Title^,^Dialog_3600009_Title^,^Dialog_3600009_Title^
^Dialog_3600009_Title^,^Ravini Barney in front of Carlen Mansion^,^カルレアン邸宅前ラビニバニラ^,^Dialog_3600009_Text0^,^Dialog_3600009_Text0^,^Dialog_3600009_Text0^,^Dialog_3600009_Text0^
^Dialog_3600009_Text0^,^Travel? The top of our crescent moon is dispatched to each region and supplies the items needed to travelers <br> I don't trade general items <br> <br> If you have a coin come to me at any time! <br> I'll change it with good things!^,^旅人かにゃ?我ー三日月商団は各地域に派遣されて旅人に必要な者を供給していいるにゃ。<br>私は一般的な品は取引しないにゃ。<br><br>私と取引したいなら特別なコインが必要だにゃ。<br>そのコインが出来たらいつでも私のところに来てにゃ!<br>良い品と交換してあげるにゃ!^,^Dialog_3600009_answer_4_text^,^Dialog_3600009_answer_4_text^,^Dialog_3600009_answer_4_text^,^Dialog_3600009_answer_4_text^
^Dialog_3600009_answer_4_text^,^Ravini Shop^,^ラビニ商店^,^Dialog_3600010_Title^,^Dialog_3600010_Title^,^Dialog_3600010_Title^,^Dialog_3600010_Title^
^Dialog_3600010_Title^,^On the ruins of Madeleine Lavini Barney^,^絶対凍土マトレーンに来たラビニバニラ^,^Dialog_3600010_Text0^,^Dialog_3600010_Text0^,^Dialog_3600010_Text0^,^Dialog_3600010_Text0^
^Dialog_3600010_Text0^,^Travel? The top of our crescent moon is dispatched to each region and supplies the items needed to travelers <br> I don't trade general items <br> <br> If you have a coin come to me at any time! <br> I'll change it with good things!^,^旅人かにゃ?我ー三日月商団は各地域に派遣されて旅人に必要な者を供給していいるにゃ。<br>私は一般的な品は取引しないにゃ。<br><br>私と取引したいなら特別なコインが必要だにゃ。<br>そのコインが出来たらいつでも私のところに来てにゃ!<br>良い品と交換してあげるにゃ!^,^Dialog_3600010_answer_3_text^,^Dialog_3600010_answer_3_text^,^Dialog_3600010_answer_3_text^,^Dialog_3600010_answer_3_text^
^Dialog_3600010_answer_3_text^,^Ravini Shop^,^ラビニ商店^,^Dialog_3600007_Title^,^Dialog_3600007_Title^,^Dialog_3600007_Title^,^Dialog_3600007_Title^
^Dialog_3600007_Title^,^Assassin Clan Behind^,^シャドウクランビハインド^,^Dialog_3600007_Text0^,^Dialog_3600007_Text0^,^Dialog_3600007_Text0^,^Dialog_3600007_Text0^
^Dialog_3600007_Text0^,^Shh! Assassin Clan Behind Traced Rondo's whereabouts and came to Parna's land I was waiting^,^シャドウクランのビハンドだ。<br>ロンドを追跡し、パルナの地に入った所だ。<br>君を待っていた。^,^Dialog_2023301_title^,^Dialog_2023301_title^,^Dialog_2023301_title^,^Dialog_2023301_title^
^Dialog_2023301_title^,^Miscellaneous Merchants^,^雑貨商人ゼダリー^,^Dialog_2023301_text0^,^Dialog_2023301_text0^,^Dialog_2023301_text0^,^Dialog_2023301_text0^
^Dialog_2023301_text0^,^There are a lot of useful things! <br> <br> If you just pass by it will be rewinded!^,^寄ってらっしゃい見てらっしゃい！良品逸品色々あります！近頃流行りのあれこれも！^,^Dialog_2023301_answer_0_text^,^Dialog_2023301_answer_0_text^,^Dialog_2023301_answer_0_text^,^Dialog_2023301_answer_0_text^
^Dialog_2023301_answer_0_text^,^Miscellaneous^,^雑貨商店^,^Dialog_2023302_title^,^Dialog_2023302_title^,^Dialog_2023302_title^,^Dialog_2023302_title^
^Dialog_2023302_title^,^Misha Misha^,^雑貨商人ミーシャ^,^Dialog_2023302_text0^,^Dialog_2023302_text0^,^Dialog_2023302_text0^,^Dialog_2023302_text0^
^Dialog_2023302_text0^,^You've come to buy potions !! <br> <br> Buy it without lack!^,^ポーションをお買い求めですか？<br>
充分に補充してくださいね。^,^Dialog_2023302_answer_0_text^,^Dialog_2023302_answer_0_text^,^Dialog_2023302_answer_0_text^,^Dialog_2023302_answer_0_text^
^Dialog_2023302_answer_0_text^,^Miscellaneous^,^雑貨商店^,^Dialog_2023303_title^,^Dialog_2023303_title^,^Dialog_2023303_title^,^Dialog_2023303_title^
^Dialog_2023303_title^,^Lake bulletin board^,^生命の湖掲示版^,^Dialog_2023303_text0^,^Dialog_2023303_text0^,^Dialog_2023303_text0^,^Dialog_2023303_text0^
^Dialog_2023303_text0^,^If you are damaged or demolished in the name of King Ron Frain III for no reason you can be punished by the Kings of Hakanas^,^正当な事由なしに国王ロンブレーン三世の名の下に掲示された掲示物を破棄、撤去をした場合、ハカナス王令に基づき罰せられます。^,^Dialog_2023304_title^,^Dialog_2023304_title^,^Dialog_2023304_title^,^Dialog_2023304_title^
^Dialog_2023304_title^,^Wailing Cliff Village Bulletin Board^,^クロクン族の砦掲示版^,^Dialog_2023304_text0^,^Dialog_2023304_text0^,^Dialog_2023304_text0^,^Dialog_2023304_text0^
^Dialog_2023304_text0^,^If you are damaged or demolished in the name of King Ron Frain III for no reason you can be punished by the Kings of Hakanas^,^正当な事由なしに国王ロンブレーン三世の名の下に掲示された掲示物を破棄、撤去をした場合、ハカナス王令に基づき罰せられます。^,^Dialog_2023305_title^,^Dialog_2023305_title^,^Dialog_2023305_title^,^Dialog_2023305_title^
^Dialog_2023305_title^,^San Snowf Village Bulletin Board^,^サンサプス掲示版^,^Dialog_2023305_text0^,^Dialog_2023305_text0^,^Dialog_2023305_text0^,^Dialog_2023305_text0^
^Dialog_2023305_text0^,^If you are damaged or demolished in the name of King Ron Frain III for no reason you can be punished by the Kings of Hakanas^,^正当な事由なしに国王ロンブレーン三世の名の下に掲示された掲示物を破棄、撤去をした場合、ハカナス王令に基づき罰せられます。^,^Dialog_2023306_title^,^Dialog_2023306_title^,^Dialog_2023306_title^,^Dialog_2023306_title^
^Dialog_2023306_title^,^Kelwoods Village Bulletin Board^,^ケルウーズ村掲示版^,^Dialog_2023306_text0^,^Dialog_2023306_text0^,^Dialog_2023306_text0^,^Dialog_2023306_text0^
^Dialog_2023306_text0^,^If you are damaged or demolished in the name of King Ron Frain III for no reason you can be punished by the Kings of Hakanas^,^正当な事由なしに国王ロンブレーン三世の名の下に掲示された掲示物を破棄、撤去をした場合、ハカナス王令に基づき罰せられます。^,^Dialog_2023307_title^,^Dialog_2023307_title^,^Dialog_2023307_title^,^Dialog_2023307_title^
^Dialog_2023307_title^,^Hakanas Water Bulletin Board^,^ハカナス首都城掲示版^,^Dialog_2023307_text0^,^Dialog_2023307_text0^,^Dialog_2023307_text0^,^Dialog_2023307_text0^
^Dialog_2023307_text0^,^If you are damaged or demolished in the name of King Ron Frain III for no reason you can be punished by the Kings of Hakanas^,^正当な事由なしに国王ロンブレーン三世の名の下に掲示された掲示物を破棄、撤去をした場合、ハカナス王令に基づき罰せられます。^,^Dialog_2023308_title^,^Dialog_2023308_title^,^Dialog_2023308_title^,^Dialog_2023308_title^
^Dialog_2023308_title^,^High Announcement Camp Bulletin Board^,^偵察キャンプ掲示版^,^Dialog_2023308_text0^,^Dialog_2023308_text0^,^Dialog_2023308_text0^,^Dialog_2023308_text0^
^Dialog_2023308_text0^,^If you are damaged or demolished in the name of King Ron Frain III for no reason you can be punished by the Kings of Hakanas^,^正当な事由なしに国王ロンブレーン三世の名の下に掲示された掲示物を破棄、撤去をした場合、ハカナス王令に基づき罰せられます。^,^Dialog_2023309_title^,^Dialog_2023309_title^,^Dialog_2023309_title^,^Dialog_2023309_title^
^Dialog_2023309_title^,^Temple bulletin board tHat lost light^,^光を失った神殿掲示版^,^Dialog_2023309_text0^,^Dialog_2023309_text0^,^Dialog_2023309_text0^,^Dialog_2023309_text0^
^Dialog_2023309_text0^,^If you are damaged or demolished in the name of King Ron Frain III for no reason you can be punished by the Kings of Hakanas^,^正当な事由なしに国王ロンブレーン三世の名の下に掲示された掲示物を破棄、撤去をした場合、ハカナス王令に基づき罰せられます。^,^Dialog_2023310_title^,^Dialog_2023310_title^,^Dialog_2023310_title^,^Dialog_2023310_title^
^Dialog_2023310_title^,^Alcec Village Bulletin Board^,^アルセーク村掲示版^,^Dialog_2023310_text0^,^Dialog_2023310_text0^,^Dialog_2023310_text0^,^Dialog_2023310_text0^
^Dialog_2023310_text0^,^If you are damaged or demolished in the name of King Ron Frain III for no reason you can be punished by the Kings of Hakanas^,^正当な事由なしに国王ロンブレーン三世の名の下に掲示された掲示物を破棄、撤去をした場合、ハカナス王令に基づき罰せられます。^,^Dialog_2023311_title^,^Dialog_2023311_title^,^Dialog_2023311_title^,^Dialog_2023311_title^
^Dialog_2023311_title^,^Golden peak bulletin board^,^黄金の峰村掲示版^,^Dialog_2023311_text0^,^Dialog_2023311_text0^,^Dialog_2023311_text0^,^Dialog_2023311_text0^
^Dialog_2023311_text0^,^If you are damaged or demolished in the name of King Ron Frain III for no reason you can be punished by the Kings of Hakanas^,^正当な事由なしに国王ロンブレーン三世の名の下に掲示された掲示物を破棄、撤去をした場合、ハカナス王令に基づき罰せられます。^,^Dialog_2023312_title^,^Dialog_2023312_title^,^Dialog_2023312_title^,^Dialog_2023312_title^
^Dialog_2023312_title^,^Herbator's village bulletin board^,^偵察キャンプ隠者の村掲示版^,^Dialog_2023312_text0^,^Dialog_2023312_text0^,^Dialog_2023312_text0^,^Dialog_2023312_text0^
^Dialog_2023312_text0^,^If you are damaged or demolished in the name of King Ron Frain III for no reason you can be punished by the Kings of Hakanas^,^正当な事由なしに国王ロンブレーン三世の名の下に掲示された掲示物を破棄、撤去をした場合、ハカナス王令に基づき罰せられます。^,^Dialog_2023313_title^,^Dialog_2023313_title^,^Dialog_2023313_title^,^Dialog_2023313_title^
^Dialog_2023313_title^,^Grandchildren of Crossbow <like>^,^ボーガン職人の孫<リーク>^,^Dialog_2023313_text0^,^Dialog_2023313_text0^,^Dialog_2023313_text0^,^Dialog_2023313_text0^
^Dialog_2023313_text0^,^Ravini quickly made the village a wormwood field scary?^,^ラビニ族が一瞬で街を廃墟にしちゃって…<br>こ、怖いよー^,^Dialog_2023314_title^,^Dialog_2023314_title^,^Dialog_2023314_title^,^Dialog_2023314_title^
^Dialog_2023314_title^,^John Claaki^,^ジョーンクレーキー^,^Dialog_2023314_text0^,^Dialog_2023314_text0^,^Dialog_2023314_text0^,^Dialog_2023314_text0^
^Dialog_2023314_text0^,^I didn't know tHat our Claaki family would be so messed up There were three brothers on me but everyone left home^,^我がクレーキー家門がこんなにめちゃくちゃになるとは知りませんでした。私の上に兄が3人もいたんですが、全員家を出てしまったので…^,^Dialog_2023315_title^,^Dialog_2023315_title^,^Dialog_2023315_title^,^Dialog_2023315_title^
^Dialog_2023315_title^,^Mars <Crying Child>^,^マルス <泣いている子>^,^Dialog_2023315_text0^,^Dialog_2023315_text0^,^Dialog_2023315_text0^,^Dialog_2023315_text0^
^Dialog_2023315_text0^,^Huh ~ Mom Ah ~ Huh ah ~^,^ふえええ～ん おかああさん～ ふえええええ～^,^Dialog_2023316_title^,^Dialog_2023316_title^,^Dialog_2023316_title^,^Dialog_2023316_title^
^Dialog_2023316_title^,^Christen <Shinryong Knights>^,^クリステン<神竜騎士団>^,^Dialog_2023316_text0^,^Dialog_2023316_text0^,^Dialog_2023316_text0^,^Dialog_2023316_text0^
^Dialog_2023316_text0^,^It's burning like this now but the village is my hometown I will surely revive this village again!^,^襲撃で火の手が上がり、荒れ果ててはいますが、このサダラーン村は自分の故郷です。必ずやこの村をかつての姿に復興させてみせます！^,^Dialog_2023317_title^,^Dialog_2023317_title^,^Dialog_2023317_title^,^Dialog_2023317_title^
^Dialog_2023317_title^,^Harry <Son of reindeer>^,^ハリー<トナカイになった息子>^,^Dialog_2023317_text0^,^Dialog_2023317_text0^,^Dialog_2023317_text0^,^Dialog_2023317_text0^
^Dialog_2023317_text0^,^Suddenly the surrounding area was dark and everything changed with a terrible scream I don't understand wHat's going on now ^,^いきなり外が真っ暗になって、オジさんやオバさんが叫んでるのが聞こえたんだ。<br>何があったんだろう。僕には分かんないや…^,^Dialog_2023318_title^,^Dialog_2023318_title^,^Dialog_2023318_title^,^Dialog_2023318_title^
^Dialog_2023318_title^,^Hidden^,^隠された石碑^,^Dialog_2023318_text0^,^Dialog_2023318_text0^,^Dialog_2023318_text0^,^Dialog_2023318_text0^
^Dialog_2023318_text0^,^Those who touch this ruins will be cursed <br> Don't wake up because your deep power is asleep <br> Before the desire of this world with an unknown end of the end swallows light?(I can't recognize the back)^,^この遺跡に触る者、呪われる。<br>この地に眠りし大いなる力を呼び起こしてはならない。<br>底無き怨恨が世界を包みこむ前に… (後は読めない。)^,^Dialog_2023319_title^,^Dialog_2023319_title^,^Dialog_2023319_title^,^Dialog_2023319_title^
^Dialog_2023319_title^,^Harry <Son of reindeer>^,^ハリー<トナカイになった息子>^,^Dialog_2023319_text0^,^Dialog_2023319_text0^,^Dialog_2023319_text0^,^Dialog_2023319_text0^
^Dialog_2023319_text0^,^Thank you The wizard of the truth Azella helped me to come back to humans!^,^おとうが真理の魔法師様に人間に戻る方法を探してくれって頼んでくれるって。戻れるのかなあ。^,^Dialog_2023320_title^,^Dialog_2023320_title^,^Dialog_2023320_title^,^Dialog_2023320_title^
^Dialog_2023320_title^,^Leak <Handson of the Baseoma>^,^リーク <ボーガン職人の孫>^,^Dialog_2023320_text0^,^Dialog_2023320_text0^,^Dialog_2023320_text0^,^Dialog_2023320_text0^
^Dialog_2023320_text0^,^I will make a nice Crossbow like my grandfather! Please stop by again I'll give you a great Crossbow as a gift^,^僕もおじいちゃんみたいにボーガン職人になるんだ！そしたら騎士様のボーガンも作ってあげるよ！^,^Dialog_2023321_title^,^Dialog_2023321_title^,^Dialog_2023321_title^,^Dialog_2023321_title^
^Dialog_2023321_title^,^Ive <Ruins Manager>^,^アイブー <遺跡管理人>^,^Dialog_2023321_text0^,^Dialog_2023321_text0^,^Dialog_2023321_text0^,^Dialog_2023321_text0^
^Dialog_2023321_text0^,^There is no need to manage the ruins However when the ruins are in danger how quickly are you equipped with a system to cope? It is a measure of whether the ruins are well managed or not^,^遺跡の管理はさして人手が必要ではないですじゃ。遺跡へ不法に侵入した者がいた時、素早く、どう対処できるかですじゃ。<br>小生も若い頃よくそう叩きこまれたもんですじゃ。^,^Dialog_2023322_title^,^Dialog_2023322_title^,^Dialog_2023322_title^,^Dialog_2023322_title^
^Dialog_2023322_title^,^Melwood <Put Explorer>^,^メルウード <自称探検家>^,^Dialog_2023322_text0^,^Dialog_2023322_text0^,^Dialog_2023322_text0^,^Dialog_2023322_text0^
^Dialog_2023322_text0^,^I'm still excited How many things are in this world waiting for me!^,^今もまだドキドキしています。<br>この世界にはどれほど多くのことが私を待っているのでしょう！！^,^Dialog_2023323_title^,^Dialog_2023323_title^,^Dialog_2023323_title^,^Dialog_2023323_title^
^Dialog_2023323_title^,^Majis^,^マジス<皮革職人>^,^Dialog_2023323_text0^,^Dialog_2023323_text0^,^Dialog_2023323_text0^,^Dialog_2023323_text0^
^Dialog_2023323_text0^,^I lived with only tanning for 40 years I was confident when the caves were caught in but suddenly there was no way to use magic^,^40年間皮革工芸一筋だったんだ。<br>戦闘なんてできる訳ないだろ。<br>だのにカフィン教団と来たら、村に入った途端魔法を撃ちまくるなんて、何なんだよまったく。^,^Dialog_2023324_title^,^Dialog_2023324_title^,^Dialog_2023324_title^,^Dialog_2023324_title^
^Dialog_2023324_title^,^Burco <Assassin Clan>^,^ブルーコ<シャドウクラン>^,^Dialog_2023324_text0^,^Dialog_2023324_text0^,^Dialog_2023324_text0^,^Dialog_2023324_text0^
^Dialog_2023324_text0^,^Oh tHat's the famous Guardian knight Did you escape Sarant's prison with Crow who hadn't dared to talk? There is a reputation in the Assassin clan^,^ああ、あの有名な騎士があなたですか。<br>私でさえ一度も声をかけられていないクロウ団長と一緒にサラントの牢を脱出したそうですね？シャドウクラン内部でも有名な話です。^,^Dialog_2023325_title^,^Dialog_2023325_title^,^Dialog_2023325_title^,^Dialog_2023325_title^
^Dialog_2023325_title^,^Bell <Inventor>^,^ベル<発明家>^,^Dialog_2023325_text0^,^Dialog_2023325_text0^,^Dialog_2023325_text0^,^Dialog_2023325_text0^
^Dialog_2023325_text0^,^More people can freely use things at lower prices I think tHat's my mission as an inventor Now we are studying the invention using the frost spider near this Matrene^,^大勢の人々がより安価に、必要な時に入手できるようにすること。それが発明家としての私の使命だと思います。<br>今はこのマトレーン付近に生息するフロストスパイダーに関する発明を研究中です。^,^Dialog_2023326_title^,^Dialog_2023326_title^,^Dialog_2023326_title^,^Dialog_2023326_title^
^Dialog_2023326_title^,^Bear Greens^,^ベアグリンス^,^Dialog_2023326_text0^,^Dialog_2023326_text0^,^Dialog_2023326_text0^,^Dialog_2023326_text0^
^Dialog_2023326_text0^,^Never get angry with wild animals Refrain from reckless challenges tHat's how to survive in nature^,^絶対野生動物達を怒らせてはいけません。<br>無謀な挑戦をしないこと。<br>それが自然の中で生き残る方法です。^,^Dialog_2023327_title^,^Dialog_2023327_title^,^Dialog_2023327_title^,^Dialog_2023327_title^
^Dialog_2023327_title^,^Hamon <Patrolma Wizard>^,^ハーモン<巡察魔法師>^,^Dialog_2023327_text0^,^Dialog_2023327_text0^,^Dialog_2023327_text0^,^Dialog_2023327_text0^
^Dialog_2023327_text0^,^Those dragons think tHat if they occupy the gateway they can be against Belze Ross but our wizards will tell you tHat it will not do it certainly^,^あれらのドラゴンは関門を占拠すればベルゼロス様に対抗できると考えているようですが、そもそもそれが間違いであることを我が魔法師団が思い知らせてやります。^,^Dialog_2023328_title^,^Dialog_2023328_title^,^Dialog_2023328_title^,^Dialog_2023328_title^
^Dialog_2023328_title^,^Sleeping temporary bulletin board^,^サダラーン臨時掲示版^,^Dialog_2023328_text0^,^Dialog_2023328_text0^,^Dialog_2023328_text0^,^Dialog_2023328_text0^
^Dialog_2023328_text0^,^If you are damaged or demolished in the name of King Ron Frain III for no reason you can be punished by the Kings of Hakanas^,^正当な事由なしに国王ロンブレーン三世の名の下に掲示された掲示物を破棄、撤去をした場合、ハカナス王令に基づき罰せられます。^,^Dialog_2023329_title^,^Dialog_2023329_title^,^Dialog_2023329_title^,^Dialog_2023329_title^
^Dialog_2023329_title^,^Temporary bulletin board of roaRing forest garrison^,^咆哮の森駐屯地臨時掲示版^,^Dialog_2023329_text0^,^Dialog_2023329_text0^,^Dialog_2023329_text0^,^Dialog_2023329_text0^
^Dialog_2023329_text0^,^If you are damaged or demolished in the name of King Ron Frain III for no reason you can be punished by the Kings of Hakanas^,^正当な事由なしに国王ロンブレーン三世の名の下に掲示された掲示物を破棄、撤去をした場合、ハカナス王令に基づき罰せられます。^,^Dialog_2023330_title^,^Dialog_2023330_title^,^Dialog_2023330_title^,^Dialog_2023330_title^
^Dialog_2023330_title^,^Truth^,^真理の魔法師リネータ^,^Dialog_2023330_text0^,^Dialog_2023330_text0^,^Dialog_2023330_text0^,^Dialog_2023330_text0^
^Dialog_2023330_text0^,^Hakanas is in confusion now It is the mission of the wizards of our truth to protect Hakanas And tHat is my firm belief^,^今ハカナス首都城はそこら中で混乱が起こっています。ハカナスを守るのは私達真理の魔法師の使命。そして私の揺るぎない信念でもあります。^,^Dialog_2023331_title^,^Dialog_2023331_title^,^Dialog_2023331_title^,^Dialog_2023331_title^
^Dialog_2023331_title^,^Truth^,^真理の魔法師リネータ^,^Dialog_2023331_text0^,^Dialog_2023331_text0^,^Dialog_2023331_text0^,^Dialog_2023331_text0^
^Dialog_2023331_text0^,^The magic circle of protection is the first defense to defend the enemy in Hakanas But this is almost no one who knows it in secret Who the hell leaks the protection magic on this wall?^,^守護のクリスタルで発動している結界は、ハカナス首都城を防衛する為の第一防衛ラインです。<br>でもこれは極秘事項で、知っている人はほとんどいないはずなのですが…<br>一体だれがこの結界の秘密を漏らしたのでしょう…^,^Dialog_2023332_title^,^Dialog_2023332_title^,^Dialog_2023332_title^,^Dialog_2023332_title^
^Dialog_2023332_title^,^Truth^,^真理のは魔法師リネータ^,^Dialog_2023332_text0^,^Dialog_2023332_text0^,^Dialog_2023332_text0^,^Dialog_2023332_text0^
^Dialog_2023332_text0^,^We're one step late?But it was enough to keep Hakanas^,^既に国璽は持ち去られていたのですか…<br>侵攻を防げただけでもよしとしましょう。^,^Dialog_2023333_title^,^Dialog_2023333_title^,^Dialog_2023333_title^,^Dialog_2023333_title^
^Dialog_2023333_title^,^Assassin Clan Behind^,^シャドウクランビハインド^,^Dialog_2023333_text0^,^Dialog_2023333_text0^,^Dialog_2023333_text0^,^Dialog_2023333_text0^
^Dialog_2023333_text0^,^Assassin Clan is an organization with the most Berserkerspread and fast information network in Hakanas The birds of the sky and the rats of the earth are also our eyes and ears^,^シャドウクランはハナカスで最も優れた情報網を持った組織だ。<br>空の鳥も地上のねずみも全て私達の目となり耳となってくれる。^,^Dialog_2023334_title^,^Dialog_2023334_title^,^Dialog_2023334_title^,^Dialog_2023334_title^
^Dialog_2023334_title^,^General Russell^,^大将軍ラッセル^,^Dialog_2023334_text0^,^Dialog_2023334_text0^,^Dialog_2023334_text0^,^Dialog_2023334_text0^
^Dialog_2023334_text0^,^The strongest Hakanas! Hakanas wins any enemy! It is my mission to make it I will offer me to make Hakanas the strongest country^,^最強の王国！無敵のハカナス！<br>それを作るのは私の使命！<br>全身全霊を込めて最強国家ハカナスを実現する！^,^Dialog_2023335_title^,^Dialog_2023335_title^,^Dialog_2023335_title^,^Dialog_2023335_title^
^Dialog_2023335_title^,^Advanced Wizard Homer^,^上級魔法師ホメル^,^Dialog_2023335_text0^,^Dialog_2023335_text0^,^Dialog_2023335_text0^,^Dialog_2023335_text0^
^Dialog_2023335_text0^,^The energy of this strong evil is  the whole body is trembling But if I don't stop innocent people will be hurt^,^この強い悪のオーラ…っく！震えが止まらない。<br>でも私が立たねば何の罪もない人々に危害が及んでしまう…^,^Dialog_2023336_title^,^Dialog_2023336_title^,^Dialog_2023336_title^,^Dialog_2023336_title^
^Dialog_2023336_title^,^Advanced Wizard Homer^,^上級魔法師ホメル^,^Dialog_2023336_text0^,^Dialog_2023336_text0^,^Dialog_2023336_text0^,^Dialog_2023336_text0^
^Dialog_2023336_text0^,^The energy of this strong evil is  the whole body is trembling But if I don't stop innocent people will be hurt^,^この強い悪のオーラ…っく！震えが止まらない。<br>でも私が立たねば何の罪もない人々に危害が及んでしまう…^,^Dialog_1070500_Title^,^Dialog_1070500_Title^,^Dialog_1070500_Title^,^Dialog_1070500_Title^
^Dialog_1070500_Title^,^Randombox coin shop^,^ランダムコイン商店^,^Dialog_1070500_Text0^,^Dialog_1070500_Text0^,^Dialog_1070500_Text0^,^Dialog_1070500_Text0^
^Dialog_1070500_Text0^,^The win or loss of the war is determined by the perfect Equipment Uh! If you just pass by it will be rewinded! Let's look around^,^勝負の行方は装備にかかっている。<br>まずは見てくれ。<br>買っといて損がない品ばかりだぜ！^,^Dialog_1070500_Answer_0_Text^,^Dialog_1070500_Answer_0_Text^,^Dialog_1070500_Answer_0_Text^,^Dialog_1070500_Answer_0_Text^
^Dialog_1070500_Answer_0_Text^,^Coin^,^コイン商店^,^Dialog_2023338_title^,^Dialog_2023338_title^,^Dialog_2023338_title^,^Dialog_2023338_title^
^Dialog_2023338_title^,^Northern Guard Tower Bulletin Board^,^北部警備塔掲示版^,^Dialog_2023338_text0^,^Dialog_2023338_text0^,^Dialog_2023338_text0^,^Dialog_2023338_text0^
^Dialog_2023338_text0^,^If you are damaged or demolished in the name of King Ron Frain III for no reason you can be punished by the Kings of Hakanas^,^正当な事由なしに国王ロンブレーン三世の名の下に掲示された掲示物を破棄、撤去をした場合、ハカナス王令に基づき罰せられます。^,^Dialog_2023339_title^,^Dialog_2023339_title^,^Dialog_2023339_title^,^Dialog_2023339_title^
^Dialog_2023339_title^,^Gedleaf^,^ゲドリープ^,^Dialog_2023339_text0^,^Dialog_2023339_text0^,^Dialog_2023339_text0^,^Dialog_2023339_text0^
^Dialog_2023339_text0^,^If it's made ask me Mr Kimu is a star and I am a true production craftsman who acquired the latest production theory But the world doesn't know yet They don't understand production!^,^製作の事なら私に聞いてください。<br>採集の事はスキームさんに聞いてください。<br>まあ彼はもう落ち目ですけどね。<br>最新の技術を習得した製作職人は数少ないですが私はその中の一人です。^,^Dialog_2023340_title^,^Dialog_2023340_title^,^Dialog_2023340_title^,^Dialog_2023340_title^
^Dialog_2023340_title^,^Advanced Wizard Daph^,^上級魔法師ダフ^,^Dialog_2023340_text0^,^Dialog_2023340_text0^,^Dialog_2023340_text0^,^Dialog_2023340_text0^
^Dialog_2023340_text0^,^Come on the explorer of the truth In the magic society of truth I keep trying to appoint me as a wizard of truth but I want to live with the world as it led by light rather than a noble star^,^いらっしゃい、真理を探し彷徨う者よ。
真理の魔法師会では私を真理の魔法師に任命したいと誘い続けているが、私は高貴な星になるよりはただ光が導くまま世界と一緒に生きていきたいのだ。^,^Dialog_2023340_Answer_4_Text^,^Dialog_2023340_Answer_4_Text^,^Dialog_2023340_Answer_4_Text^,^Dialog_2023340_Answer_4_Text^
^Dialog_2023340_Answer_4_Text^,^About characteristics^,^特性について^,^Dialog_2023341_title^,^Dialog_2023341_title^,^Dialog_2023341_title^,^Dialog_2023341_title^
^Dialog_2023341_title^,^Forest bulletin board^,^豊穣の森掲示版^,^Dialog_2023341_text0^,^Dialog_2023341_text0^,^Dialog_2023341_text0^,^Dialog_2023341_text0^
