t_no;t_id;t_level;t_rarity;t_type
478.000000;F_F04_Eagle_0001;1.000000;normal;fellow
479.000000;F_F04_Tou_0001;1.000000;normal;fellow
480.000000;F_F04_Shirek_0001;1.000000;normal;fellow
481.000000;F_F04_FloatDra_0001;1.000000;normal;fellow
482.000000;F_F04_DragFros_0001;1.000000;normal;fellow
483.000000;F_F04_Eagle_0002;1.000000;normal;fellow
484.000000;F_F04_Tou_0002;1.000000;normal;fellow
485.000000;F_F04_Shirek_0002;1.000000;normal;fellow
486.000000;F_F04_FloatDra_0002;1.000000;normal;fellow
487.000000;F_F04_DragFros_0002;1.000000;normal;fellow
488.000000;F_00_DragAg_0002;1.000000;heroic;fellow
489.000000;F_00_Rapter_0000;1.000000;elite;fellow
490.000000;F_00_Rapter_0001;1.000000;elite;fellow
491.000000;F_f02_firebird_0000;1.000000;normal;fellow
492.000000;F_f02_firebird_0001;1.000000;normal;fellow
493.000000;F_F02_Lidrag_0001;1.000000;elite;fellow
494.000000;F_F02_Lidrag_0002;1.000000;elite;fellow
495.000000;F_f03_RashDrag_0001;1.000000;elite;fellow
496.000000;F_f03_RashDrag_0002;1.000000;elite;fellow
497.000000;F_f00_Rabino_0001;1.000000;normal;fellow
498.000000;F_f00_Elqfairy_0001;1.000000;heroic;fellow
499.000000;F_f00_Rynorex_0001;1.000000;heroic;fellow
500.000000;F_f00_Bragie_0001;1.000000;heroic;fellow
501.000000;F_f00_ghost_0001;1.000000;heroic;fellow
502.000000;F_f00_Bragie_0002;1.000000;elite;fellow
503.000000;F_f00_Bragie_0003;1.000000;elite;fellow
504.000000;F_f00_Bragie_0004;1.000000;elite;fellow
505.000000;F_f00_Bragie_0005;1.000000;elite;fellow
506.000000;F_f00_Bragie_0006;1.000000;elite;fellow
507.000000;F_f00_Rynogua_0001;1.000000;elite;fellow
508.000000;F_f00_Spirwood_0001;1.000000;elite;fellow
509.000000;F_f00_ghost_0002;1.000000;elite;fellow
510.000000;F_f00_ydrag_0003;1.000000;normal;fellow
511.000000;F_f00_ydrag_0004;1.000000;normal;fellow
512.000000;F_f00_Spirwood_0002;1.000000;normal;fellow
513.000000;F_f00_DraLittle_001;1.000000;elite;fellow
514.000000;F_f00_DraLittle_002;1.000000;elite;fellow
515.000000;F_f00_Carlreang_001;1.000000;heroic;fellow
516.000000;F_f00_matucon_001;1.000000;heroic;fellow
517.000000;F_f00_Iren_001;1.000000;heroic;fellow
518.000000;F_f00_Guste_001;1.000000;heroic;fellow
519.000000;F_f00_StoneOcto_001;1.000000;elite;fellow
520.000000;F_f00_Snowmagic_001;1.000000;elite;fellow
521.000000;F_f00_mweattack_001;1.000000;elite;fellow
522.000000;F_f00_firegolem_001;1.000000;elite;fellow
523.000000;F_f05_Phonix_0001;1.000000;heroic;fellow
524.000000;F_f05_Phonix_0002;1.000000;heroic;fellow
525.000000;F_f05_SnRabbit_0001;1.000000;elite;fellow
526.000000;F_f05_SnRabbit_0002;1.000000;elite;fellow
527.000000;F_f05_Griffon_0001;1.000000;normal;fellow
528.000000;F_f05_Griffon_0002;1.000000;normal;fellow
529.000000;F_f05_Griffon_0003;1.000000;heroic;fellow
530.000000;F_f05_Griffon_0004;1.000000;heroic;fellow
531.000000;F_f05_Griffon_0005;1.000000;heroic;fellow
532.000000;F_f05_Griffon_0006;1.000000;heroic;fellow
533.000000;F_f05_Griffon_0007;1.000000;normal;fellow
534.000000;F_f05_Griffon_0008;1.000000;normal;fellow
535.000000;F_f05_Kingbat_0001;1.000000;heroic;fellow
536.000000;F_f05_Kingbat_0002;1.000000;heroic;fellow
537.000000;F_f07_gorilra_0002;1.000000;heroic;fellow
538.000000;F_f07_gorilra_0003;1.000000;elite;fellow
539.000000;F_f07_gorilra_0004;1.000000;elite;fellow
540.000000;F_f07_gorilra_0005;1.000000;elite;fellow
541.000000;F_f07_gorilra_0006;1.000000;elite;fellow
542.000000;F_F05_Scolpi_0001;1.000000;elite;fellow
543.000000;F_F05_Scolpi_0002;1.000000;elite;fellow
544.000000;F_F05_caspert_0001;1.000000;elite;fellow
545.000000;F_F05_caspert_0002;1.000000;elite;fellow
546.000000;F_F04_WhiteOwl_0001;1.000000;elite;fellow
547.000000;F_F04_WhiteOwl_0002;1.000000;elite;fellow
548.000000;F_F04_DrLight_0001;1.000000;normal;fellow
549.000000;F_F04_DrLight_0002;1.000000;normal;fellow
550.000000;F_d22_Night_0001;1.000000;elite;fellow
551.000000;F_d22_Night_0002;1.000000;elite;fellow
552.000000;F_d22_Pega_0001;1.000000;elite;fellow
553.000000;F_d22_Pega_0002;1.000000;elite;fellow
554.000000;F_f04_GLtlDra_0001;1.000000;heroic;fellow
555.000000;F_f04_GLtlDra_0002;1.000000;heroic;fellow
556.000000;F_F04_DrRaba00_0001;1.000000;elite;fellow
557.000000;F_F04_DrRaba00_0002;1.000000;elite;fellow
558.000000;F_F04_DrRaba01_0001;1.000000;elite;fellow
559.000000;F_F04_DrRaba01_0002;1.000000;elite;fellow
560.000000;F_F04_YDra00_0001;1.000000;elite;fellow
561.000000;F_F04_YDra00_0002;1.000000;elite;fellow
562.000000;F_F04_YDra01_0001;1.000000;elite;fellow
563.000000;F_F04_YDra01_0002;1.000000;elite;fellow
564.000000;F_F04_YDra02_0001;1.000000;elite;fellow
565.000000;F_F04_YDra02_0002;1.000000;elite;fellow
566.000000;F_F04_YDra03_0001;1.000000;elite;fellow
567.000000;F_F04_YDra03_0002;1.000000;elite;fellow
568.000000;F_F05_YCasp00_0001;1.000000;elite;fellow
569.000000;F_F05_Ycasp00_0002;1.000000;elite;fellow
570.000000;F_F05_Ycasp01_0001;1.000000;elite;fellow
571.000000;F_F05_Ycasp01_0002;1.000000;elite;fellow
572.000000;F_F05_Ycasp02_0001;1.000000;elite;fellow
573.000000;F_F05_Ycasp02_0002;1.000000;elite;fellow
574.000000;F_f04_NPCDraLtl_001;30.000000;normal;fellow
575.000000;F_f04_NPCPega_001;30.000000;normal;fellow
576.000000;F_f04_Beldon_0001;1.000000;heroic;fellow
577.000000;F_f04_Beldon_0002;1.000000;heroic;fellow
578.000000;F_f00_Santin_001;1.000000;heroic;fellow
579.000000;F_f00_Jeranin_001;1.000000;heroic;fellow
580.000000;F_f00_Devy_001;1.000000;heroic;fellow
581.000000;F_f00_Jepeto_001;1.000000;heroic;fellow
582.000000;F_f00_SklKnight_001;1.000000;elite;fellow
583.000000;F_f00_SHunter_001;1.000000;elite;fellow
584.000000;F_f00_Midget_001;1.000000;elite;fellow
585.000000;F_f00_Hatchling_001;1.000000;elite;fellow
586.000000;F_04_IcePega_001;1.000000;lendario;fellow
587.000000;F_04_IcePega_002;1.000000;lendario;fellow
588.000000;F_04_FirePega_001;1.000000;lendario;fellow
589.000000;F_04_FirePega_002;1.000000;lendario;fellow
590.000000;F_04_DarkPega_001;1.000000;lendario;fellow
591.000000;F_04_DarkPega_002;1.000000;lendario;fellow
592.000000;F_04_Tasla_0001;1.000000;elite;fellow
593.000000;F_04_Tasla_0002;1.000000;elite;fellow
594.000000;F_f05_BatSnd_001;1.000000;elite;fellow
595.000000;F_f05_BatSnd_002;1.000000;elite;fellow
596.000000;F_F05_DragRaba_001;1.000000;normal;fellow
597.000000;F_F05_DragRaba_002;1.000000;normal;fellow
598.000000;F_f00_Ashuram_001;1.000000;heroic;fellow
599.000000;F_f00_Ashuram_002;1.000000;heroic;fellow
600.000000;F_f00_Bismute_001;1.000000;heroic;fellow
601.000000;F_f00_Bismute_002;1.000000;heroic;fellow
602.000000;F_f00_Skalion_001;1.000000;heroic;fellow
603.000000;F_f00_Skalion_002;1.000000;heroic;fellow
604.000000;F_f00_Poseina_001;1.000000;heroic;fellow
605.000000;F_f00_Poseina_002;1.000000;heroic;fellow
606.000000;F_f05_BatKSnd_001;1.000000;lendario;fellow
607.000000;F_f05_BatKSnd_002;1.000000;lendario;fellow
608.000000;F_f05_ThdDrag_001;1.000000;heroic;fellow
609.000000;F_f05_ThdDrag_002;1.000000;heroic;fellow
610.000000;F_f05_GriffonGr_001;1.000000;heroic;fellow
611.000000;F_f05_GriffonGr_002;1.000000;heroic;fellow
612.000000;F_f05_BigScrop_001;1.000000;heroic;fellow
613.000000;F_f05_BigScrop_002;1.000000;heroic;fellow
614.000000;F_f05_FatOwl00_001;1.000000;heroic;fellow
615.000000;F_f05_FatOwl00_002;1.000000;heroic;fellow
616.000000;F_f05_CaspCat_001;1.000000;heroic;fellow
617.000000;F_f05_CaspCat_002;1.000000;heroic;fellow
618.000000;F_f05_LTurt00_001;1.000000;elite;fellow
619.000000;F_f05_LTurt00_002;1.000000;elite;fellow
620.000000;F_f05_Ceras00_001;1.000000;heroic;fellow
621.000000;F_f05_Ceras00_002;1.000000;heroic;fellow
622.000000;F_f05_Raptor00_001;1.000000;heroic;fellow
623.000000;F_f05_Raptor00_002;1.000000;heroic;fellow
624.000000;F_f05_FatOwl01_001;1.000000;elite;fellow
625.000000;F_f05_FatOwl01_002;1.000000;elite;fellow
626.000000;F_f05_Hydra00_001;1.000000;normal;fellow
627.000000;F_f05_Hydra00_002;1.000000;normal;fellow
628.000000;F_f05_Hydra01_001;1.000000;heroic;fellow
629.000000;F_f05_Hydra01_002;1.000000;heroic;fellow
630.000000;F_f05_Hydra02_001;1.000000;lendario;fellow
631.000000;F_f05_Hydra02_002;1.000000;lendario;fellow
632.000000;F_f05_BoneCru00_001;1.000000;elite;fellow
633.000000;F_f05_BoneCru00_002;1.000000;elite;fellow
634.000000;F_f05_GoldHorn_001;1.000000;elite;fellow
635.000000;F_f05_GoldHorn_002;1.000000;elite;fellow
636.000000;F_f05_SndMatura_001;1.000000;heroic;fellow
637.000000;F_f05_SndMatura_002;1.000000;heroic;fellow
638.000000;F_f05_Ceras01_001;1.000000;elite;fellow
639.000000;F_f05_Ceras01_002;1.000000;elite;fellow
640.000000;F_f05_FatOwl02_001;1.000000;normal;fellow
641.000000;F_f05_FatOwl02_002;1.000000;normal;fellow
642.000000;F_f05_SandSaurs_001;1.000000;normal;fellow
643.000000;F_f05_SandSaurs_002;1.000000;normal;fellow
644.000000;F_f05_DeadBear_001;1.000000;normal;fellow
645.000000;F_f05_DeadBear_002;1.000000;normal;fellow
646.000000;F_f05_DeadBull_001;1.000000;normal;fellow
647.000000;F_f05_DeadBull_002;1.000000;normal;fellow
648.000000;F_f05_DeadWolf_001;1.000000;normal;fellow
649.000000;F_f05_DeadWolf_002;1.000000;normal;fellow
650.000000;F_f05_SandTurt_001;1.000000;normal;fellow
651.000000;F_f05_SandTurt_002;1.000000;normal;fellow
652.000000;F_f05_SandCroco_001;1.000000;normal;fellow
653.000000;F_f05_SandCroco_002;1.000000;normal;fellow
654.000000;F_f05_LTurt01_001;1.000000;normal;fellow
655.000000;F_f05_LTurt01_002;1.000000;normal;fellow
656.000000;F_f05_BoneCru01_001;1.000000;normal;fellow
657.000000;F_f05_BoneCru01_002;1.000000;normal;fellow
658.000000;F_f05_BoneCru02_001;1.000000;normal;fellow
659.000000;F_f05_BoneCru02_002;1.000000;normal;fellow
660.000000;F_f05_Eagle00_001;1.000000;normal;fellow
661.000000;F_f05_Eagle00_002;1.000000;normal;fellow
662.000000;F_f05_SandLeop_001;1.000000;normal;fellow
663.000000;F_f05_SandLeop_002;1.000000;normal;fellow
664.000000;F_f05_SandSpid_001;1.000000;normal;fellow
665.000000;F_f05_SandSpid_002;1.000000;normal;fellow
666.000000;F_f05_Scorp00_001;1.000000;normal;fellow
667.000000;F_f05_Scorp00_002;1.000000;normal;fellow
668.000000;F_f05_Scorp01_001;1.000000;normal;fellow
669.000000;F_f05_Scorp01_002;1.000000;normal;fellow
670.000000;F_f05_Raptor01_001;1.000000;elite;fellow
671.000000;F_f05_Raptor01_002;1.000000;elite;fellow
672.000000;F_f05_Kangroo00_001;1.000000;elite;fellow
673.000000;F_f05_Kangroo00_002;1.000000;elite;fellow
674.000000;F_f05_Rhino00_001;1.000000;normal;fellow
675.000000;F_f05_Rhino00_002;1.000000;normal;fellow
676.000000;F_f05_Chocobo_001;1.000000;elite;fellow
677.000000;F_f05_Chocobo_002;1.000000;elite;fellow
678.000000;F_f00_Rondo_001;1.000000;heroic;fellow
679.000000;F_f00_Rondo_002;1.000000;heroic;fellow
680.000000;F_f00_Keron_001;1.000000;heroic;fellow
681.000000;F_f00_Keron_002;1.000000;heroic;fellow
682.000000;F_f00_Baranak_001;1.000000;heroic;fellow
683.000000;F_f00_Baranak_002;1.000000;heroic;fellow
684.000000;F_f00_Rabini_001;1.000000;heroic;fellow
685.000000;F_f00_Rabini_002;1.000000;heroic;fellow
686.000000;F_f00_GRondo_001;1.000000;heroic;fellow
687.000000;F_f00_GRondo_002;1.000000;heroic;fellow
688.000000;F_f00_GKeron_001;1.000000;heroic;fellow
689.000000;F_f00_GKeron_002;1.000000;heroic;fellow
690.000000;F_f00_GBaranak_001;1.000000;heroic;fellow
691.000000;F_f00_GBaranak_002;1.000000;heroic;fellow
692.000000;F_f00_GRabini_001;1.000000;heroic;fellow
693.000000;F_f00_GRabini_002;1.000000;heroic;fellow
694.000000;F_00_WhaleRed_0001;1.000000;lendario;fellow
695.000000;F_00_WhaleRed_0002;1.000000;lendario;fellow
696.000000;F_P01_Atan_0001;1.000000;elite;fellow
697.000000;F_P01_Atan_0002;1.000000;elite;fellow
698.000000;F_P01_Berite_0001;1.000000;elite;fellow
699.000000;F_P01_Berite_0002;1.000000;elite;fellow
700.000000;F_P01_Karnin_0001;1.000000;elite;fellow
701.000000;F_P01_Karnin_0002;1.000000;elite;fellow
702.000000;F_F03_BoarPoch_0001;1.000000;elite;fellow
703.000000;F_F03_BoarPoch_0002;1.000000;elite;fellow
704.000000;F_F03_Shteren_0001;1.000000;elite;fellow
705.000000;F_F03_Shteren_0002;1.000000;elite;fellow
706.000000;F_F03_Kteren_0001;1.000000;elite;fellow
707.000000;F_F03_Kteren_0002;1.000000;elite;fellow
708.000000;F_f05_SandSaurs_003;41.000000;normal;fellow
709.000000;F_f05_Rhino00_003;45.000000;normal;fellow
710.000000;F_f00_Slyth_0001;1.000000;heroic;fellow
711.000000;F_f05_BoneCru03_001;1.000000;heroic;fellow
712.000000;F_f05_BoneCru03_002;1.000000;heroic;fellow
713.000000;F_f00_Devy0_001;1.000000;heroic;fellow
714.000000;F_f00_Devy0_002;1.000000;heroic;fellow
715.000000;F_f00_Carl0_001;1.000000;heroic;fellow
716.000000;F_f00_Carl0_002;1.000000;heroic;fellow
717.000000;F_f00_Jeranin0_001;1.000000;heroic;fellow
718.000000;F_f00_Jeranin0_002;1.000000;heroic;fellow
719.000000;F_f00_Santin0_001;1.000000;heroic;fellow
720.000000;F_f00_Santin0_002;1.000000;heroic;fellow
721.000000;F_f00_Devy1_001;1.000000;heroic;fellow
722.000000;F_f00_Devy1_002;1.000000;heroic;fellow
723.000000;F_f00_Carl1_001;1.000000;heroic;fellow
724.000000;F_f00_Carl1_002;1.000000;heroic;fellow
725.000000;F_f00_Jeranin1_001;1.000000;heroic;fellow
726.000000;F_f00_Jeranin1_002;1.000000;heroic;fellow
727.000000;F_f00_Santin1_001;1.000000;heroic;fellow
728.000000;F_f00_Santin1_002;1.000000;heroic;fellow
729.000000;F_f05_Rhino02_001;1.000000;normal;fellow
730.000000;F_f05_Rhino02_002;1.000000;normal;fellow
731.000000;F_f05_Boar00_001;1.000000;normal;fellow
732.000000;F_f05_Boar00_002;1.000000;normal;fellow
733.000000;F_f05_Bull00_001;1.000000;normal;fellow
734.000000;F_f05_Bull00_002;1.000000;normal;fellow
735.000000;F_f05_SandCroc1_001;1.000000;normal;fellow
736.000000;F_f05_SandCroc1_002;1.000000;normal;fellow
737.000000;F_f05_Adelake00_001;1.000000;elite;fellow
738.000000;F_f05_Adelake00_002;1.000000;elite;fellow
739.000000;F_f05_eatSpid_001;1.000000;normal;fellow
740.000000;F_f05_eatSpid_002;1.000000;normal;fellow
741.000000;F_F05_FloatDR_001;1.000000;normal;fellow
742.000000;F_F05_FloatDR_002;1.000000;normal;fellow
743.000000;F_f05_CaspCat01_001;1.000000;elite;fellow
744.000000;F_f05_CaspCat01_002;1.000000;elite;fellow
745.000000;F_f05_EVDevy_001;1.000000;lendario;fellow
746.000000;F_f05_JapCat01_001;1.000000;normal;fellow
747.000000;F_f05_LTurt02_001;1.000000;elite;fellow
748.000000;F_f05_LTurt02_002;1.000000;elite;fellow
749.000000;F_06_ESco_0003;50.000000;normal;fellow
750.000000;F_06_ESco_0004;50.000000;normal;fellow
751.000000;C_f05_GoldHorn_001;1.000000;elite;fellow
752.000000;F_P02_Mphonix_001;1.000000;heroic;fellow
753.000000;F_P02_Mphonix_002;1.000000;heroic;fellow
754.000000;F_P02_UGarmu_0001;1.000000;heroic;fellow
755.000000;F_P02_UGarmu_0002;1.000000;heroic;fellow
757.000000;F_P02_IroHors_0002;1.000000;heroic;fellow
756.000000;F_P02_IroHors_0001;1.000000;heroic;fellow
758.000000;F_P02_Ceras01_001;1.000000;elite;fellow
759.000000;F_P02_Ceras01_002;1.000000;elite;fellow
760.000000;F_P02_Garesha_001;1.000000;lendario;fellow
761.000000;F_P02_Garesha_002;1.000000;lendario;fellow
762.000000;F_P02_PoisCroc_001;1.000000;elite;fellow
763.000000;F_P02_PoisCroc_002;1.000000;elite;fellow
764.000000;F_P02_BigScrop_001;1.000000;elite;fellow
765.000000;F_P02_BigScrop_002;1.000000;elite;fellow
766.000000;F_P02_BatSnd_001;1.000000;elite;fellow
767.000000;F_P02_BatSnd_002;1.000000;elite;fellow
768.000000;F_P02_Eagle00_001;1.000000;elite;fellow
769.000000;F_P02_Eagle00_002;1.000000;elite;fellow
770.000000;F_P02_Firebird_001;1.000000;elite;fellow
771.000000;F_P02_Firebird_002;1.000000;elite;fellow
772.000000;F_P02_DrRaba_001;1.000000;elite;fellow
773.000000;F_P02_DrRaba_002;1.000000;elite;fellow
774.000000;F_f00_SnowMan0_001;1.000000;heroic;fellow
775.000000;F_f00_SnowMan0_002;1.000000;heroic;fellow
776.000000;F_f00_Izhora0_001;1.000000;heroic;fellow
777.000000;F_f00_Izhora0_002;1.000000;heroic;fellow
778.000000;F_f00_lilith0_001;1.000000;heroic;fellow
779.000000;F_f00_lilith0_002;1.000000;heroic;fellow
780.000000;F_f00_Kiis0_001;1.000000;heroic;fellow
781.000000;F_f00_Kiis0_002;1.000000;heroic;fellow
782.000000;F_f00_SnowMan1_001;1.000000;heroic;fellow
783.000000;F_f00_SnowMan1_002;1.000000;heroic;fellow
784.000000;F_f00_Izhora1_001;1.000000;heroic;fellow
785.000000;F_f00_Izhora1_002;1.000000;heroic;fellow
786.000000;F_f00_lilith1_001;1.000000;heroic;fellow
787.000000;F_f00_lilith1_002;1.000000;heroic;fellow
788.000000;F_f00_Kiis1_001;1.000000;heroic;fellow
789.000000;F_f00_Kiis1_002;1.000000;heroic;fellow
790.000000;F_F00_XamsDeer_001;1.000000;heroic;fellow
791.000000;F_f00_XSnowMan_001;1.000000;heroic;fellow
792.000000;F_f00_XSnowMan_002;1.000000;heroic;fellow
793.000000;F_f03_DrFrBoy0_0001;1.000000;lendario;fellow
794.000000;F_f03_DrFrBoy0_0002;1.000000;lendario;fellow
795.000000;F_f03_DrFrBoy1_0001;1.000000;lendario;fellow
796.000000;F_f03_DrFrBoy1_0002;1.000000;lendario;fellow
797.000000;F_f04_DrFrBoy2_0001;1.000000;lendario;fellow
798.000000;F_f04_DrFrBoy2_0002;1.000000;lendario;fellow
799.000000;F_P02_BlackA_00;50.000000;elite;fellow
800.000000;F_d08_BPega_0001;1.000000;heroic;fellow
801.000000;F_d08_BPega_0002;1.000000;heroic;fellow
802.000000;F_f09_BMegan_0001;1.000000;heroic;fellow
803.000000;F_f09_BMegan_0002;1.000000;heroic;fellow
804.000000;F_00_BBdra_0001;1.000000;heroic;fellow
805.000000;F_00_BBdra_0002;1.000000;heroic;fellow
806.000000;F_P01_Bafo_0001;1.000000;heroic;fellow
807.000000;F_P01_Bafo_0002;1.000000;heroic;fellow
808.000000;F_P01_Bliger_0001;1.000000;heroic;fellow
809.000000;F_P01_Bliger_0002;1.000000;heroic;fellow
810.000000;F_00_BDragAg_0001;1.000000;heroic;fellow
811.000000;F_00_BDragAg_0002;1.000000;heroic;fellow
812.000000;F_01_1_BGarmu_0001;1.000000;heroic;fellow
813.000000;F_01_1_BGarmu_0002;1.000000;heroic;fellow
814.000000;F_f03_BForst_0001;1.000000;heroic;fellow
815.000000;F_f03_BForst_0002;1.000000;heroic;fellow
816.000000;F_f03_BCasp_0001;1.000000;heroic;fellow
817.000000;F_f03_BCasp_0002;1.000000;heroic;fellow
818.000000;F_d04_Bwolf_0001;1.000000;heroic;fellow
819.000000;F_d04_Bwolf_0002;1.000000;heroic;fellow
820.000000;F_d04_BAfoHors_0002;1.000000;heroic;fellow
821.000000;F_d04_BAfoHors_0001;1.000000;heroic;fellow
822.000000;F_F03_Bmegan_0001;1.000000;heroic;fellow
823.000000;F_F03_Bmegan_0002;1.000000;heroic;fellow
824.000000;F_f05_BGriffon_0001;1.000000;heroic;fellow
825.000000;F_f05_BGriffon_0002;1.000000;heroic;fellow
826.000000;F_f05_BGriffon_0003;1.000000;heroic;fellow
827.000000;F_f05_BGriffon_0004;1.000000;heroic;fellow
828.000000;F_F03_BDrawhi_0001;1.000000;heroic;fellow
829.000000;F_F03_BDrawhi_0002;1.000000;heroic;fellow
830.000000;F_f04_BBeldon_0001;1.000000;heroic;fellow
831.000000;F_f04_BBeldon_0002;1.000000;heroic;fellow
832.000000;F_03_0_B1715_0001;1.000000;heroic;fellow
833.000000;F_03_0_B1715_0002;1.000000;heroic;fellow
834.000000;F_00_BWhale_0001;1.000000;heroic;fellow
835.000000;F_00_BWhale_0002;1.000000;heroic;fellow
836.000000;F_F04_BMatura_0001;1.000000;heroic;fellow
837.000000;F_F04_BMatura_0002;1.000000;heroic;fellow
838.000000;F_F03_BDAgnas_0001;1.000000;heroic;fellow
839.000000;F_F03_BDAgnas_0002;1.000000;heroic;fellow
840.000000;F_f00_2015pet_0001;1.000000;heroic;fellow
841.000000;F_f00_2015pet_0002;1.000000;heroic;fellow
842.000000;F_f00_2015pet_0003;1.000000;heroic;fellow
843.000000;F_f03_DKerav_0001;1.000000;mitico;fellow
844.000000;F_f03_DKerav_0002;1.000000;mitico;fellow
845.000000;F_P01_DNMare_0001;1.000000;mitico;fellow
846.000000;F_P01_DNMare_0002;1.000000;mitico;fellow
847.000000;F_f05_MGriff01_0001;1.000000;mitico;fellow
848.000000;F_f05_MGriff01_0002;1.000000;mitico;fellow
849.000000;F_f05_MGriff02_0001;1.000000;mitico;fellow
850.000000;F_f05_MGriff02_0002;1.000000;mitico;fellow
851.000000;F_f05_MKGrif01_0001;1.000000;mitico;fellow
852.000000;F_f05_MKGrif01_0002;1.000000;mitico;fellow
853.000000;F_f05_MKGrif02_0001;1.000000;mitico;fellow
854.000000;F_f05_MKGrif02_0002;1.000000;mitico;fellow
855.000000;F_02_LigerLe0_0001;1.000000;mitico;fellow
856.000000;F_02_LigerLe0_0002;1.000000;mitico;fellow
857.000000;F_02_LigerLe1_0001;1.000000;mitico;fellow
858.000000;F_02_LigerLe1_0002;1.000000;mitico;fellow
859.000000;F_c00_qfairy1_0001;1.000000;heroic;fellow
860.000000;F_c00_qfairy2_0001;1.000000;heroic;fellow
861.000000;F_c00_Ashuram1_001;1.000000;heroic;fellow
862.000000;F_c00_Ashuram2_001;1.000000;heroic;fellow
863.000000;F_c00_Baranak1_001;1.000000;heroic;fellow
864.000000;F_c00_Baranak2_001;1.000000;heroic;fellow
865.000000;F_c00_Devy1_001;1.000000;lendario;fellow
866.000000;F_c00_Devy2_001;1.000000;lendario;fellow
867.000000;F_c00_GRondo1_001;1.000000;mitico;fellow
868.000000;F_c00_GRondo2_002;1.000000;mitico;fellow
869.000000;F_f00_Izhora_001;1.000000;heroic;fellow
867.000000;F_C00_Ybird1_0001;1.000000;elite;fellow
871.000000;F_f00_qfairy2_0001;1.000000;heroic;fellow
872.000000;F_f00_Rynorex2_0001;1.000000;heroic;fellow
873.000000;F_04_PIcePega_001;1.000000;lendario;fellow
874.000000;F_04_PIcePega_002;1.000000;lendario;fellow
875.000000;F_04_PFirePega_001;1.000000;lendario;fellow
876.000000;F_04_PFirePega_002;1.000000;lendario;fellow
877.000000;F_04_PDarkPega_001;1.000000;lendario;fellow
878.000000;F_04_PDarkPega_002;1.000000;lendario;fellow
879.000000;F_f05_PBatKSnd_001;1.000000;lendario;fellow
880.000000;F_f05_PBatKSnd_002;1.000000;lendario;fellow
881.000000;F_f05_PHydra02_001;1.000000;lendario;fellow
882.000000;F_f05_PHydra02_002;1.000000;lendario;fellow
883.000000;F_00_PWhaleRd_0001;1.000000;lendario;fellow
884.000000;F_00_PWhaleRd_0002;1.000000;lendario;fellow
885.000000;F_P02_PGaresha_001;1.000000;lendario;fellow
886.000000;F_P02_PGaresha_002;1.000000;lendario;fellow
887.000000;F_f03_PDrFrBy0_0001;1.000000;lendario;fellow
888.000000;F_f03_PDrFrBy0_0002;1.000000;lendario;fellow
889.000000;F_f03_PDrFrBy1_0001;1.000000;lendario;fellow
890.000000;F_f03_PDrFrBy1_0002;1.000000;lendario;fellow
891.000000;F_f04_PDrFrBy2_0001;1.000000;lendario;fellow
892.000000;F_f04_PDrFrBy2_0002;1.000000;lendario;fellow
893.000000;F_f05_PThdDrag_001;1.000000;heroic;fellow
894.000000;F_f05_PThdDrag_002;1.000000;heroic;fellow
895.000000;F_f05_PGriffGr_001;1.000000;heroic;fellow
896.000000;F_f05_PGriffGr_002;1.000000;heroic;fellow
897.000000;F_f05_PBigScrop_001;1.000000;heroic;fellow
898.000000;F_f05_PBigScrop_002;1.000000;heroic;fellow
899.000000;F_f05_PFatOwl00_001;1.000000;heroic;fellow
900.000000;F_f05_PFatOwl00_002;1.000000;heroic;fellow
901.000000;F_f05_PCaspCat_001;1.000000;heroic;fellow
902.000000;F_f05_PCaspCat_002;1.000000;heroic;fellow
903.000000;F_P02_PMphonix_001;1.000000;heroic;fellow
904.000000;F_P02_PMphonix_002;1.000000;heroic;fellow
905.000000;F_P02_PUGarmu_0001;1.000000;heroic;fellow
906.000000;F_P02_PUGarmu_0002;1.000000;heroic;fellow
907.000000;F_P02_PIroHors_0001;1.000000;heroic;fellow
908.000000;F_P02_PIroHors_0002;1.000000;heroic;fellow
909.000000;F_f05_PCeras00_001;1.000000;heroic;fellow
910.000000;F_f05_PCeras00_002;1.000000;heroic;fellow
911.000000;F_f05_PRaptor00_001;1.000000;heroic;fellow
912.000000;F_f05_PRaptor00_002;1.000000;heroic;fellow
913.000000;F_f05_PSndMata_001;1.000000;heroic;fellow
914.000000;F_f05_PSndMata_002;1.000000;heroic;fellow
915.000000;F_f05_PBnCru03_001;1.000000;heroic;fellow
916.000000;F_f05_PBnCru03_002;1.000000;heroic;fellow
913.000000;F_f05_JpnCat01_001;1.000000;elite;fellow
918.000000;F_f05_JpnCat01_002;1.000000;normal;fellow
919.000000;F_f07_FlyWolf_0001;1.000000;lendario;fellow
920.000000;F_f07_FlyWolf_0002;1.000000;lendario;fellow
921.000000;F_f07_JamBear_0001;1.000000;heroic;fellow
922.000000;F_f07_JamBear_0002;1.000000;heroic;fellow
923.000000;F_f07_FlyBny01_0001;1.000000;heroic;fellow
924.000000;F_f07_FlyBny01_0002;1.000000;heroic;fellow
925.000000;F_f07_FlyBny02_0001;1.000000;heroic;fellow
926.000000;F_f07_FlyBny02_0002;1.000000;heroic;fellow
927.000000;F_f07_DrFury01_0001;1.000000;heroic;fellow
928.000000;F_f07_DrFury01_0002;1.000000;heroic;fellow
929.000000;F_f07_ForLizard_001;1.000000;heroic;fellow
